CCAA,Fecha,PORCENTAJE_COVID
ASTURIAS,2021-04-03,6.84
ASTURIAS,2021-04-04,7.19
ASTURIAS,2021-04-05,7.32
ASTURIAS,2021-04-06,6.88
ASTURIAS,2021-04-07,6.34
ASTURIAS,2021-04-08,6.11
ASTURIAS,2021-04-09,6.47
ASTURIAS,2021-04-10,6.47
ASTURIAS,2021-04-11,6.86
ASTURIAS,2021-04-12,6.91
ASTURIAS,2021-04-13,6.94
ASTURIAS,2021-04-14,6.86
ASTURIAS,2021-04-15,6.57
ASTURIAS,2021-04-16,6.27
ASTURIAS,2021-04-17,6.36
ASTURIAS,2021-04-18,7.06
ASTURIAS,2021-04-19,6.95
ASTURIAS,2021-04-20,6.92
ASTURIAS,2021-04-21,6.67
ASTURIAS,2021-04-22,6.58
ASTURIAS,2021-04-23,6.37
ASTURIAS,2021-04-24,6.31
ASTURIAS,2021-04-25,6.87
ASTURIAS,2021-04-26,6.43
ASTURIAS,2021-04-27,6.2
ASTURIAS,2021-04-28,6.26
ASTURIAS,2021-04-29,6.12
ASTURIAS,2021-04-30,6.05
ASTURIAS,2021-05-01,5.83
ASTURIAS,2021-05-02,5.57
ASTURIAS,2021-05-03,5.8
ASTURIAS,2021-05-04,5.34
ASTURIAS,2021-05-05,5.23
ASTURIAS,2021-05-06,5.25
ASTURIAS,2021-05-07,4.88
ASTURIAS,2021-05-08,4.85
ASTURIAS,2021-05-09,4.88
CANTABRIA,2020-08-19,1.99
CANTABRIA,2020-08-20,2.25
CANTABRIA,2020-08-21,2.57
CANTABRIA,2020-08-22,2.57
CANTABRIA,2020-08-23,2.37
CANTABRIA,2020-08-24,2.57
CANTABRIA,2020-08-25,2.76
CANTABRIA,2020-08-26,2.63
CANTABRIA,2020-08-27,2.25
CANTABRIA,2020-08-28,2.25
CANTABRIA,2020-08-29,2.25
CANTABRIA,2020-08-30,2.5
CANTABRIA,2020-08-31,2.57
CANTABRIA,2020-09-01,3.34
CANTABRIA,2020-09-02,2.89
CANTABRIA,2020-09-03,2.57
CANTABRIA,2020-09-04,3.01
CANTABRIA,2020-09-05,3.01
CANTABRIA,2020-09-06,3.46
CANTABRIA,2020-09-07,3.54
CANTABRIA,2020-09-08,3.34
CANTABRIA,2020-09-09,3.78
CANTABRIA,2020-09-10,4.17
CANTABRIA,2020-09-11,3.85
CANTABRIA,2020-09-12,3.85
CANTABRIA,2020-09-13,5.47
CANTABRIA,2020-09-14,5.04
CANTABRIA,2020-09-15,4.84
CANTABRIA,2020-09-16,4.65
CANTABRIA,2020-09-17,4.59
CANTABRIA,2020-09-18,4.65
CANTABRIA,2020-09-19,4.65
CANTABRIA,2020-09-20,5.13
CANTABRIA,2020-09-21,4.87
CANTABRIA,2020-09-22,4.64
CANTABRIA,2020-09-23,4.07
CANTABRIA,2020-09-24,4.29
CANTABRIA,2020-09-25,3.71
CANTABRIA,2020-09-26,3.71
CANTABRIA,2020-09-27,4.23
CANTABRIA,2020-09-28,4.11
CANTABRIA,2020-09-29,4.04
CANTABRIA,2020-09-30,3.85
CANTABRIA,2020-10-01,3.91
CANTABRIA,2020-10-02,3.08
CANTABRIA,2020-10-03,3.08
CANTABRIA,2020-10-04,2.95
CANTABRIA,2020-10-05,3.4
CANTABRIA,2020-10-06,3.21
CANTABRIA,2020-10-07,2.82
CANTABRIA,2020-10-08,2.89
CANTABRIA,2020-10-09,2.37
CANTABRIA,2020-10-10,2.37
CANTABRIA,2020-10-11,2.37
CANTABRIA,2020-10-12,3.62
CANTABRIA,2020-10-13,3.21
CANTABRIA,2020-10-14,3.08
CANTABRIA,2020-10-15,2.95
CANTABRIA,2020-10-16,2.57
CANTABRIA,2020-10-17,2.57
CANTABRIA,2020-10-18,3.91
CANTABRIA,2020-10-19,4.19
CANTABRIA,2020-10-20,3.93
CANTABRIA,2020-10-21,4.06
CANTABRIA,2020-10-22,4.04
CANTABRIA,2020-10-23,4.62
CANTABRIA,2020-10-24,4.64
CANTABRIA,2020-10-25,5.35
CANTABRIA,2020-10-26,5.66
CANTABRIA,2020-10-27,6.51
CANTABRIA,2020-10-28,7.18
CANTABRIA,2020-10-29,7.06
CANTABRIA,2020-10-30,7.65
CANTABRIA,2020-10-31,7.65
CANTABRIA,2020-11-01,9.52
CANTABRIA,2020-11-02,10.33
CANTABRIA,2020-11-03,10.2
CANTABRIA,2020-11-04,9.96
CANTABRIA,2020-11-05,9.74
CANTABRIA,2020-11-06,10.49
CANTABRIA,2020-11-07,10.49
CANTABRIA,2020-11-08,10.67
CANTABRIA,2020-11-09,11.96
CANTABRIA,2020-11-10,12.52
CANTABRIA,2020-11-11,12.7
CANTABRIA,2020-11-12,12.58
CANTABRIA,2020-11-13,11.39
CANTABRIA,2020-11-14,11.39
CANTABRIA,2020-11-15,13.01
CANTABRIA,2020-11-16,12.52
CANTABRIA,2020-11-17,12.93
CANTABRIA,2020-11-18,12.52
CANTABRIA,2020-11-19,11.83
CANTABRIA,2020-11-20,11.27
CANTABRIA,2020-11-21,11.27
CANTABRIA,2020-11-22,11.77
CANTABRIA,2020-11-23,10.52
CANTABRIA,2020-11-24,11.21
CANTABRIA,2020-11-25,11.64
CANTABRIA,2020-11-26,10.71
CANTABRIA,2020-11-27,10.09
CANTABRIA,2020-11-28,10.09
CANTABRIA,2020-11-29,10.96
CANTABRIA,2020-11-30,10.71
CANTABRIA,2020-12-01,11.02
CANTABRIA,2020-12-02,11.39
CANTABRIA,2020-12-03,11.46
CANTABRIA,2020-12-04,10.82
CANTABRIA,2020-12-05,10.82
CANTABRIA,2020-12-06,10.77
CANTABRIA,2020-12-07,10.77
CANTABRIA,2020-12-08,10.09
CANTABRIA,2020-12-09,9.84
CANTABRIA,2020-12-10,9.84
CANTABRIA,2020-12-11,8.72
CANTABRIA,2020-12-12,8.72
CANTABRIA,2020-12-13,9.74
CANTABRIA,2020-12-14,9.05
CANTABRIA,2020-12-15,8.54
CANTABRIA,2020-12-16,8.14
CANTABRIA,2020-12-17,7.76
CANTABRIA,2020-12-18,7.14
CANTABRIA,2020-12-19,7.14
CANTABRIA,2020-12-20,7.58
CANTABRIA,2020-12-21,7.39
CANTABRIA,2020-12-22,6.71
CANTABRIA,2020-12-23,5.47
CANTABRIA,2020-12-24,5.47
CANTABRIA,2020-12-25,6.15
CANTABRIA,2020-12-26,6.15
CANTABRIA,2020-12-27,6.21
CANTABRIA,2020-12-28,5.9
CANTABRIA,2020-12-29,5.4
CANTABRIA,2020-12-30,5.84
CANTABRIA,2020-12-31,5.84
CANTABRIA,2021-01-01,6.77
CANTABRIA,2021-01-02,6.77
CANTABRIA,2021-01-03,7.2
CANTABRIA,2021-01-04,6.65
CANTABRIA,2021-01-05,6.65
CANTABRIA,2021-01-06,7.08
CANTABRIA,2021-01-07,7.52
CANTABRIA,2021-01-08,7.83
CANTABRIA,2021-01-09,7.83
CANTABRIA,2021-01-10,9.32
CANTABRIA,2021-01-11,9.63
CANTABRIA,2021-01-12,9.81
CANTABRIA,2021-01-13,10.5
CANTABRIA,2021-01-14,10.75
CANTABRIA,2021-01-15,8.51
CANTABRIA,2021-01-16,9.38
CANTABRIA,2021-01-17,12.67
CANTABRIA,2021-01-18,12.61
CANTABRIA,2021-01-19,12.05
CANTABRIA,2021-01-20,11.93
CANTABRIA,2021-01-21,12.86
CANTABRIA,2021-01-22,13.17
CANTABRIA,2021-01-23,13.17
CANTABRIA,2021-01-24,13.6
CANTABRIA,2021-01-25,13.73
CANTABRIA,2021-01-26,13.48
CANTABRIA,2021-01-27,13.11
CANTABRIA,2021-01-28,13.66
CANTABRIA,2021-01-29,13.16
CANTABRIA,2021-01-30,13.16
CANTABRIA,2021-01-31,13.84
CANTABRIA,2021-02-01,12.55
CANTABRIA,2021-02-02,11.31
CANTABRIA,2021-02-03,11.25
CANTABRIA,2021-02-04,10.88
CANTABRIA,2021-02-05,9.39
CANTABRIA,2021-02-06,9.39
CANTABRIA,2021-02-07,10.07
CANTABRIA,2021-02-08,9.64
CANTABRIA,2021-02-09,9.39
CANTABRIA,2021-02-10,9.27
CANTABRIA,2021-02-11,8.96
CANTABRIA,2021-02-12,8.71
CANTABRIA,2021-02-13,8.71
CANTABRIA,2021-02-14,9.27
CANTABRIA,2021-02-15,8.84
CANTABRIA,2021-02-16,8.53
CANTABRIA,2021-02-17,7.85
CANTABRIA,2021-02-18,8.41
CANTABRIA,2021-02-19,7.9
CANTABRIA,2021-02-20,7.9
CANTABRIA,2021-02-21,8.79
CANTABRIA,2021-02-22,8.85
CANTABRIA,2021-02-23,8.53
CANTABRIA,2021-02-24,8.09
CANTABRIA,2021-02-25,7.65
CANTABRIA,2021-02-26,6.89
CANTABRIA,2021-02-27,6.89
CANTABRIA,2021-02-28,7.65
CANTABRIA,2021-03-01,6.7
CANTABRIA,2021-03-02,6.38
CANTABRIA,2021-03-03,5.37
CANTABRIA,2021-03-04,5.09
CANTABRIA,2021-03-05,5.09
CANTABRIA,2021-03-06,5.09
CANTABRIA,2021-03-07,5.03
CANTABRIA,2021-03-08,5.03
CANTABRIA,2021-03-09,5.03
CANTABRIA,2021-03-10,5.03
CANTABRIA,2021-03-11,4.83
CANTABRIA,2021-03-12,4.13
CANTABRIA,2021-03-13,4.13
CANTABRIA,2021-03-14,4.96
CANTABRIA,2021-03-15,4.07
CANTABRIA,2021-03-16,3.69
CANTABRIA,2021-03-17,4.01
CANTABRIA,2021-03-18,4.13
CANTABRIA,2021-03-19,3.82
CANTABRIA,2021-03-20,3.82
CANTABRIA,2021-03-21,4.07
CANTABRIA,2021-03-22,3.94
CANTABRIA,2021-03-23,3.75
CANTABRIA,2021-03-24,3.69
CANTABRIA,2021-03-25,3.69
CANTABRIA,2021-03-26,3.75
CANTABRIA,2021-03-27,3.75
CANTABRIA,2021-03-28,4.64
CANTABRIA,2021-03-29,4.96
CANTABRIA,2021-03-30,5.09
CANTABRIA,2021-03-31,4.52
CANTABRIA,2021-04-01,4.52
CANTABRIA,2021-04-02,5.22
CANTABRIA,2021-04-03,5.3
CANTABRIA,2021-04-04,5.34
CANTABRIA,2021-04-05,4.96
CANTABRIA,2021-04-06,4.45
CANTABRIA,2021-04-07,4.52
CANTABRIA,2021-04-08,4.64
CANTABRIA,2021-04-09,4.58
CANTABRIA,2021-04-10,4.58
CANTABRIA,2021-04-11,5.73
CANTABRIA,2021-04-12,5.46
CANTABRIA,2021-04-13,5.34
CANTABRIA,2021-04-14,5.54
CANTABRIA,2021-04-15,5.74
CANTABRIA,2021-04-16,5.34
CANTABRIA,2021-04-17,5.34
CANTABRIA,2021-04-18,5.87
CANTABRIA,2021-04-19,6.13
CANTABRIA,2021-04-20,5.93
CANTABRIA,2021-04-21,5.8
CANTABRIA,2021-04-22,6.39
CANTABRIA,2021-04-23,5.87
CANTABRIA,2021-04-24,5.87
CANTABRIA,2021-04-25,6.92
CANTABRIA,2021-04-26,7.32
CANTABRIA,2021-04-27,7.05
CANTABRIA,2021-04-28,6.59
CANTABRIA,2021-04-29,6.39
CANTABRIA,2021-04-30,6.06
CANTABRIA,2021-05-01,6.06
CANTABRIA,2021-05-02,7.65
CANTABRIA,2021-05-03,7.98
CANTABRIA,2021-05-04,7.51
CANTABRIA,2021-05-05,6.92
CANTABRIA,2021-05-06,6.86
CANTABRIA,2021-05-07,6.86
CANTABRIA,2021-05-08,6.86
CANTABRIA,2021-05-09,7.65
CASTILLA LA MANCHA,2020-08-19,2.73
CASTILLA LA MANCHA,2020-08-20,2.91
CASTILLA LA MANCHA,2020-08-21,3.13
CASTILLA LA MANCHA,2020-08-22,3.17
CASTILLA LA MANCHA,2020-08-23,3.97
CASTILLA LA MANCHA,2020-08-24,4.24
CASTILLA LA MANCHA,2020-08-25,4.48
CASTILLA LA MANCHA,2020-08-26,4.58
CASTILLA LA MANCHA,2020-08-27,4.85
CASTILLA LA MANCHA,2020-08-28,5.59
CASTILLA LA MANCHA,2020-08-29,5.62
CASTILLA LA MANCHA,2020-08-30,6.35
CASTILLA LA MANCHA,2020-08-31,6.61
CASTILLA LA MANCHA,2020-09-01,6.67
CASTILLA LA MANCHA,2020-09-02,7.3
CASTILLA LA MANCHA,2020-09-03,8.08
CASTILLA LA MANCHA,2020-09-04,7.69
CASTILLA LA MANCHA,2020-09-05,7.74
CASTILLA LA MANCHA,2020-09-06,9.14
CASTILLA LA MANCHA,2020-09-07,9.03
CASTILLA LA MANCHA,2020-09-08,9.58
CASTILLA LA MANCHA,2020-09-09,9.99
CASTILLA LA MANCHA,2020-09-10,10.26
CASTILLA LA MANCHA,2020-09-11,10.1
CASTILLA LA MANCHA,2020-09-12,10.1
CASTILLA LA MANCHA,2020-09-13,11.88
CASTILLA LA MANCHA,2020-09-14,12.21
CASTILLA LA MANCHA,2020-09-15,12.51
CASTILLA LA MANCHA,2020-09-16,12.83
CASTILLA LA MANCHA,2020-09-17,12.69
CASTILLA LA MANCHA,2020-09-18,13.0
CASTILLA LA MANCHA,2020-09-19,12.93
CASTILLA LA MANCHA,2020-09-20,13.67
CASTILLA LA MANCHA,2020-09-21,13.82
CASTILLA LA MANCHA,2020-09-22,13.8
CASTILLA LA MANCHA,2020-09-23,13.9
CASTILLA LA MANCHA,2020-09-24,14.2
CASTILLA LA MANCHA,2020-09-25,14.66
CASTILLA LA MANCHA,2020-09-26,14.68
CASTILLA LA MANCHA,2020-09-27,14.41
CASTILLA LA MANCHA,2020-09-28,13.47
CASTILLA LA MANCHA,2020-09-29,13.52
CASTILLA LA MANCHA,2020-09-30,13.36
CASTILLA LA MANCHA,2020-10-01,12.72
CASTILLA LA MANCHA,2020-10-02,12.59
CASTILLA LA MANCHA,2020-10-03,12.59
CASTILLA LA MANCHA,2020-10-04,13.91
CASTILLA LA MANCHA,2020-10-05,13.34
CASTILLA LA MANCHA,2020-10-06,12.73
CASTILLA LA MANCHA,2020-10-07,12.18
CASTILLA LA MANCHA,2020-10-08,12.22
CASTILLA LA MANCHA,2020-10-09,11.63
CASTILLA LA MANCHA,2020-10-10,11.63
CASTILLA LA MANCHA,2020-10-11,12.0
CASTILLA LA MANCHA,2020-10-12,13.83
CASTILLA LA MANCHA,2020-10-13,13.55
CASTILLA LA MANCHA,2020-10-14,14.16
CASTILLA LA MANCHA,2020-10-15,13.78
CASTILLA LA MANCHA,2020-10-16,13.6
CASTILLA LA MANCHA,2020-10-17,13.6
CASTILLA LA MANCHA,2020-10-18,14.2
CASTILLA LA MANCHA,2020-10-19,14.32
CASTILLA LA MANCHA,2020-10-20,14.39
CASTILLA LA MANCHA,2020-10-21,15.03
CASTILLA LA MANCHA,2020-10-22,15.28
CASTILLA LA MANCHA,2020-10-23,14.63
CASTILLA LA MANCHA,2020-10-24,14.65
CASTILLA LA MANCHA,2020-10-25,16.54
CASTILLA LA MANCHA,2020-10-26,16.27
CASTILLA LA MANCHA,2020-10-27,16.97
CASTILLA LA MANCHA,2020-10-28,17.52
CASTILLA LA MANCHA,2020-10-29,18.24
CASTILLA LA MANCHA,2020-10-30,18.36
CASTILLA LA MANCHA,2020-10-31,19.37
CASTILLA LA MANCHA,2020-11-01,20.47
CASTILLA LA MANCHA,2020-11-02,19.25
CASTILLA LA MANCHA,2020-11-03,19.45
CASTILLA LA MANCHA,2020-11-04,19.32
CASTILLA LA MANCHA,2020-11-05,18.9
CASTILLA LA MANCHA,2020-11-06,18.49
CASTILLA LA MANCHA,2020-11-07,18.51
CASTILLA LA MANCHA,2020-11-08,19.41
CASTILLA LA MANCHA,2020-11-09,19.39
CASTILLA LA MANCHA,2020-11-10,18.94
CASTILLA LA MANCHA,2020-11-11,18.57
CASTILLA LA MANCHA,2020-11-12,18.51
CASTILLA LA MANCHA,2020-11-13,16.82
CASTILLA LA MANCHA,2020-11-14,16.99
CASTILLA LA MANCHA,2020-11-15,18.38
CASTILLA LA MANCHA,2020-11-16,17.75
CASTILLA LA MANCHA,2020-11-17,16.9
CASTILLA LA MANCHA,2020-11-18,15.52
CASTILLA LA MANCHA,2020-11-19,15.63
CASTILLA LA MANCHA,2020-11-20,13.77
CASTILLA LA MANCHA,2020-11-21,13.67
CASTILLA LA MANCHA,2020-11-22,13.91
CASTILLA LA MANCHA,2020-11-23,13.06
CASTILLA LA MANCHA,2020-11-24,13.04
CASTILLA LA MANCHA,2020-11-25,12.45
CASTILLA LA MANCHA,2020-11-26,12.19
CASTILLA LA MANCHA,2020-11-27,12.19
CASTILLA LA MANCHA,2020-11-28,12.44
CASTILLA LA MANCHA,2020-11-29,13.12
CASTILLA LA MANCHA,2020-11-30,12.69
CASTILLA LA MANCHA,2020-12-01,12.46
CASTILLA LA MANCHA,2020-12-02,12.5
CASTILLA LA MANCHA,2020-12-03,11.96
CASTILLA LA MANCHA,2020-12-04,11.22
CASTILLA LA MANCHA,2020-12-05,11.4
CASTILLA LA MANCHA,2020-12-06,11.75
CASTILLA LA MANCHA,2020-12-07,11.58
CASTILLA LA MANCHA,2020-12-08,11.37
CASTILLA LA MANCHA,2020-12-09,11.62
CASTILLA LA MANCHA,2020-12-10,11.57
CASTILLA LA MANCHA,2020-12-11,11.18
CASTILLA LA MANCHA,2020-12-12,11.76
CASTILLA LA MANCHA,2020-12-13,12.08
CASTILLA LA MANCHA,2020-12-14,11.66
CASTILLA LA MANCHA,2020-12-15,11.41
CASTILLA LA MANCHA,2020-12-16,11.1
CASTILLA LA MANCHA,2020-12-17,10.73
CASTILLA LA MANCHA,2020-12-18,10.17
CASTILLA LA MANCHA,2020-12-19,10.23
CASTILLA LA MANCHA,2020-12-20,11.56
CASTILLA LA MANCHA,2020-12-21,11.08
CASTILLA LA MANCHA,2020-12-22,10.87
CASTILLA LA MANCHA,2020-12-23,9.64
CASTILLA LA MANCHA,2020-12-24,9.95
CASTILLA LA MANCHA,2020-12-25,10.57
CASTILLA LA MANCHA,2020-12-26,10.76
CASTILLA LA MANCHA,2020-12-27,11.58
CASTILLA LA MANCHA,2020-12-28,12.41
CASTILLA LA MANCHA,2020-12-29,12.37
CASTILLA LA MANCHA,2020-12-30,11.53
CASTILLA LA MANCHA,2020-12-31,11.71
CASTILLA LA MANCHA,2021-01-01,12.69
CASTILLA LA MANCHA,2021-01-02,13.3
CASTILLA LA MANCHA,2021-01-03,14.57
CASTILLA LA MANCHA,2021-01-04,14.92
CASTILLA LA MANCHA,2021-01-05,14.57
CASTILLA LA MANCHA,2021-01-06,15.79
CASTILLA LA MANCHA,2021-01-07,16.22
CASTILLA LA MANCHA,2021-01-08,16.32
CASTILLA LA MANCHA,2021-01-09,16.52
CASTILLA LA MANCHA,2021-01-10,18.68
CASTILLA LA MANCHA,2021-01-11,19.72
CASTILLA LA MANCHA,2021-01-12,20.7
CASTILLA LA MANCHA,2021-01-13,22.41
CASTILLA LA MANCHA,2021-01-14,23.41
CASTILLA LA MANCHA,2021-01-15,24.49
CASTILLA LA MANCHA,2021-01-16,25.05
CASTILLA LA MANCHA,2021-01-17,28.86
CASTILLA LA MANCHA,2021-01-18,30.09
CASTILLA LA MANCHA,2021-01-19,30.04
CASTILLA LA MANCHA,2021-01-20,31.96
CASTILLA LA MANCHA,2021-01-21,32.59
CASTILLA LA MANCHA,2021-01-22,32.02
CASTILLA LA MANCHA,2021-01-23,30.81
CASTILLA LA MANCHA,2021-01-24,35.34
CASTILLA LA MANCHA,2021-01-25,35.49
CASTILLA LA MANCHA,2021-01-26,34.65
CASTILLA LA MANCHA,2021-01-27,34.23
CASTILLA LA MANCHA,2021-01-28,33.97
CASTILLA LA MANCHA,2021-01-29,32.28
CASTILLA LA MANCHA,2021-01-30,32.4
CASTILLA LA MANCHA,2021-01-31,34.24
CASTILLA LA MANCHA,2021-02-01,32.97
CASTILLA LA MANCHA,2021-02-02,31.94
CASTILLA LA MANCHA,2021-02-03,30.09
CASTILLA LA MANCHA,2021-02-04,28.65
CASTILLA LA MANCHA,2021-02-05,26.29
CASTILLA LA MANCHA,2021-02-06,26.39
CASTILLA LA MANCHA,2021-02-07,26.44
CASTILLA LA MANCHA,2021-02-08,24.86
CASTILLA LA MANCHA,2021-02-09,23.59
CASTILLA LA MANCHA,2021-02-10,21.39
CASTILLA LA MANCHA,2021-02-11,19.7
CASTILLA LA MANCHA,2021-02-12,17.56
CASTILLA LA MANCHA,2021-02-13,17.57
CASTILLA LA MANCHA,2021-02-14,17.09
CASTILLA LA MANCHA,2021-02-15,15.38
CASTILLA LA MANCHA,2021-02-16,14.08
CASTILLA LA MANCHA,2021-02-17,13.09
CASTILLA LA MANCHA,2021-02-18,11.81
CASTILLA LA MANCHA,2021-02-19,10.46
CASTILLA LA MANCHA,2021-02-20,10.48
CASTILLA LA MANCHA,2021-02-21,10.27
CASTILLA LA MANCHA,2021-02-22,9.87
CASTILLA LA MANCHA,2021-02-23,8.99
CASTILLA LA MANCHA,2021-02-24,8.36
CASTILLA LA MANCHA,2021-02-25,7.92
CASTILLA LA MANCHA,2021-02-26,7.24
CASTILLA LA MANCHA,2021-02-27,7.11
CASTILLA LA MANCHA,2021-02-28,7.03
CASTILLA LA MANCHA,2021-03-01,6.77
CASTILLA LA MANCHA,2021-03-02,6.94
CASTILLA LA MANCHA,2021-03-03,6.11
CASTILLA LA MANCHA,2021-03-04,5.81
CASTILLA LA MANCHA,2021-03-05,5.49
CASTILLA LA MANCHA,2021-03-06,5.45
CASTILLA LA MANCHA,2021-03-07,5.61
CASTILLA LA MANCHA,2021-03-08,5.52
CASTILLA LA MANCHA,2021-03-09,5.16
CASTILLA LA MANCHA,2021-03-10,4.88
CASTILLA LA MANCHA,2021-03-11,4.74
CASTILLA LA MANCHA,2021-03-12,4.36
CASTILLA LA MANCHA,2021-03-13,4.35
CASTILLA LA MANCHA,2021-03-14,4.44
CASTILLA LA MANCHA,2021-03-15,4.16
CASTILLA LA MANCHA,2021-03-16,3.62
CASTILLA LA MANCHA,2021-03-17,3.42
CASTILLA LA MANCHA,2021-03-18,3.5
CASTILLA LA MANCHA,2021-03-19,3.24
CASTILLA LA MANCHA,2021-03-20,3.32
CASTILLA LA MANCHA,2021-03-21,3.46
CASTILLA LA MANCHA,2021-03-22,3.34
CASTILLA LA MANCHA,2021-03-23,3.5
CASTILLA LA MANCHA,2021-03-24,3.78
CASTILLA LA MANCHA,2021-03-25,3.8
CASTILLA LA MANCHA,2021-03-26,3.9
CASTILLA LA MANCHA,2021-03-27,3.82
CASTILLA LA MANCHA,2021-03-28,4.23
CASTILLA LA MANCHA,2021-03-29,4.47
CASTILLA LA MANCHA,2021-03-30,4.92
CASTILLA LA MANCHA,2021-03-31,5.05
CASTILLA LA MANCHA,2021-04-01,5.15
CASTILLA LA MANCHA,2021-04-02,5.75
CASTILLA LA MANCHA,2021-04-03,6.27
CASTILLA LA MANCHA,2021-04-04,6.65
CASTILLA LA MANCHA,2021-04-05,6.65
CASTILLA LA MANCHA,2021-04-06,6.66
CASTILLA LA MANCHA,2021-04-07,7.1
CASTILLA LA MANCHA,2021-04-08,7.07
CASTILLA LA MANCHA,2021-04-09,7.0
CASTILLA LA MANCHA,2021-04-10,6.88
CASTILLA LA MANCHA,2021-04-11,7.38
CASTILLA LA MANCHA,2021-04-12,7.5
CASTILLA LA MANCHA,2021-04-13,7.21
CASTILLA LA MANCHA,2021-04-14,7.54
CASTILLA LA MANCHA,2021-04-15,7.59
CASTILLA LA MANCHA,2021-04-16,7.61
CASTILLA LA MANCHA,2021-04-17,7.69
CASTILLA LA MANCHA,2021-04-18,8.97
CASTILLA LA MANCHA,2021-04-19,8.92
CASTILLA LA MANCHA,2021-04-20,8.67
CASTILLA LA MANCHA,2021-04-21,8.78
CASTILLA LA MANCHA,2021-04-22,8.53
CASTILLA LA MANCHA,2021-04-23,8.45
CASTILLA LA MANCHA,2021-04-24,8.57
CASTILLA LA MANCHA,2021-04-25,9.01
CASTILLA LA MANCHA,2021-04-26,9.0
CASTILLA LA MANCHA,2021-04-27,9.22
CASTILLA LA MANCHA,2021-04-28,9.02
CASTILLA LA MANCHA,2021-04-29,8.81
CASTILLA LA MANCHA,2021-04-30,8.14
CASTILLA LA MANCHA,2021-05-01,8.26
CASTILLA LA MANCHA,2021-05-02,9.42
CASTILLA LA MANCHA,2021-05-03,9.16
CASTILLA LA MANCHA,2021-05-04,8.96
CASTILLA LA MANCHA,2021-05-05,8.86
CASTILLA LA MANCHA,2021-05-06,8.86
CASTILLA LA MANCHA,2021-05-07,8.31
CASTILLA LA MANCHA,2021-05-08,8.17
CASTILLA LA MANCHA,2021-05-09,8.54
CASTILLA Y LEÓN,2020-08-19,3.76
CASTILLA Y LEÓN,2020-08-20,3.83
CASTILLA Y LEÓN,2020-08-21,4.0
CASTILLA Y LEÓN,2020-08-22,4.0
CASTILLA Y LEÓN,2020-08-23,4.56
CASTILLA Y LEÓN,2020-08-24,5.1
CASTILLA Y LEÓN,2020-08-25,5.25
CASTILLA Y LEÓN,2020-08-26,5.48
CASTILLA Y LEÓN,2020-08-27,5.75
CASTILLA Y LEÓN,2020-08-28,5.8
CASTILLA Y LEÓN,2020-08-29,5.8
CASTILLA Y LEÓN,2020-08-30,6.3
CASTILLA Y LEÓN,2020-08-31,6.4
CASTILLA Y LEÓN,2020-09-01,6.39
CASTILLA Y LEÓN,2020-09-02,6.1
CASTILLA Y LEÓN,2020-09-03,6.02
CASTILLA Y LEÓN,2020-09-04,6.32
CASTILLA Y LEÓN,2020-09-05,6.32
CASTILLA Y LEÓN,2020-09-06,7.27
CASTILLA Y LEÓN,2020-09-07,7.33
CASTILLA Y LEÓN,2020-09-08,7.17
CASTILLA Y LEÓN,2020-09-09,6.79
CASTILLA Y LEÓN,2020-09-10,6.97
CASTILLA Y LEÓN,2020-09-11,7.34
CASTILLA Y LEÓN,2020-09-12,7.43
CASTILLA Y LEÓN,2020-09-13,8.59
CASTILLA Y LEÓN,2020-09-14,8.98
CASTILLA Y LEÓN,2020-09-15,8.66
CASTILLA Y LEÓN,2020-09-16,8.97
CASTILLA Y LEÓN,2020-09-17,9.45
CASTILLA Y LEÓN,2020-09-18,9.23
CASTILLA Y LEÓN,2020-09-19,9.27
CASTILLA Y LEÓN,2020-09-20,10.55
CASTILLA Y LEÓN,2020-09-21,10.96
CASTILLA Y LEÓN,2020-09-22,10.71
CASTILLA Y LEÓN,2020-09-23,11.0
CASTILLA Y LEÓN,2020-09-24,11.48
CASTILLA Y LEÓN,2020-09-25,11.35
CASTILLA Y LEÓN,2020-09-26,11.62
CASTILLA Y LEÓN,2020-09-27,12.97
CASTILLA Y LEÓN,2020-09-28,12.82
CASTILLA Y LEÓN,2020-09-29,12.79
CASTILLA Y LEÓN,2020-09-30,12.79
CASTILLA Y LEÓN,2020-10-01,12.38
CASTILLA Y LEÓN,2020-10-02,11.97
CASTILLA Y LEÓN,2020-10-03,12.35
CASTILLA Y LEÓN,2020-10-04,13.43
CASTILLA Y LEÓN,2020-10-05,12.91
CASTILLA Y LEÓN,2020-10-06,12.85
CASTILLA Y LEÓN,2020-10-07,13.52
CASTILLA Y LEÓN,2020-10-08,13.71
CASTILLA Y LEÓN,2020-10-09,13.4
CASTILLA Y LEÓN,2020-10-10,13.45
CASTILLA Y LEÓN,2020-10-11,13.97
CASTILLA Y LEÓN,2020-10-12,15.54
CASTILLA Y LEÓN,2020-10-13,15.55
CASTILLA Y LEÓN,2020-10-14,15.06
CASTILLA Y LEÓN,2020-10-15,15.13
CASTILLA Y LEÓN,2020-10-16,14.28
CASTILLA Y LEÓN,2020-10-17,14.11
CASTILLA Y LEÓN,2020-10-18,17.7
CASTILLA Y LEÓN,2020-10-19,18.21
CASTILLA Y LEÓN,2020-10-20,18.5
CASTILLA Y LEÓN,2020-10-21,19.26
CASTILLA Y LEÓN,2020-10-22,20.02
CASTILLA Y LEÓN,2020-10-23,19.51
