CCAA,Fecha,PORCENTAJE_COVID
ANDALUCÍA,2020-10-01,7.06
ANDALUCÍA,2020-10-02,9.5
ANDALUCÍA,2020-10-03,6.85
ANDALUCÍA,2020-10-04,7.48
ANDALUCÍA,2020-10-05,7.44
ANDALUCÍA,2020-10-06,7.2
ANDALUCÍA,2020-10-07,7.05
ANDALUCÍA,2020-10-08,7.2
ANDALUCÍA,2020-10-09,7.19
ANDALUCÍA,2020-10-10,7.41
ANDALUCÍA,2020-10-11,7.75
ANDALUCÍA,2020-10-12,8.49
ANDALUCÍA,2020-10-13,8.52
ANDALUCÍA,2020-10-14,8.76
ANDALUCÍA,2020-10-15,9.06
ANDALUCÍA,2020-10-16,8.86
ANDALUCÍA,2020-10-17,8.88
ANDALUCÍA,2020-10-18,10.0
ANDALUCÍA,2020-10-19,10.48
ANDALUCÍA,2020-10-20,10.98
ANDALUCÍA,2020-10-21,11.43
ANDALUCÍA,2020-10-22,12.15
ANDALUCÍA,2020-10-23,12.19
ANDALUCÍA,2020-10-24,12.81
ANDALUCÍA,2020-10-25,13.83
ANDALUCÍA,2020-10-26,14.23
ANDALUCÍA,2020-10-27,14.61
ANDALUCÍA,2020-10-28,15.27
ANDALUCÍA,2020-10-29,15.45
ANDALUCÍA,2020-10-30,15.88
ANDALUCÍA,2020-10-31,16.13
ANDALUCÍA,2020-11-01,16.82
ANDALUCÍA,2020-11-02,19.03
ANDALUCÍA,2020-11-03,19.24
ANDALUCÍA,2020-11-04,19.52
ANDALUCÍA,2020-11-05,19.5
ANDALUCÍA,2020-11-06,18.87
ANDALUCÍA,2020-11-07,19.5
ANDALUCÍA,2020-11-08,21.0
ANDALUCÍA,2020-11-09,20.95
ANDALUCÍA,2020-11-10,20.67
ANDALUCÍA,2020-11-11,20.39
ANDALUCÍA,2020-11-12,19.97
ANDALUCÍA,2020-11-13,19.19
ANDALUCÍA,2020-11-14,19.35
ANDALUCÍA,2020-11-15,20.09
ANDALUCÍA,2020-11-16,19.69
ANDALUCÍA,2020-11-17,18.65
ANDALUCÍA,2020-11-18,18.31
ANDALUCÍA,2020-11-19,17.48
ANDALUCÍA,2020-11-20,16.22
ANDALUCÍA,2020-11-21,16.43
ANDALUCÍA,2020-11-22,16.54
ANDALUCÍA,2020-11-23,16.1
ANDALUCÍA,2020-11-24,15.35
ANDALUCÍA,2020-11-25,14.38
ANDALUCÍA,2020-11-26,13.56
ANDALUCÍA,2020-11-27,12.52
ANDALUCÍA,2020-11-28,12.51
ANDALUCÍA,2020-11-29,12.58
ANDALUCÍA,2020-11-30,11.95
ANDALUCÍA,2020-12-01,11.6
ANDALUCÍA,2020-12-02,10.97
ANDALUCÍA,2020-12-03,10.32
ANDALUCÍA,2020-12-04,9.3
ANDALUCÍA,2020-12-05,9.26
ANDALUCÍA,2020-12-06,9.38
ANDALUCÍA,2020-12-07,9.48
ANDALUCÍA,2020-12-08,9.35
ANDALUCÍA,2020-12-09,9.1
ANDALUCÍA,2020-12-10,8.64
ANDALUCÍA,2020-12-11,8.13
ANDALUCÍA,2020-12-12,8.1
ANDALUCÍA,2020-12-13,8.33
ANDALUCÍA,2020-12-14,8.1
ANDALUCÍA,2020-12-15,7.81
ANDALUCÍA,2020-12-16,7.58
ANDALUCÍA,2020-12-17,7.33
ANDALUCÍA,2020-12-18,6.9
ANDALUCÍA,2020-12-19,6.95
ANDALUCÍA,2020-12-20,7.13
ANDALUCÍA,2020-12-21,6.91
ANDALUCÍA,2020-12-22,6.66
ANDALUCÍA,2020-12-23,5.96
ANDALUCÍA,2020-12-24,5.97
ANDALUCÍA,2020-12-25,6.15
ANDALUCÍA,2020-12-26,6.3
ANDALUCÍA,2020-12-27,6.61
ANDALUCÍA,2020-12-28,6.3
ANDALUCÍA,2020-12-29,5.84
ANDALUCÍA,2020-12-30,5.57
ANDALUCÍA,2020-12-31,5.44
ANDALUCÍA,2021-01-01,5.72
ANDALUCÍA,2021-01-02,5.81
ANDALUCÍA,2021-01-03,6.46
ANDALUCÍA,2021-01-04,6.74
ANDALUCÍA,2021-01-05,6.82
ANDALUCÍA,2021-01-06,7.26
ANDALUCÍA,2021-01-07,7.63
ANDALUCÍA,2021-01-08,7.89
ANDALUCÍA,2021-01-09,8.18
ANDALUCÍA,2021-01-10,9.25
ANDALUCÍA,2021-01-11,9.99
ANDALUCÍA,2021-01-12,10.45
ANDALUCÍA,2021-01-13,11.38
ANDALUCÍA,2021-01-14,12.35
ANDALUCÍA,2021-01-15,13.09
ANDALUCÍA,2021-01-16,13.38
ANDALUCÍA,2021-01-17,15.68
ANDALUCÍA,2021-01-18,16.79
ANDALUCÍA,2021-01-19,17.64
ANDALUCÍA,2021-01-20,19.12
ANDALUCÍA,2021-01-21,20.01
ANDALUCÍA,2021-01-22,21.03
ANDALUCÍA,2021-01-23,21.48
ANDALUCÍA,2021-01-24,23.41
ANDALUCÍA,2021-01-25,23.74
ANDALUCÍA,2021-01-26,25.0
ANDALUCÍA,2021-01-27,25.55
ANDALUCÍA,2021-01-28,25.75
ANDALUCÍA,2021-01-29,25.82
ANDALUCÍA,2021-01-30,26.1
ANDALUCÍA,2021-01-31,28.01
ANDALUCÍA,2021-02-01,27.37
ANDALUCÍA,2021-02-02,27.16
ANDALUCÍA,2021-02-03,26.32
ANDALUCÍA,2021-02-04,25.76
ANDALUCÍA,2021-02-05,24.29
ANDALUCÍA,2021-02-06,24.29
ANDALUCÍA,2021-02-07,25.05
ANDALUCÍA,2021-02-08,23.96
ANDALUCÍA,2021-02-09,22.64
ANDALUCÍA,2021-02-10,21.46
ANDALUCÍA,2021-02-11,20.49
ANDALUCÍA,2021-02-12,18.96
ANDALUCÍA,2021-02-13,18.9
ANDALUCÍA,2021-02-14,18.94
ANDALUCÍA,2021-02-15,17.8
ANDALUCÍA,2021-02-16,16.5
ANDALUCÍA,2021-02-17,15.71
ANDALUCÍA,2021-02-18,14.45
ANDALUCÍA,2021-02-19,13.32
ANDALUCÍA,2021-02-20,13.3
ANDALUCÍA,2021-02-21,13.29
ANDALUCÍA,2021-02-22,12.49
ANDALUCÍA,2021-02-23,11.79
ANDALUCÍA,2021-02-24,11.15
ANDALUCÍA,2021-02-25,10.64
ANDALUCÍA,2021-02-26,9.86
ANDALUCÍA,2021-02-27,9.85
ANDALUCÍA,2021-02-28,9.96
ANDALUCÍA,2021-03-01,9.81
ANDALUCÍA,2021-03-02,9.29
ANDALUCÍA,2021-03-03,8.61
ANDALUCÍA,2021-03-04,8.33
ANDALUCÍA,2021-03-05,7.69
ANDALUCÍA,2021-03-06,7.64
ANDALUCÍA,2021-03-07,7.79
ANDALUCÍA,2021-03-08,7.59
ANDALUCÍA,2021-03-09,7.32
ANDALUCÍA,2021-03-10,6.78
ANDALUCÍA,2021-03-11,6.66
ANDALUCÍA,2021-03-12,6.39
ANDALUCÍA,2021-03-13,6.42
ANDALUCÍA,2021-03-14,6.71
ANDALUCÍA,2021-03-15,6.44
ANDALUCÍA,2021-03-16,6.31
ANDALUCÍA,2021-03-17,6.04
ANDALUCÍA,2021-03-18,5.88
ANDALUCÍA,2021-03-19,5.81
ANDALUCÍA,2021-03-20,5.84
ANDALUCÍA,2021-03-21,6.16
ANDALUCÍA,2021-03-22,6.06
ANDALUCÍA,2021-03-23,5.87
ANDALUCÍA,2021-03-24,5.8
ANDALUCÍA,2021-03-25,5.58
ANDALUCÍA,2021-03-26,5.56
ANDALUCÍA,2021-03-27,5.55
ANDALUCÍA,2021-03-28,5.86
ANDALUCÍA,2021-03-29,5.87
ANDALUCÍA,2021-03-30,5.86
ANDALUCÍA,2021-03-31,5.92
ANDALUCÍA,2021-04-01,5.94
ANDALUCÍA,2021-04-02,6.41
ANDALUCÍA,2021-04-03,6.35
ANDALUCÍA,2021-04-04,7.38
ANDALUCÍA,2021-04-05,7.55
ANDALUCÍA,2021-04-06,7.54
ANDALUCÍA,2021-04-07,7.71
ANDALUCÍA,2021-04-08,7.61
ANDALUCÍA,2021-04-09,7.45
ANDALUCÍA,2021-04-10,7.55
ANDALUCÍA,2021-04-11,8.25
ANDALUCÍA,2021-04-12,8.25
ANDALUCÍA,2021-04-13,8.24
ANDALUCÍA,2021-04-14,8.16
ANDALUCÍA,2021-04-15,8.25
ANDALUCÍA,2021-04-16,8.09
ANDALUCÍA,2021-04-17,8.24
ANDALUCÍA,2021-04-18,8.89
ANDALUCÍA,2021-04-19,8.84
ANDALUCÍA,2021-04-20,8.6
ANDALUCÍA,2021-04-21,8.28
ANDALUCÍA,2021-04-22,8.43
ANDALUCÍA,2021-04-23,7.98
ANDALUCÍA,2021-04-24,8.04
ANDALUCÍA,2021-04-25,8.45
ANDALUCÍA,2021-04-26,8.33
ANDALUCÍA,2021-04-27,8.11
ANDALUCÍA,2021-04-28,8.0
ANDALUCÍA,2021-04-29,7.71
ANDALUCÍA,2021-04-30,7.3
ANDALUCÍA,2021-05-01,7.31
ANDALUCÍA,2021-05-02,7.61
ANDALUCÍA,2021-05-03,7.34
ANDALUCÍA,2021-05-04,7.09
ANDALUCÍA,2021-05-05,6.85
ANDALUCÍA,2021-05-06,6.7
ANDALUCÍA,2021-05-07,6.5
ANDALUCÍA,2021-05-08,6.53
ANDALUCÍA,2021-05-09,6.91
ARAGÓN,2020-08-19,13.28
ARAGÓN,2020-08-20,13.44
ARAGÓN,2020-08-21,9.18
ARAGÓN,2020-08-22,9.1
ARAGÓN,2020-08-23,13.33
ARAGÓN,2020-08-24,13.0
ARAGÓN,2020-08-25,12.98
ARAGÓN,2020-08-26,12.78
ARAGÓN,2020-08-27,12.67
ARAGÓN,2020-08-28,12.21
ARAGÓN,2020-08-29,12.26
ARAGÓN,2020-08-30,12.96
ARAGÓN,2020-08-31,12.65
ARAGÓN,2020-09-01,12.19
ARAGÓN,2020-09-02,11.81
ARAGÓN,2020-09-03,11.5
ARAGÓN,2020-09-04,10.85
ARAGÓN,2020-09-05,10.95
ARAGÓN,2020-09-06,11.93
ARAGÓN,2020-09-07,11.74
ARAGÓN,2020-09-08,12.09
ARAGÓN,2020-09-09,11.69
ARAGÓN,2020-09-10,11.37
ARAGÓN,2020-09-11,11.11
ARAGÓN,2020-09-12,11.22
ARAGÓN,2020-09-13,11.8
ARAGÓN,2020-09-14,12.09
ARAGÓN,2020-09-15,11.69
ARAGÓN,2020-09-16,11.55
ARAGÓN,2020-09-17,11.57
ARAGÓN,2020-09-18,11.22
ARAGÓN,2020-09-19,11.36
ARAGÓN,2020-09-20,11.97
ARAGÓN,2020-09-21,12.48
ARAGÓN,2020-09-22,12.7
ARAGÓN,2020-09-23,11.69
ARAGÓN,2020-09-24,11.36
ARAGÓN,2020-09-25,10.96
ARAGÓN,2020-09-26,11.14
ARAGÓN,2020-09-27,11.9
ARAGÓN,2020-09-28,11.38
ARAGÓN,2020-09-29,10.36
ARAGÓN,2020-09-30,10.54
ARAGÓN,2020-10-01,10.26
ARAGÓN,2020-10-02,9.94
ARAGÓN,2020-10-03,9.99
ARAGÓN,2020-10-04,10.95
ARAGÓN,2020-10-05,10.04
ARAGÓN,2020-10-06,10.17
ARAGÓN,2020-10-07,10.42
ARAGÓN,2020-10-08,10.25
ARAGÓN,2020-10-09,9.85
ARAGÓN,2020-10-10,9.81
ARAGÓN,2020-10-11,10.12
ARAGÓN,2020-10-12,10.95
ARAGÓN,2020-10-13,11.85
ARAGÓN,2020-10-14,12.11
ARAGÓN,2020-10-15,12.61
ARAGÓN,2020-10-16,12.6
ARAGÓN,2020-10-17,12.53
ARAGÓN,2020-10-18,13.9
ARAGÓN,2020-10-19,9.08
ARAGÓN,2020-10-20,14.14
ARAGÓN,2020-10-21,14.91
ARAGÓN,2020-10-22,15.22
ARAGÓN,2020-10-23,15.17
ARAGÓN,2020-10-24,15.29
ARAGÓN,2020-10-25,17.78
ARAGÓN,2020-10-26,18.99
ARAGÓN,2020-10-27,19.68
ARAGÓN,2020-10-28,20.22
ARAGÓN,2020-10-29,21.21
ARAGÓN,2020-10-30,21.18
ARAGÓN,2020-10-31,22.43
ARAGÓN,2020-11-01,22.12
ARAGÓN,2020-11-02,24.37
ARAGÓN,2020-11-03,24.82
ARAGÓN,2020-11-04,24.81
ARAGÓN,2020-11-05,23.81
ARAGÓN,2020-11-06,22.39
ARAGÓN,2020-11-07,22.46
ARAGÓN,2020-11-08,24.44
ARAGÓN,2020-11-09,24.21
ARAGÓN,2020-11-10,23.63
ARAGÓN,2020-11-11,23.88
ARAGÓN,2020-11-12,22.9
ARAGÓN,2020-11-13,21.63
ARAGÓN,2020-11-14,21.53
ARAGÓN,2020-11-15,22.25
ARAGÓN,2020-11-16,21.36
ARAGÓN,2020-11-17,20.42
ARAGÓN,2020-11-18,18.87
ARAGÓN,2020-11-19,17.83
ARAGÓN,2020-11-20,16.07
ARAGÓN,2020-11-21,16.19
ARAGÓN,2020-11-22,16.94
ARAGÓN,2020-11-23,16.24
ARAGÓN,2020-11-24,14.95
ARAGÓN,2020-11-25,14.05
ARAGÓN,2020-11-26,13.75
ARAGÓN,2020-11-27,13.31
ARAGÓN,2020-11-28,13.38
ARAGÓN,2020-11-29,14.02
ARAGÓN,2020-11-30,13.68
ARAGÓN,2020-12-01,13.18
ARAGÓN,2020-12-02,13.01
ARAGÓN,2020-12-03,12.6
ARAGÓN,2020-12-04,11.39
ARAGÓN,2020-12-05,11.32
ARAGÓN,2020-12-06,11.37
ARAGÓN,2020-12-07,11.29
ARAGÓN,2020-12-08,11.92
ARAGÓN,2020-12-09,11.64
ARAGÓN,2020-12-10,11.09
ARAGÓN,2020-12-11,9.95
ARAGÓN,2020-12-12,9.99
ARAGÓN,2020-12-13,10.08
ARAGÓN,2020-12-14,10.19
ARAGÓN,2020-12-15,9.98
ARAGÓN,2020-12-16,9.25
ARAGÓN,2020-12-17,9.27
ARAGÓN,2020-12-18,8.95
ARAGÓN,2020-12-19,8.85
ARAGÓN,2020-12-20,9.36
ARAGÓN,2020-12-21,8.84
ARAGÓN,2020-12-22,8.6
ARAGÓN,2020-12-23,7.7
ARAGÓN,2020-12-24,7.67
ARAGÓN,2020-12-25,7.85
ARAGÓN,2020-12-26,7.87
ARAGÓN,2020-12-27,8.43
ARAGÓN,2020-12-28,8.49
ARAGÓN,2020-12-29,8.07
ARAGÓN,2020-12-30,7.51
ARAGÓN,2020-12-31,7.51
ARAGÓN,2021-01-01,8.27
ARAGÓN,2021-01-02,8.22
ARAGÓN,2021-01-03,9.33
ARAGÓN,2021-01-04,10.63
ARAGÓN,2021-01-05,9.64
ARAGÓN,2021-01-06,6.58
ARAGÓN,2021-01-07,10.6
ARAGÓN,2021-01-08,9.97
ARAGÓN,2021-01-09,10.04
ARAGÓN,2021-01-10,11.15
ARAGÓN,2021-01-11,11.35
ARAGÓN,2021-01-12,11.13
ARAGÓN,2021-01-13,11.85
ARAGÓN,2021-01-14,12.33
ARAGÓN,2021-01-15,12.63
ARAGÓN,2021-01-16,13.03
ARAGÓN,2021-01-17,14.1
ARAGÓN,2021-01-18,14.96
ARAGÓN,2021-01-19,15.23
ARAGÓN,2021-01-20,15.31
ARAGÓN,2021-01-21,16.1
ARAGÓN,2021-01-22,16.67
ARAGÓN,2021-01-23,16.74
ARAGÓN,2021-01-24,18.66
ARAGÓN,2021-01-25,18.37
ARAGÓN,2021-01-26,18.23
ARAGÓN,2021-01-27,17.79
ARAGÓN,2021-01-28,17.47
ARAGÓN,2021-01-29,17.92
ARAGÓN,2021-01-30,18.06
ARAGÓN,2021-01-31,18.34
ARAGÓN,2021-02-01,18.79
ARAGÓN,2021-02-02,18.05
ARAGÓN,2021-02-03,17.72
ARAGÓN,2021-02-04,17.51
ARAGÓN,2021-02-05,16.52
ARAGÓN,2021-02-06,16.95
ARAGÓN,2021-02-07,18.06
ARAGÓN,2021-02-08,17.3
ARAGÓN,2021-02-09,17.59
ARAGÓN,2021-02-10,16.75
ARAGÓN,2021-02-11,16.26
ARAGÓN,2021-02-12,15.48
ARAGÓN,2021-02-13,15.48
ARAGÓN,2021-02-14,15.94
ARAGÓN,2021-02-15,14.83
ARAGÓN,2021-02-16,13.55
ARAGÓN,2021-02-17,12.61
ARAGÓN,2021-02-18,11.97
ARAGÓN,2021-02-19,10.87
ARAGÓN,2021-02-20,10.92
ARAGÓN,2021-02-21,11.3
ARAGÓN,2021-02-22,10.81
ARAGÓN,2021-02-23,10.05
ARAGÓN,2021-02-24,9.56
ARAGÓN,2021-02-25,9.06
ARAGÓN,2021-02-26,8.46
ARAGÓN,2021-02-27,8.48
ARAGÓN,2021-02-28,8.83
ARAGÓN,2021-03-01,8.7
ARAGÓN,2021-03-02,8.05
ARAGÓN,2021-03-03,7.7
ARAGÓN,2021-03-04,7.45
ARAGÓN,2021-03-05,7.72
ARAGÓN,2021-03-06,7.72
ARAGÓN,2021-03-07,7.84
ARAGÓN,2021-03-08,7.4
ARAGÓN,2021-03-09,7.16
ARAGÓN,2021-03-10,6.81
ARAGÓN,2021-03-11,6.8
ARAGÓN,2021-03-12,6.26
ARAGÓN,2021-03-13,6.26
ARAGÓN,2021-03-14,6.74
ARAGÓN,2021-03-15,6.63
ARAGÓN,2021-03-16,6.08
ARAGÓN,2021-03-17,5.99
ARAGÓN,2021-03-18,6.08
ARAGÓN,2021-03-19,5.8
ARAGÓN,2021-03-20,5.8
ARAGÓN,2021-03-21,6.06
ARAGÓN,2021-03-22,6.43
ARAGÓN,2021-03-23,6.57
ARAGÓN,2021-03-24,6.41
ARAGÓN,2021-03-25,6.47
ARAGÓN,2021-03-26,5.84
ARAGÓN,2021-03-27,5.84
ARAGÓN,2021-03-28,6.33
ARAGÓN,2021-03-29,6.42
ARAGÓN,2021-03-30,6.76
ARAGÓN,2021-03-31,6.85
ARAGÓN,2021-04-01,7.0
ARAGÓN,2021-04-02,7.04
ARAGÓN,2021-04-03,7.04
ARAGÓN,2021-04-04,7.79
ARAGÓN,2021-04-05,7.35
ARAGÓN,2021-04-06,7.11
ARAGÓN,2021-04-07,7.31
ARAGÓN,2021-04-08,7.12
ARAGÓN,2021-04-09,6.73
ARAGÓN,2021-04-10,6.73
ARAGÓN,2021-04-11,7.59
ARAGÓN,2021-04-12,7.93
ARAGÓN,2021-04-13,8.05
ARAGÓN,2021-04-14,8.39
ARAGÓN,2021-04-15,8.03
ARAGÓN,2021-04-16,8.16
ARAGÓN,2021-04-17,8.12
ARAGÓN,2021-04-18,9.37
ARAGÓN,2021-04-19,9.07
ARAGÓN,2021-04-20,8.78
ARAGÓN,2021-04-21,9.17
ARAGÓN,2021-04-22,8.81
ARAGÓN,2021-04-23,9.01
ARAGÓN,2021-04-24,8.99
ARAGÓN,2021-04-25,9.5
ARAGÓN,2021-04-26,9.31
ARAGÓN,2021-04-27,8.95
ARAGÓN,2021-04-28,8.69
ARAGÓN,2021-04-29,8.76
ARAGÓN,2021-04-30,8.54
ARAGÓN,2021-05-01,8.47
ARAGÓN,2021-05-02,9.24
ARAGÓN,2021-05-03,8.86
ARAGÓN,2021-05-04,8.73
ARAGÓN,2021-05-05,9.05
ARAGÓN,2021-05-06,8.99
ARAGÓN,2021-05-07,8.51
ARAGÓN,2021-05-08,8.51
ARAGÓN,2021-05-09,9.09
ASTURIAS,2020-08-19,0.67
ASTURIAS,2020-08-20,0.64
ASTURIAS,2020-08-21,0.49
ASTURIAS,2020-08-22,0.49
ASTURIAS,2020-08-23,0.49
ASTURIAS,2020-08-24,0.57
ASTURIAS,2020-08-25,0.7
ASTURIAS,2020-08-26,0.7
ASTURIAS,2020-08-27,0.64
ASTURIAS,2020-08-28,1.0
ASTURIAS,2020-08-29,1.0
ASTURIAS,2020-08-30,4.45
ASTURIAS,2020-08-31,1.13
ASTURIAS,2020-09-01,1.28
ASTURIAS,2020-09-02,1.52
ASTURIAS,2020-09-03,1.43
ASTURIAS,2020-09-04,1.22
ASTURIAS,2020-09-05,1.28
ASTURIAS,2020-09-06,1.55
ASTURIAS,2020-09-07,1.49
ASTURIAS,2020-09-08,1.67
ASTURIAS,2020-09-09,1.67
ASTURIAS,2020-09-10,1.95
ASTURIAS,2020-09-11,1.74
ASTURIAS,2020-09-12,1.74
ASTURIAS,2020-09-13,1.77
ASTURIAS,2020-09-14,1.8
ASTURIAS,2020-09-15,1.61
ASTURIAS,2020-09-16,1.61
ASTURIAS,2020-09-17,1.52
ASTURIAS,2020-09-18,1.1
ASTURIAS,2020-09-19,1.49
ASTURIAS,2020-09-20,1.61
ASTURIAS,2020-09-21,1.83
ASTURIAS,2020-09-22,1.89
ASTURIAS,2020-09-23,1.86
ASTURIAS,2020-09-24,2.04
ASTURIAS,2020-09-25,1.25
ASTURIAS,2020-09-26,1.25
ASTURIAS,2020-09-27,2.16
ASTURIAS,2020-09-28,2.28
ASTURIAS,2020-09-29,2.19
ASTURIAS,2020-09-30,1.99
ASTURIAS,2020-10-01,2.27
ASTURIAS,2020-10-02,2.63
ASTURIAS,2020-10-03,2.63
ASTURIAS,2020-10-04,3.2
ASTURIAS,2020-10-05,3.18
ASTURIAS,2020-10-06,3.48
ASTURIAS,2020-10-07,3.81
ASTURIAS,2020-10-08,4.08
ASTURIAS,2020-10-09,4.08
ASTURIAS,2020-10-10,4.23
ASTURIAS,2020-10-11,4.35
ASTURIAS,2020-10-12,5.51
ASTURIAS,2020-10-13,6.01
ASTURIAS,2020-10-14,6.48
ASTURIAS,2020-10-15,7.13
ASTURIAS,2020-10-16,7.12
ASTURIAS,2020-10-17,7.21
ASTURIAS,2020-10-18,8.41
ASTURIAS,2020-10-19,9.39
ASTURIAS,2020-10-20,9.6
ASTURIAS,2020-10-21,9.81
ASTURIAS,2020-10-22,10.47
ASTURIAS,2020-10-23,11.39
ASTURIAS,2020-10-24,11.36
ASTURIAS,2020-10-25,14.05
ASTURIAS,2020-10-26,14.11
ASTURIAS,2020-10-27,14.96
ASTURIAS,2020-10-28,15.65
ASTURIAS,2020-10-29,17.01
ASTURIAS,2020-10-30,17.71
ASTURIAS,2020-10-31,17.67
ASTURIAS,2020-11-01,17.67
ASTURIAS,2020-11-02,22.14
ASTURIAS,2020-11-03,23.63
ASTURIAS,2020-11-04,23.05
ASTURIAS,2020-11-05,23.27
ASTURIAS,2020-11-06,23.71
ASTURIAS,2020-11-07,23.83
ASTURIAS,2020-11-08,26.81
ASTURIAS,2020-11-09,27.14
ASTURIAS,2020-11-10,27.32
ASTURIAS,2020-11-11,27.98
ASTURIAS,2020-11-12,28.39
ASTURIAS,2020-11-13,27.77
ASTURIAS,2020-11-14,27.97
ASTURIAS,2020-11-15,30.21
ASTURIAS,2020-11-16,30.16
ASTURIAS,2020-11-17,29.87
ASTURIAS,2020-11-18,29.59
ASTURIAS,2020-11-19,28.56
ASTURIAS,2020-11-20,27.34
ASTURIAS,2020-11-21,27.05
ASTURIAS,2020-11-22,29.16
ASTURIAS,2020-11-23,28.44
ASTURIAS,2020-11-24,27.12
ASTURIAS,2020-11-25,25.18
ASTURIAS,2020-11-26,24.35
ASTURIAS,2020-11-27,23.12
ASTURIAS,2020-11-28,23.35
ASTURIAS,2020-11-29,24.62
ASTURIAS,2020-11-30,24.14
ASTURIAS,2020-12-01,23.88
ASTURIAS,2020-12-02,22.09
ASTURIAS,2020-12-03,22.14
ASTURIAS,2020-12-04,20.11
ASTURIAS,2020-12-05,20.28
ASTURIAS,2020-12-06,20.3
ASTURIAS,2020-12-07,20.05
ASTURIAS,2020-12-08,20.54
ASTURIAS,2020-12-09,19.77
ASTURIAS,2020-12-10,19.03
ASTURIAS,2020-12-11,16.92
ASTURIAS,2020-12-12,16.98
ASTURIAS,2020-12-13,16.93
ASTURIAS,2020-12-14,16.54
ASTURIAS,2020-12-15,14.21
ASTURIAS,2020-12-16,14.15
ASTURIAS,2020-12-17,12.92
ASTURIAS,2020-12-18,11.63
ASTURIAS,2020-12-19,11.8
ASTURIAS,2020-12-20,11.72
ASTURIAS,2020-12-21,11.13
ASTURIAS,2020-12-22,9.88
ASTURIAS,2020-12-23,8.7
ASTURIAS,2020-12-24,8.24
ASTURIAS,2020-12-25,8.23
ASTURIAS,2020-12-26,8.11
ASTURIAS,2020-12-27,8.45
ASTURIAS,2020-12-28,8.3
ASTURIAS,2020-12-29,7.78
ASTURIAS,2020-12-30,7.0
ASTURIAS,2020-12-31,6.94
ASTURIAS,2021-01-01,6.68
ASTURIAS,2021-01-02,6.8
ASTURIAS,2021-01-03,7.23
ASTURIAS,2021-01-04,7.02
ASTURIAS,2021-01-05,6.87
ASTURIAS,2021-01-06,7.3
ASTURIAS,2021-01-07,6.97
ASTURIAS,2021-01-08,6.6
ASTURIAS,2021-01-09,6.8
ASTURIAS,2021-01-10,7.76
ASTURIAS,2021-01-11,8.16
ASTURIAS,2021-01-12,8.5
ASTURIAS,2021-01-13,8.71
ASTURIAS,2021-01-14,8.54
ASTURIAS,2021-01-15,8.31
ASTURIAS,2021-01-16,8.31
ASTURIAS,2021-01-17,9.68
ASTURIAS,2021-01-18,10.51
ASTURIAS,2021-01-19,10.95
ASTURIAS,2021-01-20,11.56
ASTURIAS,2021-01-21,12.18
ASTURIAS,2021-01-22,12.49
ASTURIAS,2021-01-23,12.58
ASTURIAS,2021-01-24,13.91
ASTURIAS,2021-01-25,14.57
ASTURIAS,2021-01-26,15.98
ASTURIAS,2021-01-27,16.49
ASTURIAS,2021-01-28,16.38
ASTURIAS,2021-01-29,16.53
ASTURIAS,2021-01-30,17.24
ASTURIAS,2021-01-31,19.52
ASTURIAS,2021-02-01,19.46
ASTURIAS,2021-02-02,19.83
ASTURIAS,2021-02-03,19.41
ASTURIAS,2021-02-04,18.84
ASTURIAS,2021-02-05,18.87
ASTURIAS,2021-02-06,19.25
ASTURIAS,2021-02-07,20.81
ASTURIAS,2021-02-08,20.1
ASTURIAS,2021-02-09,19.75
ASTURIAS,2021-02-10,19.95
ASTURIAS,2021-02-11,18.61
ASTURIAS,2021-02-12,18.3
ASTURIAS,2021-02-13,18.36
ASTURIAS,2021-02-14,19.13
ASTURIAS,2021-02-15,17.89
ASTURIAS,2021-02-16,16.86
ASTURIAS,2021-02-17,16.4
ASTURIAS,2021-02-18,15.43
ASTURIAS,2021-02-19,14.27
ASTURIAS,2021-02-20,14.13
ASTURIAS,2021-02-21,14.64
ASTURIAS,2021-02-22,13.78
ASTURIAS,2021-02-23,13.24
ASTURIAS,2021-02-24,12.79
ASTURIAS,2021-02-25,11.9
ASTURIAS,2021-02-26,11.27
ASTURIAS,2021-02-27,11.23
ASTURIAS,2021-02-28,11.56
ASTURIAS,2021-03-01,10.98
ASTURIAS,2021-03-02,11.02
ASTURIAS,2021-03-03,10.76
ASTURIAS,2021-03-04,10.68
ASTURIAS,2021-03-05,9.97
ASTURIAS,2021-03-06,9.91
ASTURIAS,2021-03-07,10.99
ASTURIAS,2021-03-08,10.27
ASTURIAS,2021-03-09,9.61
ASTURIAS,2021-03-10,9.62
ASTURIAS,2021-03-11,9.35
ASTURIAS,2021-03-12,8.56
ASTURIAS,2021-03-13,8.36
ASTURIAS,2021-03-14,8.73
ASTURIAS,2021-03-15,8.83
ASTURIAS,2021-03-16,8.51
ASTURIAS,2021-03-17,8.71
ASTURIAS,2021-03-18,8.51
ASTURIAS,2021-03-19,8.05
ASTURIAS,2021-03-20,8.08
ASTURIAS,2021-03-21,8.85
ASTURIAS,2021-03-22,8.3
ASTURIAS,2021-03-23,7.72
ASTURIAS,2021-03-24,7.65
ASTURIAS,2021-03-25,7.6
ASTURIAS,2021-03-26,6.91
ASTURIAS,2021-03-27,6.94
ASTURIAS,2021-03-28,7.22
ASTURIAS,2021-03-29,7.37
ASTURIAS,2021-03-30,6.73
ASTURIAS,2021-03-31,6.55
ASTURIAS,2021-04-01,6.55
ASTURIAS,2021-04-02,6.78
