CCAA,Fecha,OCUPADAS_COVID19
ASTURIAS,2021-04-18,246
ASTURIAS,2021-04-19,243
ASTURIAS,2021-04-20,242
ASTURIAS,2021-04-21,233
ASTURIAS,2021-04-22,230
ASTURIAS,2021-04-23,221
ASTURIAS,2021-04-24,219
ASTURIAS,2021-04-25,240
ASTURIAS,2021-04-26,225
ASTURIAS,2021-04-27,217
ASTURIAS,2021-04-28,219
ASTURIAS,2021-04-29,214
ASTURIAS,2021-04-30,210
ASTURIAS,2021-05-01,203
ASTURIAS,2021-05-02,195
ASTURIAS,2021-05-03,203
ASTURIAS,2021-05-04,187
ASTURIAS,2021-05-05,183
ASTURIAS,2021-05-06,182
ASTURIAS,2021-05-07,168
ASTURIAS,2021-05-08,167
ASTURIAS,2021-05-09,169
CANTABRIA,2020-08-19,31
CANTABRIA,2020-08-20,35
CANTABRIA,2020-08-21,40
CANTABRIA,2020-08-22,40
CANTABRIA,2020-08-23,37
CANTABRIA,2020-08-24,40
CANTABRIA,2020-08-25,43
CANTABRIA,2020-08-26,41
CANTABRIA,2020-08-27,35
CANTABRIA,2020-08-28,35
CANTABRIA,2020-08-29,35
CANTABRIA,2020-08-30,39
CANTABRIA,2020-08-31,40
CANTABRIA,2020-09-01,52
CANTABRIA,2020-09-02,45
CANTABRIA,2020-09-03,40
CANTABRIA,2020-09-04,47
CANTABRIA,2020-09-05,47
CANTABRIA,2020-09-06,54
CANTABRIA,2020-09-07,51
CANTABRIA,2020-09-08,48
CANTABRIA,2020-09-09,59
CANTABRIA,2020-09-10,65
CANTABRIA,2020-09-11,60
CANTABRIA,2020-09-12,60
CANTABRIA,2020-09-13,79
CANTABRIA,2020-09-14,79
CANTABRIA,2020-09-15,76
CANTABRIA,2020-09-16,73
CANTABRIA,2020-09-17,72
CANTABRIA,2020-09-18,73
CANTABRIA,2020-09-19,73
CANTABRIA,2020-09-20,80
CANTABRIA,2020-09-21,76
CANTABRIA,2020-09-22,65
CANTABRIA,2020-09-23,57
CANTABRIA,2020-09-24,60
CANTABRIA,2020-09-25,52
CANTABRIA,2020-09-26,52
CANTABRIA,2020-09-27,66
CANTABRIA,2020-09-28,64
CANTABRIA,2020-09-29,63
CANTABRIA,2020-09-30,60
CANTABRIA,2020-10-01,61
CANTABRIA,2020-10-02,48
CANTABRIA,2020-10-03,48
CANTABRIA,2020-10-04,46
CANTABRIA,2020-10-05,53
CANTABRIA,2020-10-06,50
CANTABRIA,2020-10-07,44
CANTABRIA,2020-10-08,45
CANTABRIA,2020-10-09,37
CANTABRIA,2020-10-10,37
CANTABRIA,2020-10-11,37
CANTABRIA,2020-10-12,55
CANTABRIA,2020-10-13,50
CANTABRIA,2020-10-14,48
CANTABRIA,2020-10-15,46
CANTABRIA,2020-10-16,40
CANTABRIA,2020-10-17,40
CANTABRIA,2020-10-18,61
CANTABRIA,2020-10-19,65
CANTABRIA,2020-10-20,61
CANTABRIA,2020-10-21,63
CANTABRIA,2020-10-22,63
CANTABRIA,2020-10-23,72
CANTABRIA,2020-10-24,72
CANTABRIA,2020-10-25,83
CANTABRIA,2020-10-26,88
CANTABRIA,2020-10-27,102
CANTABRIA,2020-10-28,113
CANTABRIA,2020-10-29,111
CANTABRIA,2020-10-30,123
CANTABRIA,2020-10-31,123
CANTABRIA,2020-11-01,153
CANTABRIA,2020-11-02,166
CANTABRIA,2020-11-03,163
CANTABRIA,2020-11-04,160
CANTABRIA,2020-11-05,156
CANTABRIA,2020-11-06,168
CANTABRIA,2020-11-07,168
CANTABRIA,2020-11-08,171
CANTABRIA,2020-11-09,192
CANTABRIA,2020-11-10,201
CANTABRIA,2020-11-11,204
CANTABRIA,2020-11-12,202
CANTABRIA,2020-11-13,183
CANTABRIA,2020-11-14,183
CANTABRIA,2020-11-15,209
CANTABRIA,2020-11-16,201
CANTABRIA,2020-11-17,207
CANTABRIA,2020-11-18,201
CANTABRIA,2020-11-19,190
CANTABRIA,2020-11-20,181
CANTABRIA,2020-11-21,181
CANTABRIA,2020-11-22,189
CANTABRIA,2020-11-23,169
CANTABRIA,2020-11-24,180
CANTABRIA,2020-11-25,187
CANTABRIA,2020-11-26,172
CANTABRIA,2020-11-27,162
CANTABRIA,2020-11-28,162
CANTABRIA,2020-11-29,176
CANTABRIA,2020-11-30,172
CANTABRIA,2020-12-01,177
CANTABRIA,2020-12-02,183
CANTABRIA,2020-12-03,184
CANTABRIA,2020-12-04,174
CANTABRIA,2020-12-05,174
CANTABRIA,2020-12-06,173
CANTABRIA,2020-12-07,173
CANTABRIA,2020-12-08,162
CANTABRIA,2020-12-09,158
CANTABRIA,2020-12-10,158
CANTABRIA,2020-12-11,140
CANTABRIA,2020-12-12,140
CANTABRIA,2020-12-13,155
CANTABRIA,2020-12-14,144
CANTABRIA,2020-12-15,136
CANTABRIA,2020-12-16,131
CANTABRIA,2020-12-17,125
CANTABRIA,2020-12-18,115
CANTABRIA,2020-12-19,115
CANTABRIA,2020-12-20,122
CANTABRIA,2020-12-21,119
CANTABRIA,2020-12-22,108
CANTABRIA,2020-12-23,88
CANTABRIA,2020-12-24,88
CANTABRIA,2020-12-25,99
CANTABRIA,2020-12-26,99
CANTABRIA,2020-12-27,100
CANTABRIA,2020-12-28,95
CANTABRIA,2020-12-29,87
CANTABRIA,2020-12-30,94
CANTABRIA,2020-12-31,94
CANTABRIA,2021-01-01,109
CANTABRIA,2021-01-02,109
CANTABRIA,2021-01-03,116
CANTABRIA,2021-01-04,107
CANTABRIA,2021-01-05,107
CANTABRIA,2021-01-06,114
CANTABRIA,2021-01-07,121
CANTABRIA,2021-01-08,126
CANTABRIA,2021-01-09,126
CANTABRIA,2021-01-10,150
CANTABRIA,2021-01-11,155
CANTABRIA,2021-01-12,158
CANTABRIA,2021-01-13,169
CANTABRIA,2021-01-14,173
CANTABRIA,2021-01-15,137
CANTABRIA,2021-01-16,151
CANTABRIA,2021-01-17,204
CANTABRIA,2021-01-18,203
CANTABRIA,2021-01-19,194
CANTABRIA,2021-01-20,192
CANTABRIA,2021-01-21,207
CANTABRIA,2021-01-22,212
CANTABRIA,2021-01-23,212
CANTABRIA,2021-01-24,219
CANTABRIA,2021-01-25,221
CANTABRIA,2021-01-26,217
CANTABRIA,2021-01-27,211
CANTABRIA,2021-01-28,220
CANTABRIA,2021-01-29,213
CANTABRIA,2021-01-30,213
CANTABRIA,2021-01-31,224
CANTABRIA,2021-02-01,203
CANTABRIA,2021-02-02,183
CANTABRIA,2021-02-03,182
CANTABRIA,2021-02-04,176
CANTABRIA,2021-02-05,152
CANTABRIA,2021-02-06,152
CANTABRIA,2021-02-07,163
CANTABRIA,2021-02-08,156
CANTABRIA,2021-02-09,152
CANTABRIA,2021-02-10,150
CANTABRIA,2021-02-11,145
CANTABRIA,2021-02-12,141
CANTABRIA,2021-02-13,141
CANTABRIA,2021-02-14,150
CANTABRIA,2021-02-15,143
CANTABRIA,2021-02-16,138
CANTABRIA,2021-02-17,127
CANTABRIA,2021-02-18,133
CANTABRIA,2021-02-19,125
CANTABRIA,2021-02-20,125
CANTABRIA,2021-02-21,139
CANTABRIA,2021-02-22,140
CANTABRIA,2021-02-23,135
CANTABRIA,2021-02-24,128
CANTABRIA,2021-02-25,121
CANTABRIA,2021-02-26,109
CANTABRIA,2021-02-27,109
CANTABRIA,2021-02-28,121
CANTABRIA,2021-03-01,106
CANTABRIA,2021-03-02,101
CANTABRIA,2021-03-03,85
CANTABRIA,2021-03-04,80
CANTABRIA,2021-03-05,80
CANTABRIA,2021-03-06,80
CANTABRIA,2021-03-07,79
CANTABRIA,2021-03-08,79
CANTABRIA,2021-03-09,79
CANTABRIA,2021-03-10,79
CANTABRIA,2021-03-11,76
CANTABRIA,2021-03-12,65
CANTABRIA,2021-03-13,65
CANTABRIA,2021-03-14,78
CANTABRIA,2021-03-15,64
CANTABRIA,2021-03-16,58
CANTABRIA,2021-03-17,63
CANTABRIA,2021-03-18,65
CANTABRIA,2021-03-19,60
CANTABRIA,2021-03-20,60
CANTABRIA,2021-03-21,64
CANTABRIA,2021-03-22,62
CANTABRIA,2021-03-23,59
CANTABRIA,2021-03-24,58
CANTABRIA,2021-03-25,58
CANTABRIA,2021-03-26,59
CANTABRIA,2021-03-27,59
CANTABRIA,2021-03-28,73
CANTABRIA,2021-03-29,78
CANTABRIA,2021-03-30,80
CANTABRIA,2021-03-31,71
CANTABRIA,2021-04-01,71
CANTABRIA,2021-04-02,82
CANTABRIA,2021-04-03,82
CANTABRIA,2021-04-04,84
CANTABRIA,2021-04-05,78
CANTABRIA,2021-04-06,70
CANTABRIA,2021-04-07,71
CANTABRIA,2021-04-08,73
CANTABRIA,2021-04-09,72
CANTABRIA,2021-04-10,72
CANTABRIA,2021-04-11,90
CANTABRIA,2021-04-12,83
CANTABRIA,2021-04-13,81
CANTABRIA,2021-04-14,84
CANTABRIA,2021-04-15,87
CANTABRIA,2021-04-16,81
CANTABRIA,2021-04-17,81
CANTABRIA,2021-04-18,89
CANTABRIA,2021-04-19,93
CANTABRIA,2021-04-20,90
CANTABRIA,2021-04-21,88
CANTABRIA,2021-04-22,97
CANTABRIA,2021-04-23,89
CANTABRIA,2021-04-24,89
CANTABRIA,2021-04-25,105
CANTABRIA,2021-04-26,111
CANTABRIA,2021-04-27,107
CANTABRIA,2021-04-28,100
CANTABRIA,2021-04-29,97
CANTABRIA,2021-04-30,92
CANTABRIA,2021-05-01,92
CANTABRIA,2021-05-02,116
CANTABRIA,2021-05-03,121
CANTABRIA,2021-05-04,114
CANTABRIA,2021-05-05,105
CANTABRIA,2021-05-06,104
CANTABRIA,2021-05-07,104
CANTABRIA,2021-05-08,104
CANTABRIA,2021-05-09,116
CASTILLA LA MANCHA,2020-08-19,122
CASTILLA LA MANCHA,2020-08-20,130
CASTILLA LA MANCHA,2020-08-21,140
CASTILLA LA MANCHA,2020-08-22,140
CASTILLA LA MANCHA,2020-08-23,177
CASTILLA LA MANCHA,2020-08-24,187
CASTILLA LA MANCHA,2020-08-25,198
CASTILLA LA MANCHA,2020-08-26,202
CASTILLA LA MANCHA,2020-08-27,214
CASTILLA LA MANCHA,2020-08-28,247
CASTILLA LA MANCHA,2020-08-29,248
CASTILLA LA MANCHA,2020-08-30,282
CASTILLA LA MANCHA,2020-08-31,298
CASTILLA LA MANCHA,2020-09-01,303
CASTILLA LA MANCHA,2020-09-02,329
CASTILLA LA MANCHA,2020-09-03,362
CASTILLA LA MANCHA,2020-09-04,347
CASTILLA LA MANCHA,2020-09-05,349
CASTILLA LA MANCHA,2020-09-06,416
CASTILLA LA MANCHA,2020-09-07,412
CASTILLA LA MANCHA,2020-09-08,437
CASTILLA LA MANCHA,2020-09-09,456
CASTILLA LA MANCHA,2020-09-10,468
CASTILLA LA MANCHA,2020-09-11,462
CASTILLA LA MANCHA,2020-09-12,462
CASTILLA LA MANCHA,2020-09-13,543
CASTILLA LA MANCHA,2020-09-14,558
CASTILLA LA MANCHA,2020-09-15,573
CASTILLA LA MANCHA,2020-09-16,591
CASTILLA LA MANCHA,2020-09-17,586
CASTILLA LA MANCHA,2020-09-18,594
CASTILLA LA MANCHA,2020-09-19,591
CASTILLA LA MANCHA,2020-09-20,624
CASTILLA LA MANCHA,2020-09-21,642
CASTILLA LA MANCHA,2020-09-22,641
CASTILLA LA MANCHA,2020-09-23,646
CASTILLA LA MANCHA,2020-09-24,660
CASTILLA LA MANCHA,2020-09-25,584
CASTILLA LA MANCHA,2020-09-26,585
CASTILLA LA MANCHA,2020-09-27,671
CASTILLA LA MANCHA,2020-09-28,627
CASTILLA LA MANCHA,2020-09-29,629
CASTILLA LA MANCHA,2020-09-30,623
CASTILLA LA MANCHA,2020-10-01,600
CASTILLA LA MANCHA,2020-10-02,593
CASTILLA LA MANCHA,2020-10-03,593
CASTILLA LA MANCHA,2020-10-04,656
CASTILLA LA MANCHA,2020-10-05,629
CASTILLA LA MANCHA,2020-10-06,601
CASTILLA LA MANCHA,2020-10-07,575
CASTILLA LA MANCHA,2020-10-08,577
CASTILLA LA MANCHA,2020-10-09,549
CASTILLA LA MANCHA,2020-10-10,549
CASTILLA LA MANCHA,2020-10-11,566
CASTILLA LA MANCHA,2020-10-12,652
CASTILLA LA MANCHA,2020-10-13,640
CASTILLA LA MANCHA,2020-10-14,670
CASTILLA LA MANCHA,2020-10-15,652
CASTILLA LA MANCHA,2020-10-16,644
CASTILLA LA MANCHA,2020-10-17,644
CASTILLA LA MANCHA,2020-10-18,684
CASTILLA LA MANCHA,2020-10-19,689
CASTILLA LA MANCHA,2020-10-20,692
CASTILLA LA MANCHA,2020-10-21,723
CASTILLA LA MANCHA,2020-10-22,735
CASTILLA LA MANCHA,2020-10-23,704
CASTILLA LA MANCHA,2020-10-24,705
CASTILLA LA MANCHA,2020-10-25,796
CASTILLA LA MANCHA,2020-10-26,783
CASTILLA LA MANCHA,2020-10-27,817
CASTILLA LA MANCHA,2020-10-28,845
CASTILLA LA MANCHA,2020-10-29,881
CASTILLA LA MANCHA,2020-10-30,887
CASTILLA LA MANCHA,2020-10-31,936
CASTILLA LA MANCHA,2020-11-01,989
CASTILLA LA MANCHA,2020-11-02,937
CASTILLA LA MANCHA,2020-11-03,948
CASTILLA LA MANCHA,2020-11-04,941
CASTILLA LA MANCHA,2020-11-05,921
CASTILLA LA MANCHA,2020-11-06,901
CASTILLA LA MANCHA,2020-11-07,902
CASTILLA LA MANCHA,2020-11-08,941
CASTILLA LA MANCHA,2020-11-09,940
CASTILLA LA MANCHA,2020-11-10,920
CASTILLA LA MANCHA,2020-11-11,902
CASTILLA LA MANCHA,2020-11-12,899
CASTILLA LA MANCHA,2020-11-13,822
CASTILLA LA MANCHA,2020-11-14,830
CASTILLA LA MANCHA,2020-11-15,898
CASTILLA LA MANCHA,2020-11-16,871
CASTILLA LA MANCHA,2020-11-17,829
CASTILLA LA MANCHA,2020-11-18,761
CASTILLA LA MANCHA,2020-11-19,766
CASTILLA LA MANCHA,2020-11-20,675
CASTILLA LA MANCHA,2020-11-21,670
CASTILLA LA MANCHA,2020-11-22,685
CASTILLA LA MANCHA,2020-11-23,643
CASTILLA LA MANCHA,2020-11-24,642
CASTILLA LA MANCHA,2020-11-25,613
CASTILLA LA MANCHA,2020-11-26,600
CASTILLA LA MANCHA,2020-11-27,601
CASTILLA LA MANCHA,2020-11-28,613
CASTILLA LA MANCHA,2020-11-29,643
CASTILLA LA MANCHA,2020-11-30,622
CASTILLA LA MANCHA,2020-12-01,611
CASTILLA LA MANCHA,2020-12-02,612
CASTILLA LA MANCHA,2020-12-03,585
CASTILLA LA MANCHA,2020-12-04,544
CASTILLA LA MANCHA,2020-12-05,553
CASTILLA LA MANCHA,2020-12-06,569
CASTILLA LA MANCHA,2020-12-07,561
CASTILLA LA MANCHA,2020-12-08,552
CASTILLA LA MANCHA,2020-12-09,564
CASTILLA LA MANCHA,2020-12-10,564
CASTILLA LA MANCHA,2020-12-11,545
CASTILLA LA MANCHA,2020-12-12,573
CASTILLA LA MANCHA,2020-12-13,589
CASTILLA LA MANCHA,2020-12-14,569
CASTILLA LA MANCHA,2020-12-15,556
CASTILLA LA MANCHA,2020-12-16,540
CASTILLA LA MANCHA,2020-12-17,522
CASTILLA LA MANCHA,2020-12-18,494
CASTILLA LA MANCHA,2020-12-19,498
CASTILLA LA MANCHA,2020-12-20,560
CASTILLA LA MANCHA,2020-12-21,537
CASTILLA LA MANCHA,2020-12-22,527
CASTILLA LA MANCHA,2020-12-23,465
CASTILLA LA MANCHA,2020-12-24,480
CASTILLA LA MANCHA,2020-12-25,512
CASTILLA LA MANCHA,2020-12-26,521
CASTILLA LA MANCHA,2020-12-27,561
CASTILLA LA MANCHA,2020-12-28,601
CASTILLA LA MANCHA,2020-12-29,599
CASTILLA LA MANCHA,2020-12-30,557
CASTILLA LA MANCHA,2020-12-31,566
CASTILLA LA MANCHA,2021-01-01,612
CASTILLA LA MANCHA,2021-01-02,633
CASTILLA LA MANCHA,2021-01-03,697
CASTILLA LA MANCHA,2021-01-04,725
CASTILLA LA MANCHA,2021-01-05,707
CASTILLA LA MANCHA,2021-01-06,766
CASTILLA LA MANCHA,2021-01-07,787
CASTILLA LA MANCHA,2021-01-08,792
CASTILLA LA MANCHA,2021-01-09,802
CASTILLA LA MANCHA,2021-01-10,912
CASTILLA LA MANCHA,2021-01-11,968
CASTILLA LA MANCHA,2021-01-12,1029
CASTILLA LA MANCHA,2021-01-13,1125
CASTILLA LA MANCHA,2021-01-14,1194
CASTILLA LA MANCHA,2021-01-15,1257
CASTILLA LA MANCHA,2021-01-16,1286
CASTILLA LA MANCHA,2021-01-17,1488
CASTILLA LA MANCHA,2021-01-18,1588
CASTILLA LA MANCHA,2021-01-19,1612
CASTILLA LA MANCHA,2021-01-20,1717
CASTILLA LA MANCHA,2021-01-21,1759
CASTILLA LA MANCHA,2021-01-22,1732
CASTILLA LA MANCHA,2021-01-23,1670
CASTILLA LA MANCHA,2021-01-24,1921
CASTILLA LA MANCHA,2021-01-25,1912
CASTILLA LA MANCHA,2021-01-26,1894
CASTILLA LA MANCHA,2021-01-27,1870
CASTILLA LA MANCHA,2021-01-28,1855
CASTILLA LA MANCHA,2021-01-29,1757
CASTILLA LA MANCHA,2021-01-30,1764
CASTILLA LA MANCHA,2021-01-31,1870
CASTILLA LA MANCHA,2021-02-01,1804
CASTILLA LA MANCHA,2021-02-02,1737
CASTILLA LA MANCHA,2021-02-03,1665
CASTILLA LA MANCHA,2021-02-04,1583
CASTILLA LA MANCHA,2021-02-05,1451
CASTILLA LA MANCHA,2021-02-06,1457
CASTILLA LA MANCHA,2021-02-07,1460
CASTILLA LA MANCHA,2021-02-08,1367
CASTILLA LA MANCHA,2021-02-09,1281
CASTILLA LA MANCHA,2021-02-10,1161
CASTILLA LA MANCHA,2021-02-11,1066
CASTILLA LA MANCHA,2021-02-12,923
CASTILLA LA MANCHA,2021-02-13,923
CASTILLA LA MANCHA,2021-02-14,911
CASTILLA LA MANCHA,2021-02-15,825
CASTILLA LA MANCHA,2021-02-16,754
CASTILLA LA MANCHA,2021-02-17,699
CASTILLA LA MANCHA,2021-02-18,619
CASTILLA LA MANCHA,2021-02-19,548
CASTILLA LA MANCHA,2021-02-20,549
CASTILLA LA MANCHA,2021-02-21,537
CASTILLA LA MANCHA,2021-02-22,513
CASTILLA LA MANCHA,2021-02-23,467
CASTILLA LA MANCHA,2021-02-24,434
CASTILLA LA MANCHA,2021-02-25,409
CASTILLA LA MANCHA,2021-02-26,374
CASTILLA LA MANCHA,2021-02-27,367
CASTILLA LA MANCHA,2021-02-28,363
CASTILLA LA MANCHA,2021-03-01,349
CASTILLA LA MANCHA,2021-03-02,357
CASTILLA LA MANCHA,2021-03-03,314
CASTILLA LA MANCHA,2021-03-04,298
CASTILLA LA MANCHA,2021-03-05,281
CASTILLA LA MANCHA,2021-03-06,279
CASTILLA LA MANCHA,2021-03-07,278
CASTILLA LA MANCHA,2021-03-08,274
CASTILLA LA MANCHA,2021-03-09,256
CASTILLA LA MANCHA,2021-03-10,242
CASTILLA LA MANCHA,2021-03-11,235
CASTILLA LA MANCHA,2021-03-12,216
CASTILLA LA MANCHA,2021-03-13,215
CASTILLA LA MANCHA,2021-03-14,220
CASTILLA LA MANCHA,2021-03-15,206
CASTILLA LA MANCHA,2021-03-16,179
CASTILLA LA MANCHA,2021-03-17,169
CASTILLA LA MANCHA,2021-03-18,173
CASTILLA LA MANCHA,2021-03-19,160
CASTILLA LA MANCHA,2021-03-20,164
CASTILLA LA MANCHA,2021-03-21,171
CASTILLA LA MANCHA,2021-03-22,165
CASTILLA LA MANCHA,2021-03-23,173
CASTILLA LA MANCHA,2021-03-24,186
CASTILLA LA MANCHA,2021-03-25,187
CASTILLA LA MANCHA,2021-03-26,192
CASTILLA LA MANCHA,2021-03-27,188
CASTILLA LA MANCHA,2021-03-28,207
CASTILLA LA MANCHA,2021-03-29,218
CASTILLA LA MANCHA,2021-03-30,240
CASTILLA LA MANCHA,2021-03-31,246
CASTILLA LA MANCHA,2021-04-01,251
CASTILLA LA MANCHA,2021-04-02,279
CASTILLA LA MANCHA,2021-04-03,287
CASTILLA LA MANCHA,2021-04-04,323
CASTILLA LA MANCHA,2021-04-05,323
CASTILLA LA MANCHA,2021-04-06,327
CASTILLA LA MANCHA,2021-04-07,349
CASTILLA LA MANCHA,2021-04-08,343
CASTILLA LA MANCHA,2021-04-09,340
CASTILLA LA MANCHA,2021-04-10,334
CASTILLA LA MANCHA,2021-04-11,359
CASTILLA LA MANCHA,2021-04-12,370
CASTILLA LA MANCHA,2021-04-13,355
CASTILLA LA MANCHA,2021-04-14,371
CASTILLA LA MANCHA,2021-04-15,373
CASTILLA LA MANCHA,2021-04-16,374
CASTILLA LA MANCHA,2021-04-17,378
CASTILLA LA MANCHA,2021-04-18,441
CASTILLA LA MANCHA,2021-04-19,438
CASTILLA LA MANCHA,2021-04-20,426
CASTILLA LA MANCHA,2021-04-21,428
CASTILLA LA MANCHA,2021-04-22,416
CASTILLA LA MANCHA,2021-04-23,412
CASTILLA LA MANCHA,2021-04-24,418
CASTILLA LA MANCHA,2021-04-25,440
CASTILLA LA MANCHA,2021-04-26,440
CASTILLA LA MANCHA,2021-04-27,451
CASTILLA LA MANCHA,2021-04-28,441
CASTILLA LA MANCHA,2021-04-29,441
CASTILLA LA MANCHA,2021-04-30,407
CASTILLA LA MANCHA,2021-05-01,413
CASTILLA LA MANCHA,2021-05-02,470
CASTILLA LA MANCHA,2021-05-03,457
CASTILLA LA MANCHA,2021-05-04,446
CASTILLA LA MANCHA,2021-05-05,441
CASTILLA LA MANCHA,2021-05-06,441
CASTILLA LA MANCHA,2021-05-07,414
CASTILLA LA MANCHA,2021-05-08,407
CASTILLA LA MANCHA,2021-05-09,422
CASTILLA Y LEÓN,2020-08-19,207
CASTILLA Y LEÓN,2020-08-20,210
CASTILLA Y LEÓN,2020-08-21,219
CASTILLA Y LEÓN,2020-08-22,219
CASTILLA Y LEÓN,2020-08-23,248
CASTILLA Y LEÓN,2020-08-24,277
CASTILLA Y LEÓN,2020-08-25,288
CASTILLA Y LEÓN,2020-08-26,301
CASTILLA Y LEÓN,2020-08-27,314
CASTILLA Y LEÓN,2020-08-28,318
CASTILLA Y LEÓN,2020-08-29,318
CASTILLA Y LEÓN,2020-08-30,345
CASTILLA Y LEÓN,2020-08-31,350
CASTILLA Y LEÓN,2020-09-01,351
CASTILLA Y LEÓN,2020-09-02,335
CASTILLA Y LEÓN,2020-09-03,335
CASTILLA Y LEÓN,2020-09-04,349
CASTILLA Y LEÓN,2020-09-05,349
CASTILLA Y LEÓN,2020-09-06,402
CASTILLA Y LEÓN,2020-09-07,405
CASTILLA Y LEÓN,2020-09-08,432
CASTILLA Y LEÓN,2020-09-09,416
CASTILLA Y LEÓN,2020-09-10,431
CASTILLA Y LEÓN,2020-09-11,451
CASTILLA Y LEÓN,2020-09-12,459
CASTILLA Y LEÓN,2020-09-13,533
CASTILLA Y LEÓN,2020-09-14,550
CASTILLA Y LEÓN,2020-09-15,536
CASTILLA Y LEÓN,2020-09-16,555
CASTILLA Y LEÓN,2020-09-17,588
CASTILLA Y LEÓN,2020-09-18,575
CASTILLA Y LEÓN,2020-09-19,577
CASTILLA Y LEÓN,2020-09-20,657
CASTILLA Y LEÓN,2020-09-21,685
CASTILLA Y LEÓN,2020-09-22,664
CASTILLA Y LEÓN,2020-09-23,691
CASTILLA Y LEÓN,2020-09-24,718
CASTILLA Y LEÓN,2020-09-25,712
CASTILLA Y LEÓN,2020-09-26,730
CASTILLA Y LEÓN,2020-09-27,817
CASTILLA Y LEÓN,2020-09-28,805
CASTILLA Y LEÓN,2020-09-29,805
CASTILLA Y LEÓN,2020-09-30,810
CASTILLA Y LEÓN,2020-10-01,790
CASTILLA Y LEÓN,2020-10-02,761
CASTILLA Y LEÓN,2020-10-03,786
CASTILLA Y LEÓN,2020-10-04,857
CASTILLA Y LEÓN,2020-10-05,841
CASTILLA Y LEÓN,2020-10-06,848
CASTILLA Y LEÓN,2020-10-07,888
CASTILLA Y LEÓN,2020-10-08,900
CASTILLA Y LEÓN,2020-10-09,885
CASTILLA Y LEÓN,2020-10-10,888
CASTILLA Y LEÓN,2020-10-11,922
CASTILLA Y LEÓN,2020-10-12,1025
CASTILLA Y LEÓN,2020-10-13,1023
CASTILLA Y LEÓN,2020-10-14,1004
CASTILLA Y LEÓN,2020-10-15,1012
CASTILLA Y LEÓN,2020-10-16,934
CASTILLA Y LEÓN,2020-10-17,941
CASTILLA Y LEÓN,2020-10-18,1186
CASTILLA Y LEÓN,2020-10-19,1224
CASTILLA Y LEÓN,2020-10-20,1253
CASTILLA Y LEÓN,2020-10-21,1293
CASTILLA Y LEÓN,2020-10-22,1360
CASTILLA Y LEÓN,2020-10-23,1341
CASTILLA Y LEÓN,2020-10-24,1341
CASTILLA Y LEÓN,2020-10-25,1465
CASTILLA Y LEÓN,2020-10-26,1487
CASTILLA Y LEÓN,2020-10-27,1465
CASTILLA Y LEÓN,2020-10-28,1497
CASTILLA Y LEÓN,2020-10-29,1525
CASTILLA Y LEÓN,2020-10-30,1488
CASTILLA Y LEÓN,2020-10-31,1502
CASTILLA Y LEÓN,2020-11-01,1573
CASTILLA Y LEÓN,2020-11-02,1719
CASTILLA Y LEÓN,2020-11-03,1716
CASTILLA Y LEÓN,2020-11-04,1676
CASTILLA Y LEÓN,2020-11-05,1695
CASTILLA Y LEÓN,2020-11-06,1665
CASTILLA Y LEÓN,2020-11-07,1663
CASTILLA Y LEÓN,2020-11-08,1842
CASTILLA Y LEÓN,2020-11-09,1819
CASTILLA Y LEÓN,2020-11-10,1818
CASTILLA Y LEÓN,2020-11-11,1789
CASTILLA Y LEÓN,2020-11-12,1778
CASTILLA Y LEÓN,2020-11-13,1685
CASTILLA Y LEÓN,2020-11-14,1683
CASTILLA Y LEÓN,2020-11-15,1822
CASTILLA Y LEÓN,2020-11-16,1802
CASTILLA Y LEÓN,2020-11-17,1726
CASTILLA Y LEÓN,2020-11-18,1685
CASTILLA Y LEÓN,2020-11-19,1512
CASTILLA Y LEÓN,2020-11-20,1427
CASTILLA Y LEÓN,2020-11-21,1510
CASTILLA Y LEÓN,2020-11-22,1573
CASTILLA Y LEÓN,2020-11-23,1498
CASTILLA Y LEÓN,2020-11-24,1398
CASTILLA Y LEÓN,2020-11-25,1336
CASTILLA Y LEÓN,2020-11-26,1279
CASTILLA Y LEÓN,2020-11-27,1222
CASTILLA Y LEÓN,2020-11-28,1187
CASTILLA Y LEÓN,2020-11-29,1251
CASTILLA Y LEÓN,2020-11-30,1205
CASTILLA Y LEÓN,2020-12-01,1138
CASTILLA Y LEÓN,2020-12-02,1086
CASTILLA Y LEÓN,2020-12-03,1044
CASTILLA Y LEÓN,2020-12-04,908
CASTILLA Y LEÓN,2020-12-05,908
CASTILLA Y LEÓN,2020-12-06,921
CASTILLA Y LEÓN,2020-12-07,928
CASTILLA Y LEÓN,2020-12-08,875
CASTILLA Y LEÓN,2020-12-09,921
CASTILLA Y LEÓN,2020-12-10,889
CASTILLA Y LEÓN,2020-12-11,835
CASTILLA Y LEÓN,2020-12-12,817
CASTILLA Y LEÓN,2020-12-13,829
CASTILLA Y LEÓN,2020-12-14,799
CASTILLA Y LEÓN,2020-12-15,815
CASTILLA Y LEÓN,2020-12-16,763
CASTILLA Y LEÓN,2020-12-17,747
CASTILLA Y LEÓN,2020-12-18,695
CASTILLA Y LEÓN,2020-12-19,692
CASTILLA Y LEÓN,2020-12-20,711
CASTILLA Y LEÓN,2020-12-21,693
CASTILLA Y LEÓN,2020-12-22,626
CASTILLA Y LEÓN,2020-12-23,589
CASTILLA Y LEÓN,2020-12-24,589
