CCAA,Fecha,OCUPADAS_COVID19
CASTILLA Y LEÓN,2020-12-25,583
CASTILLA Y LEÓN,2020-12-26,575
CASTILLA Y LEÓN,2020-12-27,571
CASTILLA Y LEÓN,2020-12-28,571
CASTILLA Y LEÓN,2020-12-29,558
CASTILLA Y LEÓN,2020-12-30,517
CASTILLA Y LEÓN,2020-12-31,515
CASTILLA Y LEÓN,2021-01-01,532
CASTILLA Y LEÓN,2021-01-02,445
CASTILLA Y LEÓN,2021-01-03,586
CASTILLA Y LEÓN,2021-01-04,583
CASTILLA Y LEÓN,2021-01-05,591
CASTILLA Y LEÓN,2021-01-06,630
CASTILLA Y LEÓN,2021-01-07,640
CASTILLA Y LEÓN,2021-01-08,629
CASTILLA Y LEÓN,2021-01-09,635
CASTILLA Y LEÓN,2021-01-10,730
CASTILLA Y LEÓN,2021-01-11,802
CASTILLA Y LEÓN,2021-01-12,816
CASTILLA Y LEÓN,2021-01-13,854
CASTILLA Y LEÓN,2021-01-14,953
CASTILLA Y LEÓN,2021-01-15,992
CASTILLA Y LEÓN,2021-01-16,992
CASTILLA Y LEÓN,2021-01-17,1204
CASTILLA Y LEÓN,2021-01-18,1339
CASTILLA Y LEÓN,2021-01-19,1481
CASTILLA Y LEÓN,2021-01-20,1588
CASTILLA Y LEÓN,2021-01-21,1740
CASTILLA Y LEÓN,2021-01-22,1817
CASTILLA Y LEÓN,2021-01-23,1835
CASTILLA Y LEÓN,2021-01-24,2110
CASTILLA Y LEÓN,2021-01-25,2221
CASTILLA Y LEÓN,2021-01-26,2247
CASTILLA Y LEÓN,2021-01-27,2289
CASTILLA Y LEÓN,2021-01-28,2297
CASTILLA Y LEÓN,2021-01-29,2250
CASTILLA Y LEÓN,2021-01-30,2250
CASTILLA Y LEÓN,2021-01-31,2420
CASTILLA Y LEÓN,2021-02-01,2364
CASTILLA Y LEÓN,2021-02-02,2317
CASTILLA Y LEÓN,2021-02-03,2253
CASTILLA Y LEÓN,2021-02-04,2232
CASTILLA Y LEÓN,2021-02-05,2107
CASTILLA Y LEÓN,2021-02-06,2108
CASTILLA Y LEÓN,2021-02-07,2203
CASTILLA Y LEÓN,2021-02-08,2113
CASTILLA Y LEÓN,2021-02-09,1946
CASTILLA Y LEÓN,2021-02-10,1856
CASTILLA Y LEÓN,2021-02-11,1754
CASTILLA Y LEÓN,2021-02-12,1577
CASTILLA Y LEÓN,2021-02-13,1577
CASTILLA Y LEÓN,2021-02-14,1611
CASTILLA Y LEÓN,2021-02-15,1475
CASTILLA Y LEÓN,2021-02-16,1371
CASTILLA Y LEÓN,2021-02-17,1247
CASTILLA Y LEÓN,2021-02-18,1168
CASTILLA Y LEÓN,2021-02-19,1050
CASTILLA Y LEÓN,2021-02-20,1032
CASTILLA Y LEÓN,2021-02-21,1082
CASTILLA Y LEÓN,2021-02-22,1029
CASTILLA Y LEÓN,2021-02-23,971
CASTILLA Y LEÓN,2021-02-24,902
CASTILLA Y LEÓN,2021-02-25,831
CASTILLA Y LEÓN,2021-02-26,741
CASTILLA Y LEÓN,2021-02-27,741
CASTILLA Y LEÓN,2021-02-28,765
CASTILLA Y LEÓN,2021-03-01,729
CASTILLA Y LEÓN,2021-03-02,685
CASTILLA Y LEÓN,2021-03-03,634
CASTILLA Y LEÓN,2021-03-04,625
CASTILLA Y LEÓN,2021-03-05,592
CASTILLA Y LEÓN,2021-03-06,584
CASTILLA Y LEÓN,2021-03-07,604
CASTILLA Y LEÓN,2021-03-08,586
CASTILLA Y LEÓN,2021-03-09,551
CASTILLA Y LEÓN,2021-03-10,535
CASTILLA Y LEÓN,2021-03-11,526
CASTILLA Y LEÓN,2021-03-12,485
CASTILLA Y LEÓN,2021-03-13,485
CASTILLA Y LEÓN,2021-03-14,493
CASTILLA Y LEÓN,2021-03-15,477
CASTILLA Y LEÓN,2021-03-16,465
CASTILLA Y LEÓN,2021-03-17,453
CASTILLA Y LEÓN,2021-03-18,422
CASTILLA Y LEÓN,2021-03-19,396
CASTILLA Y LEÓN,2021-03-20,396
CASTILLA Y LEÓN,2021-03-21,408
CASTILLA Y LEÓN,2021-03-22,397
CASTILLA Y LEÓN,2021-03-23,410
CASTILLA Y LEÓN,2021-03-24,412
CASTILLA Y LEÓN,2021-03-25,397
CASTILLA Y LEÓN,2021-03-26,386
CASTILLA Y LEÓN,2021-03-27,386
CASTILLA Y LEÓN,2021-03-28,422
CASTILLA Y LEÓN,2021-03-29,418
CASTILLA Y LEÓN,2021-03-30,436
CASTILLA Y LEÓN,2021-03-31,437
CASTILLA Y LEÓN,2021-04-01,443
CASTILLA Y LEÓN,2021-04-02,471
CASTILLA Y LEÓN,2021-04-03,435
CASTILLA Y LEÓN,2021-04-04,506
CASTILLA Y LEÓN,2021-04-05,517
CASTILLA Y LEÓN,2021-04-06,513
CASTILLA Y LEÓN,2021-04-07,519
CASTILLA Y LEÓN,2021-04-08,525
CASTILLA Y LEÓN,2021-04-09,502
CASTILLA Y LEÓN,2021-04-10,502
CASTILLA Y LEÓN,2021-04-11,520
CASTILLA Y LEÓN,2021-04-12,524
CASTILLA Y LEÓN,2021-04-13,502
CASTILLA Y LEÓN,2021-04-14,532
CASTILLA Y LEÓN,2021-04-15,548
CASTILLA Y LEÓN,2021-04-16,537
CASTILLA Y LEÓN,2021-04-17,537
CASTILLA Y LEÓN,2021-04-18,549
CASTILLA Y LEÓN,2021-04-19,531
CASTILLA Y LEÓN,2021-04-20,546
CASTILLA Y LEÓN,2021-04-21,541
CASTILLA Y LEÓN,2021-04-22,531
CASTILLA Y LEÓN,2021-04-23,537
CASTILLA Y LEÓN,2021-04-24,537
CASTILLA Y LEÓN,2021-04-25,603
CASTILLA Y LEÓN,2021-04-26,570
CASTILLA Y LEÓN,2021-04-27,527
CASTILLA Y LEÓN,2021-04-28,530
CASTILLA Y LEÓN,2021-04-29,522
CASTILLA Y LEÓN,2021-04-30,488
CASTILLA Y LEÓN,2021-05-01,487
CASTILLA Y LEÓN,2021-05-02,521
CASTILLA Y LEÓN,2021-05-03,478
CASTILLA Y LEÓN,2021-05-04,459
CASTILLA Y LEÓN,2021-05-05,447
CASTILLA Y LEÓN,2021-05-06,419
CASTILLA Y LEÓN,2021-05-07,421
CASTILLA Y LEÓN,2021-05-08,421
CASTILLA Y LEÓN,2021-05-09,448
CATALUÑA,2020-08-19,980
CATALUÑA,2020-08-20,995
CATALUÑA,2020-08-21,949
CATALUÑA,2020-08-22,941
CATALUÑA,2020-08-23,1006
CATALUÑA,2020-08-24,1095
CATALUÑA,2020-08-25,1015
CATALUÑA,2020-08-26,1003
CATALUÑA,2020-08-27,1093
CATALUÑA,2020-08-28,1036
CATALUÑA,2020-08-29,1036
CATALUÑA,2020-08-30,1214
CATALUÑA,2020-08-31,1056
CATALUÑA,2020-09-01,1065
CATALUÑA,2020-09-02,1044
CATALUÑA,2020-09-03,1014
CATALUÑA,2020-09-04,1015
CATALUÑA,2020-09-05,1015
CATALUÑA,2020-09-06,1036
CATALUÑA,2020-09-07,1079
CATALUÑA,2020-09-08,1087
CATALUÑA,2020-09-09,1091
CATALUÑA,2020-09-10,1077
CATALUÑA,2020-09-11,1089
CATALUÑA,2020-09-12,1087
CATALUÑA,2020-09-13,1203
CATALUÑA,2020-09-14,1378
CATALUÑA,2020-09-15,1201
CATALUÑA,2020-09-16,1347
CATALUÑA,2020-09-17,1195
CATALUÑA,2020-09-18,1163
CATALUÑA,2020-09-19,1163
CATALUÑA,2020-09-20,1231
CATALUÑA,2020-09-21,1290
CATALUÑA,2020-09-22,1246
CATALUÑA,2020-09-23,1228
CATALUÑA,2020-09-24,1282
CATALUÑA,2020-09-25,1284
CATALUÑA,2020-09-26,1277
CATALUÑA,2020-09-27,1277
CATALUÑA,2020-09-28,1331
CATALUÑA,2020-09-29,1343
CATALUÑA,2020-09-30,1568
CATALUÑA,2020-10-01,1329
CATALUÑA,2020-10-02,1293
CATALUÑA,2020-10-03,1247
CATALUÑA,2020-10-04,1370
CATALUÑA,2020-10-05,1391
CATALUÑA,2020-10-06,1365
CATALUÑA,2020-10-07,1565
CATALUÑA,2020-10-08,1504
CATALUÑA,2020-10-09,1436
CATALUÑA,2020-10-10,1417
CATALUÑA,2020-10-11,1461
CATALUÑA,2020-10-12,1651
CATALUÑA,2020-10-13,1829
CATALUÑA,2020-10-14,1810
CATALUÑA,2020-10-15,1886
CATALUÑA,2020-10-16,1931
CATALUÑA,2020-10-17,1930
CATALUÑA,2020-10-18,2249
CATALUÑA,2020-10-19,2375
CATALUÑA,2020-10-20,2466
CATALUÑA,2020-10-21,2618
CATALUÑA,2020-10-22,2733
CATALUÑA,2020-10-23,2882
CATALUÑA,2020-10-24,2937
CATALUÑA,2020-10-25,3272
CATALUÑA,2020-10-26,3527
CATALUÑA,2020-10-27,3625
CATALUÑA,2020-10-28,3793
CATALUÑA,2020-10-29,3982
CATALUÑA,2020-10-30,3860
CATALUÑA,2020-10-31,3887
CATALUÑA,2020-11-01,4313
CATALUÑA,2020-11-02,4267
CATALUÑA,2020-11-03,4387
CATALUÑA,2020-11-04,4406
CATALUÑA,2020-11-05,4463
CATALUÑA,2020-11-06,4350
CATALUÑA,2020-11-07,4356
CATALUÑA,2020-11-08,4691
CATALUÑA,2020-11-09,4441
CATALUÑA,2020-11-10,4409
CATALUÑA,2020-11-11,4286
CATALUÑA,2020-11-12,4170
CATALUÑA,2020-11-13,4021
CATALUÑA,2020-11-14,3994
CATALUÑA,2020-11-15,4149
CATALUÑA,2020-11-16,4008
CATALUÑA,2020-11-17,3896
CATALUÑA,2020-11-18,3750
CATALUÑA,2020-11-19,3564
CATALUÑA,2020-11-20,3320
CATALUÑA,2020-11-21,3323
CATALUÑA,2020-11-22,3503
CATALUÑA,2020-11-23,3234
CATALUÑA,2020-11-24,3092
CATALUÑA,2020-11-25,3021
CATALUÑA,2020-11-26,2840
CATALUÑA,2020-11-27,2727
CATALUÑA,2020-11-28,2743
CATALUÑA,2020-11-29,2853
CATALUÑA,2020-11-30,2981
CATALUÑA,2020-12-01,2712
CATALUÑA,2020-12-02,2584
CATALUÑA,2020-12-03,2500
CATALUÑA,2020-12-04,2369
CATALUÑA,2020-12-05,2366
CATALUÑA,2020-12-06,2451
CATALUÑA,2020-12-07,2431
CATALUÑA,2020-12-08,2515
CATALUÑA,2020-12-09,2417
CATALUÑA,2020-12-10,2425
CATALUÑA,2020-12-11,2385
CATALUÑA,2020-12-12,2360
CATALUÑA,2020-12-13,2550
CATALUÑA,2020-12-14,2582
CATALUÑA,2020-12-15,2465
CATALUÑA,2020-12-16,2567
CATALUÑA,2020-12-17,2548
CATALUÑA,2020-12-18,2496
CATALUÑA,2020-12-19,2503
CATALUÑA,2020-12-20,2739
CATALUÑA,2020-12-21,2704
CATALUÑA,2020-12-22,2785
CATALUÑA,2020-12-23,2666
CATALUÑA,2020-12-24,2662
CATALUÑA,2020-12-25,2673
CATALUÑA,2020-12-26,2692
CATALUÑA,2020-12-27,2949
CATALUÑA,2020-12-28,2977
CATALUÑA,2020-12-29,3089
CATALUÑA,2020-12-30,3014
CATALUÑA,2020-12-31,3011
CATALUÑA,2021-01-01,3156
CATALUÑA,2021-01-02,3165
CATALUÑA,2021-01-03,3451
CATALUÑA,2021-01-04,3515
CATALUÑA,2021-01-05,3513
CATALUÑA,2021-01-06,3623
CATALUÑA,2021-01-07,3711
CATALUÑA,2021-01-08,3673
CATALUÑA,2021-01-09,3684
CATALUÑA,2021-01-10,3958
CATALUÑA,2021-01-11,4051
CATALUÑA,2021-01-12,4170
CATALUÑA,2021-01-13,4183
CATALUÑA,2021-01-14,4272
CATALUÑA,2021-01-15,4285
CATALUÑA,2021-01-16,4262
CATALUÑA,2021-01-17,4676
CATALUÑA,2021-01-18,4730
CATALUÑA,2021-01-19,4859
CATALUÑA,2021-01-20,4904
CATALUÑA,2021-01-21,5016
CATALUÑA,2021-01-22,5029
CATALUÑA,2021-01-23,5046
CATALUÑA,2021-01-24,5287
CATALUÑA,2021-01-25,5309
CATALUÑA,2021-01-26,5230
CATALUÑA,2021-01-27,5151
CATALUÑA,2021-01-28,5145
CATALUÑA,2021-01-29,4993
CATALUÑA,2021-01-30,4999
CATALUÑA,2021-01-31,5147
CATALUÑA,2021-02-01,5063
CATALUÑA,2021-02-02,4913
CATALUÑA,2021-02-03,4785
CATALUÑA,2021-02-04,4605
CATALUÑA,2021-02-05,4410
CATALUÑA,2021-02-06,4368
CATALUÑA,2021-02-07,4457
CATALUÑA,2021-02-08,4261
CATALUÑA,2021-02-09,3993
CATALUÑA,2021-02-10,3795
CATALUÑA,2021-02-11,3636
CATALUÑA,2021-02-12,3452
CATALUÑA,2021-02-13,3457
CATALUÑA,2021-02-14,3584
CATALUÑA,2021-02-15,3425
CATALUÑA,2021-02-16,3246
CATALUÑA,2021-02-17,3134
CATALUÑA,2021-02-18,3033
CATALUÑA,2021-02-19,2858
CATALUÑA,2021-02-20,2864
CATALUÑA,2021-02-21,2904
CATALUÑA,2021-02-22,2762
CATALUÑA,2021-02-23,2643
CATALUÑA,2021-02-24,2501
CATALUÑA,2021-02-25,2422
CATALUÑA,2021-02-26,2288
CATALUÑA,2021-02-27,2288
CATALUÑA,2021-02-28,2413
CATALUÑA,2021-03-01,2299
CATALUÑA,2021-03-02,2202
CATALUÑA,2021-03-03,2139
CATALUÑA,2021-03-04,2066
CATALUÑA,2021-03-05,2056
CATALUÑA,2021-03-06,2004
CATALUÑA,2021-03-07,2096
CATALUÑA,2021-03-08,2022
CATALUÑA,2021-03-09,2003
CATALUÑA,2021-03-10,1924
CATALUÑA,2021-03-11,1868
CATALUÑA,2021-03-12,1823
CATALUÑA,2021-03-13,1835
CATALUÑA,2021-03-14,2274
CATALUÑA,2021-03-15,1906
CATALUÑA,2021-03-16,1842
CATALUÑA,2021-03-17,1798
CATALUÑA,2021-03-18,1807
CATALUÑA,2021-03-19,1747
CATALUÑA,2021-03-20,1750
CATALUÑA,2021-03-21,1847
CATALUÑA,2021-03-22,1847
CATALUÑA,2021-03-23,1837
CATALUÑA,2021-03-24,1837
CATALUÑA,2021-03-25,1854
CATALUÑA,2021-03-26,1804
CATALUÑA,2021-03-27,1809
CATALUÑA,2021-03-28,1986
CATALUÑA,2021-03-29,2006
CATALUÑA,2021-03-30,1993
CATALUÑA,2021-03-31,1964
CATALUÑA,2021-04-01,1950
CATALUÑA,2021-04-02,2010
CATALUÑA,2021-04-03,1979
CATALUÑA,2021-04-04,1984
CATALUÑA,2021-04-05,2294
CATALUÑA,2021-04-06,2313
CATALUÑA,2021-04-07,2260
CATALUÑA,2021-04-08,2242
CATALUÑA,2021-04-09,2173
CATALUÑA,2021-04-10,2185
CATALUÑA,2021-04-11,2334
CATALUÑA,2021-04-12,2309
CATALUÑA,2021-04-13,2248
CATALUÑA,2021-04-14,2172
CATALUÑA,2021-04-15,2197
CATALUÑA,2021-04-16,2124
CATALUÑA,2021-04-17,2113
CATALUÑA,2021-04-18,2211
CATALUÑA,2021-04-19,2186
CATALUÑA,2021-04-20,2109
CATALUÑA,2021-04-21,2063
CATALUÑA,2021-04-22,2048
CATALUÑA,2021-04-23,1978
CATALUÑA,2021-04-24,1984
CATALUÑA,2021-04-25,2082
CATALUÑA,2021-04-26,2057
CATALUÑA,2021-04-27,1998
CATALUÑA,2021-04-28,1955
CATALUÑA,2021-04-29,1931
CATALUÑA,2021-04-30,1845
CATALUÑA,2021-05-01,1868
CATALUÑA,2021-05-02,1930
CATALUÑA,2021-05-03,1910
CATALUÑA,2021-05-04,1821
CATALUÑA,2021-05-05,1785
CATALUÑA,2021-05-06,1683
CATALUÑA,2021-05-07,1598
CATALUÑA,2021-05-08,1591
CATALUÑA,2021-05-09,1611
CEUTA,2020-08-19,0
CEUTA,2020-08-20,0
CEUTA,2020-08-21,0
CEUTA,2020-08-22,0
CEUTA,2020-08-23,1
CEUTA,2020-08-24,1
CEUTA,2020-08-25,1
CEUTA,2020-08-26,1
CEUTA,2020-08-27,2
CEUTA,2020-08-28,2
CEUTA,2020-08-29,2
CEUTA,2020-08-30,4
CEUTA,2020-08-31,4
CEUTA,2020-09-01,4
CEUTA,2020-09-02,4
CEUTA,2020-09-03,5
CEUTA,2020-09-04,5
CEUTA,2020-09-05,5
CEUTA,2020-09-06,9
CEUTA,2020-09-07,7
CEUTA,2020-09-08,9
CEUTA,2020-09-09,7
CEUTA,2020-09-10,8
CEUTA,2020-09-11,8
CEUTA,2020-09-12,8
CEUTA,2020-09-13,7
CEUTA,2020-09-14,5
CEUTA,2020-09-15,5
CEUTA,2020-09-16,6
CEUTA,2020-09-17,5
CEUTA,2020-09-18,5
CEUTA,2020-09-19,5
CEUTA,2020-09-20,4
CEUTA,2020-09-21,5
CEUTA,2020-09-22,9
CEUTA,2020-09-23,12
CEUTA,2020-09-24,12
CEUTA,2020-09-25,12
CEUTA,2020-09-26,12
CEUTA,2020-09-27,15
CEUTA,2020-09-28,16
CEUTA,2020-09-29,16
CEUTA,2020-09-30,16
CEUTA,2020-10-01,18
CEUTA,2020-10-02,18
CEUTA,2020-10-03,18
CEUTA,2020-10-04,19
CEUTA,2020-10-05,18
CEUTA,2020-10-06,16
CEUTA,2020-10-07,19
CEUTA,2020-10-08,16
CEUTA,2020-10-09,16
CEUTA,2020-10-10,16
CEUTA,2020-10-11,16
CEUTA,2020-10-12,18
CEUTA,2020-10-13,20
CEUTA,2020-10-14,16
CEUTA,2020-10-15,17
CEUTA,2020-10-16,17
CEUTA,2020-10-17,17
CEUTA,2020-10-18,22
CEUTA,2020-10-19,24
CEUTA,2020-10-20,24
CEUTA,2020-10-21,28
CEUTA,2020-10-22,30
CEUTA,2020-10-23,30
CEUTA,2020-10-24,30
CEUTA,2020-10-25,34
CEUTA,2020-10-26,34
CEUTA,2020-10-27,39
CEUTA,2020-10-28,40
CEUTA,2020-10-29,40
CEUTA,2020-10-30,40
CEUTA,2020-10-31,40
CEUTA,2020-11-01,44
CEUTA,2020-11-02,46
CEUTA,2020-11-03,42
CEUTA,2020-11-04,44
CEUTA,2020-11-05,40
CEUTA,2020-11-06,40
CEUTA,2020-11-07,40
CEUTA,2020-11-08,45
CEUTA,2020-11-09,39
CEUTA,2020-11-10,39
CEUTA,2020-11-11,46
CEUTA,2020-11-12,45
CEUTA,2020-11-13,45
CEUTA,2020-11-14,45
CEUTA,2020-11-15,39
CEUTA,2020-11-16,36
CEUTA,2020-11-17,34
CEUTA,2020-11-18,34
CEUTA,2020-11-19,34
CEUTA,2020-11-20,34
CEUTA,2020-11-21,34
CEUTA,2020-11-22,30
CEUTA,2020-11-23,29
CEUTA,2020-11-24,28
CEUTA,2020-11-25,27
CEUTA,2020-11-26,26
CEUTA,2020-11-27,26
CEUTA,2020-11-28,26
CEUTA,2020-11-29,20
CEUTA,2020-11-30,19
CEUTA,2020-12-01,20
CEUTA,2020-12-02,9
CEUTA,2020-12-03,9
CEUTA,2020-12-04,9
CEUTA,2020-12-05,9
CEUTA,2020-12-06,9
CEUTA,2020-12-07,9
CEUTA,2020-12-08,11
CEUTA,2020-12-09,11
CEUTA,2020-12-10,9
CEUTA,2020-12-11,9
CEUTA,2020-12-12,9
CEUTA,2020-12-13,11
CEUTA,2020-12-14,9
CEUTA,2020-12-15,11
CEUTA,2020-12-16,13
CEUTA,2020-12-17,13
CEUTA,2020-12-18,13
CEUTA,2020-12-19,13
CEUTA,2020-12-20,10
CEUTA,2020-12-21,9
CEUTA,2020-12-22,7
CEUTA,2020-12-23,5
CEUTA,2020-12-24,5
CEUTA,2020-12-25,5
CEUTA,2020-12-26,5
CEUTA,2020-12-27,5
CEUTA,2020-12-28,2
CEUTA,2020-12-29,2
CEUTA,2020-12-30,1
CEUTA,2020-12-31,1
CEUTA,2021-01-01,1
CEUTA,2021-01-02,1
CEUTA,2021-01-04,3
CEUTA,2021-01-05,3
CEUTA,2021-01-06,6
CEUTA,2021-01-07,7
CEUTA,2021-01-08,9
CEUTA,2021-01-09,9
CEUTA,2021-01-10,9
CEUTA,2021-01-11,12
CEUTA,2021-01-12,12
CEUTA,2021-01-13,19
CEUTA,2021-01-14,22
CEUTA,2021-01-15,21
CEUTA,2021-01-16,21
CEUTA,2021-01-17,20
CEUTA,2021-01-18,21
CEUTA,2021-01-19,23
CEUTA,2021-01-20,25
CEUTA,2021-01-21,26
CEUTA,2021-01-22,29
CEUTA,2021-01-23,29
CEUTA,2021-01-24,30
CEUTA,2021-01-25,29
CEUTA,2021-01-26,29
CEUTA,2021-01-27,24
CEUTA,2021-01-28,27
CEUTA,2021-01-29,23
CEUTA,2021-01-30,23
CEUTA,2021-01-31,31
CEUTA,2021-02-01,29
CEUTA,2021-02-02,30
CEUTA,2021-02-03,31
CEUTA,2021-02-04,29
CEUTA,2021-02-05,28
CEUTA,2021-02-06,28
CEUTA,2021-02-07,31
CEUTA,2021-02-08,28
CEUTA,2021-02-09,28
CEUTA,2021-02-10,27
CEUTA,2021-02-11,27
CEUTA,2021-02-12,26
CEUTA,2021-02-13,26
CEUTA,2021-02-14,28
CEUTA,2021-02-15,27
CEUTA,2021-02-16,29
CEUTA,2021-02-17,30
CEUTA,2021-02-18,32
CEUTA,2021-02-19,32
CEUTA,2021-02-20,32
CEUTA,2021-02-21,31
CEUTA,2021-02-22,31
CEUTA,2021-02-23,28
CEUTA,2021-02-24,25
CEUTA,2021-02-25,24
CEUTA,2021-02-26,25
CEUTA,2021-02-27,25
CEUTA,2021-02-28,28
CEUTA,2021-03-01,26
CEUTA,2021-03-02,24
CEUTA,2021-03-03,19
CEUTA,2021-03-04,19
CEUTA,2021-03-05,18
CEUTA,2021-03-06,18
CEUTA,2021-03-07,24
CEUTA,2021-03-08,21
CEUTA,2021-03-09,21
CEUTA,2021-03-10,20
CEUTA,2021-03-11,20
CEUTA,2021-03-12,21
CEUTA,2021-03-13,21
CEUTA,2021-03-14,26
CEUTA,2021-03-15,25
CEUTA,2021-03-16,27
CEUTA,2021-03-17,26
CEUTA,2021-03-18,28
CEUTA,2021-03-19,30
CEUTA,2021-03-20,30
CEUTA,2021-03-21,28
CEUTA,2021-03-22,27
CEUTA,2021-03-23,28
CEUTA,2021-03-24,31
CEUTA,2021-03-25,26
CEUTA,2021-03-26,27
CEUTA,2021-03-27,27
CEUTA,2021-03-28,29
CEUTA,2021-03-29,28
CEUTA,2021-03-30,25
CEUTA,2021-03-31,23
CEUTA,2021-04-01,23
CEUTA,2021-04-02,22
CEUTA,2021-04-03,22
CEUTA,2021-04-04,24
CEUTA,2021-04-05,26
CEUTA,2021-04-06,24
CEUTA,2021-04-07,29
CEUTA,2021-04-08,29
CEUTA,2021-04-09,30
CEUTA,2021-04-10,30
CEUTA,2021-04-11,32
CEUTA,2021-04-12,34
CEUTA,2021-04-13,32
CEUTA,2021-04-14,34
CEUTA,2021-04-15,35
CEUTA,2021-04-16,31
CEUTA,2021-04-17,31
CEUTA,2021-04-18,31
CEUTA,2021-04-19,28
CEUTA,2021-04-20,25
CEUTA,2021-04-21,27
CEUTA,2021-04-22,26
CEUTA,2021-04-23,25
CEUTA,2021-04-24,25
CEUTA,2021-04-25,27
CEUTA,2021-04-26,27
CEUTA,2021-04-27,30
CEUTA,2021-04-28,27
CEUTA,2021-04-29,23
CEUTA,2021-04-30,20
CEUTA,2021-05-01,20
CEUTA,2021-05-02,23
CEUTA,2021-05-03,21
CEUTA,2021-05-04,21
CEUTA,2021-05-05,21
CEUTA,2021-05-06,21
CEUTA,2021-05-07,21
CEUTA,2021-05-08,21
CEUTA,2021-05-09,19
COMUNIDAD VALENCIANA,2020-08-19,351
COMUNIDAD VALENCIANA,2020-08-20,339
COMUNIDAD VALENCIANA,2020-08-21,335
COMUNIDAD VALENCIANA,2020-08-22,337
COMUNIDAD VALENCIANA,2020-08-23,410
COMUNIDAD VALENCIANA,2020-08-24,408
COMUNIDAD VALENCIANA,2020-08-25,409
COMUNIDAD VALENCIANA,2020-08-26,407
COMUNIDAD VALENCIANA,2020-08-27,456
COMUNIDAD VALENCIANA,2020-08-28,462
COMUNIDAD VALENCIANA,2020-08-29,462
COMUNIDAD VALENCIANA,2020-08-30,471
COMUNIDAD VALENCIANA,2020-08-31,480
COMUNIDAD VALENCIANA,2020-09-01,493
COMUNIDAD VALENCIANA,2020-09-02,492
COMUNIDAD VALENCIANA,2020-09-03,490
COMUNIDAD VALENCIANA,2020-09-04,479
COMUNIDAD VALENCIANA,2020-09-05,481
COMUNIDAD VALENCIANA,2020-09-06,540
COMUNIDAD VALENCIANA,2020-09-07,550
COMUNIDAD VALENCIANA,2020-09-08,577
COMUNIDAD VALENCIANA,2020-09-09,583
COMUNIDAD VALENCIANA,2020-09-10,539
COMUNIDAD VALENCIANA,2020-09-11,518
COMUNIDAD VALENCIANA,2020-09-12,520
COMUNIDAD VALENCIANA,2020-09-13,569
COMUNIDAD VALENCIANA,2020-09-14,563
COMUNIDAD VALENCIANA,2020-09-15,536
COMUNIDAD VALENCIANA,2020-09-16,537
COMUNIDAD VALENCIANA,2020-09-17,552
COMUNIDAD VALENCIANA,2020-09-18,509
COMUNIDAD VALENCIANA,2020-09-19,509
COMUNIDAD VALENCIANA,2020-09-20,744
COMUNIDAD VALENCIANA,2020-09-21,564
COMUNIDAD VALENCIANA,2020-09-22,544
COMUNIDAD VALENCIANA,2020-09-23,533
COMUNIDAD VALENCIANA,2020-09-24,542
COMUNIDAD VALENCIANA,2020-09-25,489
COMUNIDAD VALENCIANA,2020-09-26,488
COMUNIDAD VALENCIANA,2020-09-27,533
COMUNIDAD VALENCIANA,2020-09-28,511
COMUNIDAD VALENCIANA,2020-09-29,472
COMUNIDAD VALENCIANA,2020-09-30,455
COMUNIDAD VALENCIANA,2020-10-01,451
COMUNIDAD VALENCIANA,2020-10-02,444
COMUNIDAD VALENCIANA,2020-10-03,451
COMUNIDAD VALENCIANA,2020-10-04,491
COMUNIDAD VALENCIANA,2020-10-05,470
COMUNIDAD VALENCIANA,2020-10-06,494
COMUNIDAD VALENCIANA,2020-10-07,473
COMUNIDAD VALENCIANA,2020-10-08,507
COMUNIDAD VALENCIANA,2020-10-09,536
COMUNIDAD VALENCIANA,2020-10-10,530
COMUNIDAD VALENCIANA,2020-10-11,490
COMUNIDAD VALENCIANA,2020-10-12,623
COMUNIDAD VALENCIANA,2020-10-13,616
COMUNIDAD VALENCIANA,2020-10-14,633
COMUNIDAD VALENCIANA,2020-10-15,657
COMUNIDAD VALENCIANA,2020-10-16,650
COMUNIDAD VALENCIANA,2020-10-17,661
COMUNIDAD VALENCIANA,2020-10-18,737
COMUNIDAD VALENCIANA,2020-10-19,778
COMUNIDAD VALENCIANA,2020-10-20,798
COMUNIDAD VALENCIANA,2020-10-21,837
COMUNIDAD VALENCIANA,2020-10-22,862
COMUNIDAD VALENCIANA,2020-10-23,912
COMUNIDAD VALENCIANA,2020-10-24,924
COMUNIDAD VALENCIANA,2020-10-25,1076
COMUNIDAD VALENCIANA,2020-10-26,1098
COMUNIDAD VALENCIANA,2020-10-27,1148
COMUNIDAD VALENCIANA,2020-10-28,1183
COMUNIDAD VALENCIANA,2020-10-29,1244
COMUNIDAD VALENCIANA,2020-10-30,1222
COMUNIDAD VALENCIANA,2020-10-31,1226
COMUNIDAD VALENCIANA,2020-11-01,1444
COMUNIDAD VALENCIANA,2020-11-02,1441
COMUNIDAD VALENCIANA,2020-11-03,1484
COMUNIDAD VALENCIANA,2020-11-04,1467
COMUNIDAD VALENCIANA,2020-11-05,1504
COMUNIDAD VALENCIANA,2020-11-06,1507
COMUNIDAD VALENCIANA,2020-11-07,1512
COMUNIDAD VALENCIANA,2020-11-08,1727
COMUNIDAD VALENCIANA,2020-11-09,1713
COMUNIDAD VALENCIANA,2020-11-10,1746
