CCAA,Fecha,PORCENTAJE_CAMAS_TOTALES_OCUPADAS
ISLAS BALEARES,2021-04-18,65.13
ISLAS BALEARES,2021-04-19,68.83
ISLAS BALEARES,2021-04-20,70.15
ISLAS BALEARES,2021-04-21,70.33
ISLAS BALEARES,2021-04-22,71.05
ISLAS BALEARES,2021-04-23,66.16
ISLAS BALEARES,2021-04-24,66.12
ISLAS BALEARES,2021-04-25,66.5
ISLAS BALEARES,2021-04-26,67.09
ISLAS BALEARES,2021-04-27,71.2
ISLAS BALEARES,2021-04-28,72.09
ISLAS BALEARES,2021-04-29,72.81
ISLAS BALEARES,2021-04-30,69.3
ISLAS BALEARES,2021-05-01,69.19
ISLAS BALEARES,2021-05-02,66.38
ISLAS BALEARES,2021-05-03,68.81
ISLAS BALEARES,2021-05-04,70.46
ISLAS BALEARES,2021-05-05,70.67
ISLAS BALEARES,2021-05-06,70.67
ISLAS BALEARES,2021-05-07,66.16
ISLAS BALEARES,2021-05-08,66.19
ISLAS BALEARES,2021-05-09,66.08
ISLAS CANARIAS,2020-08-19,70.28
ISLAS CANARIAS,2020-08-20,69.42
ISLAS CANARIAS,2020-08-21,65.65
ISLAS CANARIAS,2020-08-22,65.56
ISLAS CANARIAS,2020-08-23,66.55
ISLAS CANARIAS,2020-08-24,67.72
ISLAS CANARIAS,2020-08-25,69.84
ISLAS CANARIAS,2020-08-26,68.28
ISLAS CANARIAS,2020-08-27,67.45
ISLAS CANARIAS,2020-08-28,64.66
ISLAS CANARIAS,2020-08-29,64.64
ISLAS CANARIAS,2020-08-30,67.08
ISLAS CANARIAS,2020-08-31,68.76
ISLAS CANARIAS,2020-09-01,69.49
ISLAS CANARIAS,2020-09-02,69.46
ISLAS CANARIAS,2020-09-03,68.59
ISLAS CANARIAS,2020-09-04,67.16
ISLAS CANARIAS,2020-09-05,66.28
ISLAS CANARIAS,2020-09-06,66.69
ISLAS CANARIAS,2020-09-07,68.24
ISLAS CANARIAS,2020-09-08,69.34
ISLAS CANARIAS,2020-09-09,71.78
ISLAS CANARIAS,2020-09-10,71.66
ISLAS CANARIAS,2020-09-11,68.21
ISLAS CANARIAS,2020-09-12,67.11
ISLAS CANARIAS,2020-09-13,68.51
ISLAS CANARIAS,2020-09-14,70.64
ISLAS CANARIAS,2020-09-15,71.26
ISLAS CANARIAS,2020-09-16,71.24
ISLAS CANARIAS,2020-09-17,69.9
ISLAS CANARIAS,2020-09-18,65.86
ISLAS CANARIAS,2020-09-19,65.67
ISLAS CANARIAS,2020-09-20,69.94
ISLAS CANARIAS,2020-09-21,71.2
ISLAS CANARIAS,2020-09-22,71.7
ISLAS CANARIAS,2020-09-23,70.55
ISLAS CANARIAS,2020-09-24,70.0
ISLAS CANARIAS,2020-09-25,67.79
ISLAS CANARIAS,2020-09-26,67.29
ISLAS CANARIAS,2020-09-27,68.34
ISLAS CANARIAS,2020-09-28,70.87
ISLAS CANARIAS,2020-09-29,71.09
ISLAS CANARIAS,2020-09-30,69.58
ISLAS CANARIAS,2020-10-01,69.11
ISLAS CANARIAS,2020-10-02,65.57
ISLAS CANARIAS,2020-10-03,65.5
ISLAS CANARIAS,2020-10-04,67.13
ISLAS CANARIAS,2020-10-05,69.73
ISLAS CANARIAS,2020-10-06,69.61
ISLAS CANARIAS,2020-10-07,70.14
ISLAS CANARIAS,2020-10-08,70.42
ISLAS CANARIAS,2020-10-09,67.55
ISLAS CANARIAS,2020-10-10,65.58
ISLAS CANARIAS,2020-10-11,66.45
ISLAS CANARIAS,2020-10-12,68.78
ISLAS CANARIAS,2020-10-13,70.61
ISLAS CANARIAS,2020-10-14,70.29
ISLAS CANARIAS,2020-10-15,69.76
ISLAS CANARIAS,2020-10-16,68.11
ISLAS CANARIAS,2020-10-17,64.43
ISLAS CANARIAS,2020-10-18,69.04
ISLAS CANARIAS,2020-10-19,71.85
ISLAS CANARIAS,2020-10-20,70.7
ISLAS CANARIAS,2020-10-21,71.92
ISLAS CANARIAS,2020-10-22,71.25
ISLAS CANARIAS,2020-10-23,67.35
ISLAS CANARIAS,2020-10-24,66.35
ISLAS CANARIAS,2020-10-25,68.75
ISLAS CANARIAS,2020-10-26,71.23
ISLAS CANARIAS,2020-10-27,70.41
ISLAS CANARIAS,2020-10-28,70.96
ISLAS CANARIAS,2020-10-29,70.98
ISLAS CANARIAS,2020-10-30,67.27
ISLAS CANARIAS,2020-10-31,66.06
ISLAS CANARIAS,2020-11-01,66.62
ISLAS CANARIAS,2020-11-02,71.23
ISLAS CANARIAS,2020-11-03,71.57
ISLAS CANARIAS,2020-11-04,71.86
ISLAS CANARIAS,2020-11-05,72.39
ISLAS CANARIAS,2020-11-06,68.87
ISLAS CANARIAS,2020-11-07,68.52
ISLAS CANARIAS,2020-11-08,70.1
ISLAS CANARIAS,2020-11-09,73.61
ISLAS CANARIAS,2020-11-10,73.78
ISLAS CANARIAS,2020-11-11,73.9
ISLAS CANARIAS,2020-11-12,74.18
ISLAS CANARIAS,2020-11-13,71.41
ISLAS CANARIAS,2020-11-14,69.88
ISLAS CANARIAS,2020-11-15,71.92
ISLAS CANARIAS,2020-11-16,73.17
ISLAS CANARIAS,2020-11-17,74.18
ISLAS CANARIAS,2020-11-18,73.79
ISLAS CANARIAS,2020-11-19,73.31
ISLAS CANARIAS,2020-11-20,70.15
ISLAS CANARIAS,2020-11-21,68.93
ISLAS CANARIAS,2020-11-22,70.45
ISLAS CANARIAS,2020-11-23,73.88
ISLAS CANARIAS,2020-11-24,74.45
ISLAS CANARIAS,2020-11-25,75.1
ISLAS CANARIAS,2020-11-26,73.4
ISLAS CANARIAS,2020-11-27,69.74
ISLAS CANARIAS,2020-11-28,68.15
ISLAS CANARIAS,2020-11-29,70.42
ISLAS CANARIAS,2020-11-30,72.3
ISLAS CANARIAS,2020-12-01,72.31
ISLAS CANARIAS,2020-12-02,72.52
ISLAS CANARIAS,2020-12-03,72.25
ISLAS CANARIAS,2020-12-04,68.56
ISLAS CANARIAS,2020-12-05,64.8
ISLAS CANARIAS,2020-12-06,63.57
ISLAS CANARIAS,2020-12-07,62.49
ISLAS CANARIAS,2020-12-08,69.07
ISLAS CANARIAS,2020-12-09,72.02
ISLAS CANARIAS,2020-12-10,73.2
ISLAS CANARIAS,2020-12-11,69.38
ISLAS CANARIAS,2020-12-12,67.98
ISLAS CANARIAS,2020-12-13,70.54
ISLAS CANARIAS,2020-12-14,63.78
ISLAS CANARIAS,2020-12-15,72.0
ISLAS CANARIAS,2020-12-16,72.93
ISLAS CANARIAS,2020-12-17,73.23
ISLAS CANARIAS,2020-12-18,68.85
ISLAS CANARIAS,2020-12-19,68.15
ISLAS CANARIAS,2020-12-20,69.61
ISLAS CANARIAS,2020-12-21,69.24
ISLAS CANARIAS,2020-12-22,68.97
ISLAS CANARIAS,2020-12-23,64.63
ISLAS CANARIAS,2020-12-24,63.19
ISLAS CANARIAS,2020-12-25,60.98
ISLAS CANARIAS,2020-12-26,61.62
ISLAS CANARIAS,2020-12-27,65.43
ISLAS CANARIAS,2020-12-28,68.02
ISLAS CANARIAS,2020-12-29,68.42
ISLAS CANARIAS,2020-12-30,65.71
ISLAS CANARIAS,2020-12-31,65.03
ISLAS CANARIAS,2021-01-01,62.87
ISLAS CANARIAS,2021-01-02,63.86
ISLAS CANARIAS,2021-01-03,68.18
ISLAS CANARIAS,2021-01-04,68.42
ISLAS CANARIAS,2021-01-05,67.36
ISLAS CANARIAS,2021-01-06,67.56
ISLAS CANARIAS,2021-01-07,68.96
ISLAS CANARIAS,2021-01-08,67.27
ISLAS CANARIAS,2021-01-09,66.59
ISLAS CANARIAS,2021-01-10,69.35
ISLAS CANARIAS,2021-01-11,71.71
ISLAS CANARIAS,2021-01-12,72.21
ISLAS CANARIAS,2021-01-13,72.97
ISLAS CANARIAS,2021-01-14,72.95
ISLAS CANARIAS,2021-01-15,68.71
ISLAS CANARIAS,2021-01-16,67.84
ISLAS CANARIAS,2021-01-17,68.97
ISLAS CANARIAS,2021-01-18,72.45
ISLAS CANARIAS,2021-01-19,72.66
ISLAS CANARIAS,2021-01-20,72.16
ISLAS CANARIAS,2021-01-21,72.82
ISLAS CANARIAS,2021-01-22,70.02
ISLAS CANARIAS,2021-01-23,68.94
ISLAS CANARIAS,2021-01-24,69.8
ISLAS CANARIAS,2021-01-25,73.04
ISLAS CANARIAS,2021-01-26,73.44
ISLAS CANARIAS,2021-01-27,73.52
ISLAS CANARIAS,2021-01-28,73.56
ISLAS CANARIAS,2021-01-29,70.44
ISLAS CANARIAS,2021-01-30,69.22
ISLAS CANARIAS,2021-01-31,70.79
ISLAS CANARIAS,2021-02-01,72.41
ISLAS CANARIAS,2021-02-02,71.58
ISLAS CANARIAS,2021-02-03,73.87
ISLAS CANARIAS,2021-02-04,74.38
ISLAS CANARIAS,2021-02-05,70.39
ISLAS CANARIAS,2021-02-06,69.6
ISLAS CANARIAS,2021-02-07,71.57
ISLAS CANARIAS,2021-02-08,74.29
ISLAS CANARIAS,2021-02-09,74.06
ISLAS CANARIAS,2021-02-10,74.18
ISLAS CANARIAS,2021-02-11,73.72
ISLAS CANARIAS,2021-02-12,69.79
ISLAS CANARIAS,2021-02-13,69.88
ISLAS CANARIAS,2021-02-14,70.35
ISLAS CANARIAS,2021-02-15,72.56
ISLAS CANARIAS,2021-02-16,72.99
ISLAS CANARIAS,2021-02-17,74.69
ISLAS CANARIAS,2021-02-18,74.23
ISLAS CANARIAS,2021-02-19,72.06
ISLAS CANARIAS,2021-02-20,70.48
ISLAS CANARIAS,2021-02-21,72.95
ISLAS CANARIAS,2021-02-22,75.75
ISLAS CANARIAS,2021-02-23,74.42
ISLAS CANARIAS,2021-02-24,76.34
ISLAS CANARIAS,2021-02-25,75.48
ISLAS CANARIAS,2021-02-26,71.24
ISLAS CANARIAS,2021-02-27,69.93
ISLAS CANARIAS,2021-02-28,71.32
ISLAS CANARIAS,2021-03-01,75.08
ISLAS CANARIAS,2021-03-02,74.18
ISLAS CANARIAS,2021-03-03,75.44
ISLAS CANARIAS,2021-03-04,74.99
ISLAS CANARIAS,2021-03-05,71.11
ISLAS CANARIAS,2021-03-06,70.34
ISLAS CANARIAS,2021-03-07,72.52
ISLAS CANARIAS,2021-03-08,75.1
ISLAS CANARIAS,2021-03-09,75.09
ISLAS CANARIAS,2021-03-10,75.22
ISLAS CANARIAS,2021-03-11,74.61
ISLAS CANARIAS,2021-03-12,71.15
ISLAS CANARIAS,2021-03-13,70.56
ISLAS CANARIAS,2021-03-14,70.5
ISLAS CANARIAS,2021-03-15,72.91
ISLAS CANARIAS,2021-03-16,73.47
ISLAS CANARIAS,2021-03-17,74.04
ISLAS CANARIAS,2021-03-18,73.83
ISLAS CANARIAS,2021-03-19,69.87
ISLAS CANARIAS,2021-03-20,67.22
ISLAS CANARIAS,2021-03-21,71.57
ISLAS CANARIAS,2021-03-22,73.83
ISLAS CANARIAS,2021-03-23,74.33
ISLAS CANARIAS,2021-03-24,74.02
ISLAS CANARIAS,2021-03-25,74.85
ISLAS CANARIAS,2021-03-26,70.95
ISLAS CANARIAS,2021-03-27,69.99
ISLAS CANARIAS,2021-03-28,71.0
ISLAS CANARIAS,2021-03-29,71.55
ISLAS CANARIAS,2021-03-30,72.47
ISLAS CANARIAS,2021-03-31,68.45
ISLAS CANARIAS,2021-04-01,66.34
ISLAS CANARIAS,2021-04-02,66.39
ISLAS CANARIAS,2021-04-03,66.88
ISLAS CANARIAS,2021-04-04,70.12
ISLAS CANARIAS,2021-04-05,74.04
ISLAS CANARIAS,2021-04-06,74.87
ISLAS CANARIAS,2021-04-07,75.05
ISLAS CANARIAS,2021-04-08,74.34
ISLAS CANARIAS,2021-04-09,71.07
ISLAS CANARIAS,2021-04-10,70.09
ISLAS CANARIAS,2021-04-11,71.65
ISLAS CANARIAS,2021-04-12,73.23
ISLAS CANARIAS,2021-04-13,73.65
ISLAS CANARIAS,2021-04-14,72.78
ISLAS CANARIAS,2021-04-15,73.84
ISLAS CANARIAS,2021-04-16,71.47
ISLAS CANARIAS,2021-04-17,69.23
ISLAS CANARIAS,2021-04-18,71.24
ISLAS CANARIAS,2021-04-19,72.94
ISLAS CANARIAS,2021-04-20,73.8
ISLAS CANARIAS,2021-04-21,74.07
ISLAS CANARIAS,2021-04-22,74.37
ISLAS CANARIAS,2021-04-23,70.44
ISLAS CANARIAS,2021-04-24,69.13
ISLAS CANARIAS,2021-04-25,70.66
ISLAS CANARIAS,2021-04-26,72.57
ISLAS CANARIAS,2021-04-27,73.17
ISLAS CANARIAS,2021-04-28,73.52
ISLAS CANARIAS,2021-04-29,73.76
ISLAS CANARIAS,2021-04-30,70.71
ISLAS CANARIAS,2021-05-01,68.65
ISLAS CANARIAS,2021-05-02,70.63
ISLAS CANARIAS,2021-05-03,72.4
ISLAS CANARIAS,2021-05-04,73.55
ISLAS CANARIAS,2021-05-05,73.89
ISLAS CANARIAS,2021-05-06,73.88
ISLAS CANARIAS,2021-05-07,70.87
ISLAS CANARIAS,2021-05-08,67.33
ISLAS CANARIAS,2021-05-09,70.74
LA RIOJA,2020-08-19,63.74
LA RIOJA,2020-08-20,64.16
LA RIOJA,2020-08-21,59.41
LA RIOJA,2020-08-22,59.41
LA RIOJA,2020-08-23,62.48
LA RIOJA,2020-08-24,62.76
LA RIOJA,2020-08-25,62.9
LA RIOJA,2020-08-26,62.2
LA RIOJA,2020-08-27,64.71
LA RIOJA,2020-08-28,61.37
LA RIOJA,2020-08-29,61.37
LA RIOJA,2020-08-30,63.46
LA RIOJA,2020-08-31,65.97
LA RIOJA,2020-09-01,64.44
LA RIOJA,2020-09-02,66.81
LA RIOJA,2020-09-03,67.64
LA RIOJA,2020-09-04,64.16
LA RIOJA,2020-09-05,64.16
LA RIOJA,2020-09-06,65.69
LA RIOJA,2020-09-07,67.5
LA RIOJA,2020-09-08,68.2
LA RIOJA,2020-09-09,68.06
LA RIOJA,2020-09-10,68.62
LA RIOJA,2020-09-11,68.48
LA RIOJA,2020-09-12,68.48
LA RIOJA,2020-09-13,66.39
LA RIOJA,2020-09-14,68.48
LA RIOJA,2020-09-15,68.62
LA RIOJA,2020-09-16,69.18
LA RIOJA,2020-09-17,69.18
LA RIOJA,2020-09-18,67.22
LA RIOJA,2020-09-19,67.22
LA RIOJA,2020-09-20,66.81
LA RIOJA,2020-09-21,66.25
LA RIOJA,2020-09-22,64.33
LA RIOJA,2020-09-23,62.6
LA RIOJA,2020-09-24,62.74
LA RIOJA,2020-09-25,59.04
LA RIOJA,2020-09-26,59.04
LA RIOJA,2020-09-27,62.47
LA RIOJA,2020-09-28,64.25
LA RIOJA,2020-09-29,65.62
LA RIOJA,2020-09-30,62.6
LA RIOJA,2020-10-01,55.24
LA RIOJA,2020-10-02,62.96
LA RIOJA,2020-10-03,62.96
LA RIOJA,2020-10-04,63.75
LA RIOJA,2020-10-05,63.46
LA RIOJA,2020-10-06,63.58
LA RIOJA,2020-10-07,65.31
LA RIOJA,2020-10-08,67.28
LA RIOJA,2020-10-09,63.09
LA RIOJA,2020-10-10,63.09
LA RIOJA,2020-10-11,65.06
LA RIOJA,2020-10-12,68.27
LA RIOJA,2020-10-13,72.96
LA RIOJA,2020-10-14,73.33
LA RIOJA,2020-10-15,70.74
LA RIOJA,2020-10-16,67.16
LA RIOJA,2020-10-17,67.16
LA RIOJA,2020-10-18,67.65
LA RIOJA,2020-10-19,70.74
LA RIOJA,2020-10-20,73.33
LA RIOJA,2020-10-21,72.96
LA RIOJA,2020-10-22,73.33
LA RIOJA,2020-10-23,71.85
LA RIOJA,2020-10-24,71.85
LA RIOJA,2020-10-25,71.98
LA RIOJA,2020-10-26,75.19
LA RIOJA,2020-10-27,73.33
LA RIOJA,2020-10-28,74.2
LA RIOJA,2020-10-29,73.58
LA RIOJA,2020-10-30,70.37
LA RIOJA,2020-10-31,70.37
LA RIOJA,2020-11-01,72.84
LA RIOJA,2020-11-02,73.95
LA RIOJA,2020-11-03,72.96
LA RIOJA,2020-11-04,70.86
LA RIOJA,2020-11-05,74.81
LA RIOJA,2020-11-06,72.22
LA RIOJA,2020-11-07,72.22
LA RIOJA,2020-11-08,73.58
LA RIOJA,2020-11-09,76.79
LA RIOJA,2020-11-10,77.28
LA RIOJA,2020-11-11,75.43
LA RIOJA,2020-11-12,74.94
LA RIOJA,2020-11-13,71.6
LA RIOJA,2020-11-14,71.6
LA RIOJA,2020-11-15,72.96
LA RIOJA,2020-11-16,73.58
LA RIOJA,2020-11-17,72.59
LA RIOJA,2020-11-18,70.62
LA RIOJA,2020-11-19,69.75
LA RIOJA,2020-11-20,65.8
LA RIOJA,2020-11-21,65.8
LA RIOJA,2020-11-22,68.77
LA RIOJA,2020-11-23,68.64
LA RIOJA,2020-11-24,70.12
LA RIOJA,2020-11-25,68.52
LA RIOJA,2020-11-26,71.73
LA RIOJA,2020-11-27,67.78
LA RIOJA,2020-11-28,67.78
LA RIOJA,2020-11-29,71.36
LA RIOJA,2020-11-30,69.26
LA RIOJA,2020-12-01,69.88
LA RIOJA,2020-12-02,72.72
LA RIOJA,2020-12-03,69.51
LA RIOJA,2020-12-04,60.49
LA RIOJA,2020-12-05,60.49
LA RIOJA,2020-12-06,63.46
LA RIOJA,2020-12-07,63.29
LA RIOJA,2020-12-08,66.67
LA RIOJA,2020-12-09,66.42
LA RIOJA,2020-12-10,66.17
LA RIOJA,2020-12-11,64.81
LA RIOJA,2020-12-12,64.81
LA RIOJA,2020-12-13,67.16
LA RIOJA,2020-12-14,68.15
LA RIOJA,2020-12-15,68.4
LA RIOJA,2020-12-16,65.43
LA RIOJA,2020-12-17,68.27
LA RIOJA,2020-12-18,64.57
LA RIOJA,2020-12-19,62.1
LA RIOJA,2020-12-20,62.1
LA RIOJA,2020-12-21,68.27
LA RIOJA,2020-12-22,61.73
LA RIOJA,2020-12-23,61.98
LA RIOJA,2020-12-24,57.65
LA RIOJA,2020-12-25,57.41
LA RIOJA,2020-12-26,59.04
LA RIOJA,2020-12-27,59.51
LA RIOJA,2020-12-28,63.09
LA RIOJA,2020-12-29,63.09
LA RIOJA,2020-12-30,58.52
LA RIOJA,2020-12-31,58.52
LA RIOJA,2021-01-01,57.65
LA RIOJA,2021-01-02,57.65
LA RIOJA,2021-01-03,65.43
LA RIOJA,2021-01-04,64.69
LA RIOJA,2021-01-05,64.69
LA RIOJA,2021-01-06,65.8
LA RIOJA,2021-01-07,65.93
LA RIOJA,2021-01-08,68.64
LA RIOJA,2021-01-09,68.64
LA RIOJA,2021-01-10,72.35
LA RIOJA,2021-01-11,72.59
LA RIOJA,2021-01-12,73.46
LA RIOJA,2021-01-13,72.47
LA RIOJA,2021-01-14,75.68
LA RIOJA,2021-01-15,72.84
LA RIOJA,2021-01-16,72.84
LA RIOJA,2021-01-17,74.44
LA RIOJA,2021-01-18,77.04
LA RIOJA,2021-01-19,78.89
LA RIOJA,2021-01-20,77.65
LA RIOJA,2021-01-21,80.25
LA RIOJA,2021-01-22,76.09
LA RIOJA,2021-01-23,76.09
LA RIOJA,2021-01-24,78.26
LA RIOJA,2021-01-25,76.34
LA RIOJA,2021-01-26,78.02
LA RIOJA,2021-01-27,78.85
LA RIOJA,2021-01-28,77.42
LA RIOJA,2021-01-29,73.6
LA RIOJA,2021-01-30,73.6
LA RIOJA,2021-01-31,74.31
LA RIOJA,2021-02-01,71.57
LA RIOJA,2021-02-02,71.09
LA RIOJA,2021-02-03,71.33
LA RIOJA,2021-02-04,73.6
LA RIOJA,2021-02-05,72.28
LA RIOJA,2021-02-06,72.28
LA RIOJA,2021-02-07,72.28
LA RIOJA,2021-02-08,73.0
LA RIOJA,2021-02-09,70.25
LA RIOJA,2021-02-10,69.06
LA RIOJA,2021-02-11,67.38
LA RIOJA,2021-02-12,64.64
LA RIOJA,2021-02-13,64.64
LA RIOJA,2021-02-14,65.11
LA RIOJA,2021-02-15,63.08
LA RIOJA,2021-02-16,61.89
LA RIOJA,2021-02-17,62.49
LA RIOJA,2021-02-18,64.52
LA RIOJA,2021-02-19,63.32
LA RIOJA,2021-02-20,63.32
LA RIOJA,2021-02-21,62.72
LA RIOJA,2021-02-22,64.04
LA RIOJA,2021-02-23,63.8
LA RIOJA,2021-02-24,62.72
LA RIOJA,2021-02-25,63.68
LA RIOJA,2021-02-26,62.13
LA RIOJA,2021-02-27,62.13
LA RIOJA,2021-02-28,73.72
LA RIOJA,2021-03-01,72.34
LA RIOJA,2021-03-02,71.09
LA RIOJA,2021-03-03,72.75
LA RIOJA,2021-03-04,73.86
LA RIOJA,2021-03-05,71.23
LA RIOJA,2021-03-06,71.23
LA RIOJA,2021-03-07,73.72
LA RIOJA,2021-03-08,80.08
LA RIOJA,2021-03-09,79.39
LA RIOJA,2021-03-10,77.73
LA RIOJA,2021-03-11,78.7
LA RIOJA,2021-03-12,74.69
LA RIOJA,2021-03-13,74.69
LA RIOJA,2021-03-14,77.87
LA RIOJA,2021-03-15,76.21
LA RIOJA,2021-03-16,75.8
LA RIOJA,2021-03-17,75.52
LA RIOJA,2021-03-18,76.49
LA RIOJA,2021-03-19,73.72
LA RIOJA,2021-03-20,73.72
LA RIOJA,2021-03-21,76.35
LA RIOJA,2021-03-22,75.24
LA RIOJA,2021-03-23,78.84
LA RIOJA,2021-03-24,79.39
LA RIOJA,2021-03-25,79.53
LA RIOJA,2021-03-26,76.21
LA RIOJA,2021-03-27,76.21
LA RIOJA,2021-03-28,77.87
LA RIOJA,2021-03-29,78.01
LA RIOJA,2021-03-30,76.21
LA RIOJA,2021-03-31,76.21
LA RIOJA,2021-04-01,76.21
LA RIOJA,2021-04-02,72.75
LA RIOJA,2021-04-03,72.75
LA RIOJA,2021-04-04,71.09
LA RIOJA,2021-04-05,77.87
LA RIOJA,2021-04-06,78.7
LA RIOJA,2021-04-07,76.9
LA RIOJA,2021-04-08,73.86
LA RIOJA,2021-04-09,69.99
LA RIOJA,2021-04-10,69.99
LA RIOJA,2021-04-11,72.75
LA RIOJA,2021-04-12,77.46
LA RIOJA,2021-04-13,78.84
LA RIOJA,2021-04-14,79.53
LA RIOJA,2021-04-15,82.16
LA RIOJA,2021-04-16,76.9
LA RIOJA,2021-04-17,76.9
LA RIOJA,2021-04-18,78.42
LA RIOJA,2021-04-19,81.6
LA RIOJA,2021-04-20,83.68
LA RIOJA,2021-04-21,83.68
LA RIOJA,2021-04-22,85.48
LA RIOJA,2021-04-23,78.42
LA RIOJA,2021-04-24,78.42
LA RIOJA,2021-04-25,79.81
LA RIOJA,2021-04-26,81.6
LA RIOJA,2021-04-27,82.57
LA RIOJA,2021-04-28,81.88
LA RIOJA,2021-04-29,82.16
LA RIOJA,2021-04-30,81.88
LA RIOJA,2021-05-01,81.88
LA RIOJA,2021-05-02,74.0
LA RIOJA,2021-05-03,80.36
LA RIOJA,2021-05-04,80.5
LA RIOJA,2021-05-05,80.22
LA RIOJA,2021-05-06,80.5
LA RIOJA,2021-05-07,75.93
LA RIOJA,2021-05-08,75.93
LA RIOJA,2021-05-09,79.67
MADRID,2020-08-19,73.35
MADRID,2020-08-20,73.73
MADRID,2020-08-21,70.36
MADRID,2020-08-22,70.93
MADRID,2020-08-23,73.26
MADRID,2020-08-24,74.26
MADRID,2020-08-25,75.99
MADRID,2020-08-26,76.33
MADRID,2020-08-27,76.1
MADRID,2020-08-28,72.73
MADRID,2020-08-29,72.79
MADRID,2020-08-30,74.62
MADRID,2020-08-31,75.7
MADRID,2020-09-01,77.71
MADRID,2020-09-02,77.41
MADRID,2020-09-03,77.88
MADRID,2020-09-04,74.52
MADRID,2020-09-05,74.97
MADRID,2020-09-06,76.18
MADRID,2020-09-07,77.99
MADRID,2020-09-08,79.69
MADRID,2020-09-09,79.71
MADRID,2020-09-10,79.75
MADRID,2020-09-11,77.08
MADRID,2020-09-12,78.16
MADRID,2020-09-13,78.0
MADRID,2020-09-14,80.54
MADRID,2020-09-15,82.28
MADRID,2020-09-16,79.22
MADRID,2020-09-17,83.07
MADRID,2020-09-18,78.46
MADRID,2020-09-19,79.16
MADRID,2020-09-20,79.72
MADRID,2020-09-21,81.65
MADRID,2020-09-22,82.45
MADRID,2020-09-23,84.05
MADRID,2020-09-24,83.64
MADRID,2020-09-25,79.55
MADRID,2020-09-26,79.71
MADRID,2020-09-27,80.73
MADRID,2020-09-28,82.65
MADRID,2020-09-29,82.72
MADRID,2020-09-30,83.19
MADRID,2020-10-01,81.8
MADRID,2020-10-02,77.64
MADRID,2020-10-03,78.14
MADRID,2020-10-04,79.04
MADRID,2020-10-05,80.87
MADRID,2020-10-06,82.1
MADRID,2020-10-07,82.18
MADRID,2020-10-08,81.38
MADRID,2020-10-09,75.82
MADRID,2020-10-10,75.75
MADRID,2020-10-11,76.46
MADRID,2020-10-12,77.64
MADRID,2020-10-13,80.08
MADRID,2020-10-14,81.0
MADRID,2020-10-15,81.48
MADRID,2020-10-16,77.16
MADRID,2020-10-17,77.48
MADRID,2020-10-18,78.64
MADRID,2020-10-19,80.33
MADRID,2020-10-20,82.06
MADRID,2020-10-21,82.75
MADRID,2020-10-22,82.64
MADRID,2020-10-23,77.32
MADRID,2020-10-24,77.68
MADRID,2020-10-25,78.54
MADRID,2020-10-26,79.58
MADRID,2020-10-27,79.96
MADRID,2020-10-28,81.42
MADRID,2020-10-29,80.39
MADRID,2020-10-30,75.23
MADRID,2020-10-31,75.33
MADRID,2020-11-01,74.98
MADRID,2020-11-02,76.79
MADRID,2020-11-03,79.53
MADRID,2020-11-04,80.81
MADRID,2020-11-05,80.53
MADRID,2020-11-06,76.26
MADRID,2020-11-07,75.97
MADRID,2020-11-08,75.82
MADRID,2020-11-09,77.19
MADRID,2020-11-10,78.93
MADRID,2020-11-11,79.69
MADRID,2020-11-12,80.35
MADRID,2020-11-13,75.42
MADRID,2020-11-14,75.44
MADRID,2020-11-15,76.22
MADRID,2020-11-16,78.55
MADRID,2020-11-17,78.96
MADRID,2020-11-18,78.91
MADRID,2020-11-19,78.98
MADRID,2020-11-20,72.72
MADRID,2020-11-21,72.91
MADRID,2020-11-22,75.07
MADRID,2020-11-23,77.0
MADRID,2020-11-24,79.35
MADRID,2020-11-25,79.54
MADRID,2020-11-26,77.59
MADRID,2020-11-27,73.68
MADRID,2020-11-28,73.68
MADRID,2020-11-29,74.93
MADRID,2020-11-30,77.08
MADRID,2020-12-01,77.9
MADRID,2020-12-02,79.49
MADRID,2020-12-03,78.94
MADRID,2020-12-04,72.95
MADRID,2020-12-05,72.29
MADRID,2020-12-06,71.22
MADRID,2020-12-07,70.57
MADRID,2020-12-08,74.11
MADRID,2020-12-09,77.98
MADRID,2020-12-10,79.15
MADRID,2020-12-11,74.43
MADRID,2020-12-12,74.71
MADRID,2020-12-13,76.4
MADRID,2020-12-14,78.91
MADRID,2020-12-15,80.44
MADRID,2020-12-16,81.55
MADRID,2020-12-17,81.08
MADRID,2020-12-18,75.88
MADRID,2020-12-19,75.78
MADRID,2020-12-20,75.87
MADRID,2020-12-21,77.88
MADRID,2020-12-22,75.94
MADRID,2020-12-23,67.76
MADRID,2020-12-24,66.45
MADRID,2020-12-25,64.03
MADRID,2020-12-26,64.46
MADRID,2020-12-27,69.29
MADRID,2020-12-28,72.84
MADRID,2020-12-29,73.08
MADRID,2020-12-30,68.32
MADRID,2020-12-31,67.5
MADRID,2021-01-01,64.96
MADRID,2021-01-02,67.19
MADRID,2021-01-03,72.31
MADRID,2021-01-04,74.96
MADRID,2021-01-05,74.46
MADRID,2021-01-06,74.93
MADRID,2021-01-07,77.28
MADRID,2021-01-08,74.85
MADRID,2021-01-09,75.41
MADRID,2021-01-10,78.62
MADRID,2021-01-11,78.58
MADRID,2021-01-12,80.28
MADRID,2021-01-13,80.17
MADRID,2021-01-14,80.45
