CCAA,Fecha,PORCENTAJE_CAMAS_TOTALES_OCUPADAS
EXTREMADURA,2020-10-15,58.64
EXTREMADURA,2020-10-16,53.36
EXTREMADURA,2020-10-17,55.02
EXTREMADURA,2020-10-18,57.01
EXTREMADURA,2020-10-19,59.48
EXTREMADURA,2020-10-20,59.23
EXTREMADURA,2020-10-21,60.68
EXTREMADURA,2020-10-22,60.39
EXTREMADURA,2020-10-23,59.35
EXTREMADURA,2020-10-24,58.56
EXTREMADURA,2020-10-25,60.31
EXTREMADURA,2020-10-26,61.26
EXTREMADURA,2020-10-27,57.65
EXTREMADURA,2020-10-28,62.08
EXTREMADURA,2020-10-29,60.65
EXTREMADURA,2020-10-30,57.04
EXTREMADURA,2020-10-31,54.25
EXTREMADURA,2020-11-01,55.45
EXTREMADURA,2020-11-02,58.1
EXTREMADURA,2020-11-03,62.41
EXTREMADURA,2020-11-04,64.03
EXTREMADURA,2020-11-05,62.08
EXTREMADURA,2020-11-06,57.58
EXTREMADURA,2020-11-07,57.51
EXTREMADURA,2020-11-08,61.63
EXTREMADURA,2020-11-09,64.4
EXTREMADURA,2020-11-10,66.38
EXTREMADURA,2020-11-11,64.22
EXTREMADURA,2020-11-12,62.83
EXTREMADURA,2020-11-13,56.08
EXTREMADURA,2020-11-14,54.67
EXTREMADURA,2020-11-15,59.14
EXTREMADURA,2020-11-16,61.02
EXTREMADURA,2020-11-17,61.54
EXTREMADURA,2020-11-18,62.89
EXTREMADURA,2020-11-19,61.28
EXTREMADURA,2020-11-20,55.98
EXTREMADURA,2020-11-21,55.74
EXTREMADURA,2020-11-22,58.45
EXTREMADURA,2020-11-23,60.99
EXTREMADURA,2020-11-24,58.16
EXTREMADURA,2020-11-25,61.78
EXTREMADURA,2020-11-26,59.26
EXTREMADURA,2020-11-27,56.21
EXTREMADURA,2020-11-28,55.39
EXTREMADURA,2020-11-29,58.07
EXTREMADURA,2020-11-30,61.09
EXTREMADURA,2020-12-01,57.12
EXTREMADURA,2020-12-02,60.18
EXTREMADURA,2020-12-03,58.31
EXTREMADURA,2020-12-04,52.59
EXTREMADURA,2020-12-05,50.83
EXTREMADURA,2020-12-06,51.4
EXTREMADURA,2020-12-07,52.45
EXTREMADURA,2020-12-08,55.51
EXTREMADURA,2020-12-09,56.89
EXTREMADURA,2020-12-10,58.28
EXTREMADURA,2020-12-11,53.29
EXTREMADURA,2020-12-12,52.88
EXTREMADURA,2020-12-13,57.61
EXTREMADURA,2020-12-14,58.62
EXTREMADURA,2020-12-15,59.85
EXTREMADURA,2020-12-16,60.2
EXTREMADURA,2020-12-17,58.09
EXTREMADURA,2020-12-18,52.09
EXTREMADURA,2020-12-19,49.13
EXTREMADURA,2020-12-20,53.3
EXTREMADURA,2020-12-21,53.61
EXTREMADURA,2020-12-22,52.0
EXTREMADURA,2020-12-23,42.03
EXTREMADURA,2020-12-24,41.69
EXTREMADURA,2020-12-25,42.28
EXTREMADURA,2020-12-26,43.07
EXTREMADURA,2020-12-27,49.48
EXTREMADURA,2020-12-28,51.09
EXTREMADURA,2020-12-29,50.08
EXTREMADURA,2020-12-30,45.66
EXTREMADURA,2020-12-31,44.78
EXTREMADURA,2021-01-01,47.68
EXTREMADURA,2021-01-02,47.78
EXTREMADURA,2021-01-03,54.99
EXTREMADURA,2021-01-04,57.21
EXTREMADURA,2021-01-05,55.32
EXTREMADURA,2021-01-06,58.13
EXTREMADURA,2021-01-07,58.85
EXTREMADURA,2021-01-08,55.19
EXTREMADURA,2021-01-09,55.25
EXTREMADURA,2021-01-10,63.06
EXTREMADURA,2021-01-11,64.6
EXTREMADURA,2021-01-12,65.69
EXTREMADURA,2021-01-13,64.98
EXTREMADURA,2021-01-14,65.71
EXTREMADURA,2021-01-15,60.34
EXTREMADURA,2021-01-16,60.19
EXTREMADURA,2021-01-17,66.94
EXTREMADURA,2021-01-18,68.47
EXTREMADURA,2021-01-19,67.72
EXTREMADURA,2021-01-20,68.44
EXTREMADURA,2021-01-21,67.94
EXTREMADURA,2021-01-22,63.25
EXTREMADURA,2021-01-23,63.49
EXTREMADURA,2021-01-24,65.33
EXTREMADURA,2021-01-25,66.27
EXTREMADURA,2021-01-26,63.83
EXTREMADURA,2021-01-27,64.69
EXTREMADURA,2021-01-28,64.89
EXTREMADURA,2021-01-29,59.52
EXTREMADURA,2021-01-30,59.52
EXTREMADURA,2021-01-31,62.18
EXTREMADURA,2021-02-01,61.98
EXTREMADURA,2021-02-02,60.83
EXTREMADURA,2021-02-03,61.26
EXTREMADURA,2021-02-04,60.89
EXTREMADURA,2021-02-05,55.17
EXTREMADURA,2021-02-06,54.83
EXTREMADURA,2021-02-07,57.72
EXTREMADURA,2021-02-08,57.96
EXTREMADURA,2021-02-09,57.64
EXTREMADURA,2021-02-10,57.93
EXTREMADURA,2021-02-11,57.76
EXTREMADURA,2021-02-12,52.43
EXTREMADURA,2021-02-13,51.68
EXTREMADURA,2021-02-14,55.8
EXTREMADURA,2021-02-15,55.39
EXTREMADURA,2021-02-16,57.68
EXTREMADURA,2021-02-17,60.51
EXTREMADURA,2021-02-18,59.27
EXTREMADURA,2021-02-19,53.5
EXTREMADURA,2021-02-20,52.73
EXTREMADURA,2021-02-21,54.76
EXTREMADURA,2021-02-22,59.27
EXTREMADURA,2021-02-23,59.57
EXTREMADURA,2021-02-24,59.1
EXTREMADURA,2021-02-25,57.33
EXTREMADURA,2021-02-26,50.51
EXTREMADURA,2021-02-27,50.1
EXTREMADURA,2021-02-28,53.43
EXTREMADURA,2021-03-01,54.72
EXTREMADURA,2021-03-02,56.14
EXTREMADURA,2021-03-03,57.87
EXTREMADURA,2021-03-04,56.85
EXTREMADURA,2021-03-05,50.9
EXTREMADURA,2021-03-06,50.26
EXTREMADURA,2021-03-07,55.46
EXTREMADURA,2021-03-08,57.23
EXTREMADURA,2021-03-09,58.52
EXTREMADURA,2021-03-10,60.12
EXTREMADURA,2021-03-11,58.45
EXTREMADURA,2021-03-12,51.24
EXTREMADURA,2021-03-13,50.26
EXTREMADURA,2021-03-14,54.03
EXTREMADURA,2021-03-15,56.65
EXTREMADURA,2021-03-16,58.4
EXTREMADURA,2021-03-17,57.89
EXTREMADURA,2021-03-18,51.38
EXTREMADURA,2021-03-19,50.19
EXTREMADURA,2021-03-20,50.49
EXTREMADURA,2021-03-21,54.3
EXTREMADURA,2021-03-22,59.36
EXTREMADURA,2021-03-23,58.44
EXTREMADURA,2021-03-24,57.32
EXTREMADURA,2021-03-25,56.84
EXTREMADURA,2021-03-26,52.9
EXTREMADURA,2021-03-27,51.85
EXTREMADURA,2021-03-28,53.96
EXTREMADURA,2021-03-29,57.23
EXTREMADURA,2021-03-30,54.61
EXTREMADURA,2021-03-31,47.69
EXTREMADURA,2021-04-01,48.81
EXTREMADURA,2021-04-02,48.98
EXTREMADURA,2021-04-03,49.63
EXTREMADURA,2021-04-04,56.75
EXTREMADURA,2021-04-05,59.06
EXTREMADURA,2021-04-06,60.85
EXTREMADURA,2021-04-07,60.35
EXTREMADURA,2021-04-08,59.97
EXTREMADURA,2021-04-09,54.68
EXTREMADURA,2021-04-10,52.07
EXTREMADURA,2021-04-11,53.05
EXTREMADURA,2021-04-12,55.83
EXTREMADURA,2021-04-13,59.46
EXTREMADURA,2021-04-14,59.76
EXTREMADURA,2021-04-15,58.68
EXTREMADURA,2021-04-16,53.17
EXTREMADURA,2021-04-17,51.75
EXTREMADURA,2021-04-18,56.03
EXTREMADURA,2021-04-19,58.37
EXTREMADURA,2021-04-20,54.7
EXTREMADURA,2021-04-21,59.93
EXTREMADURA,2021-04-22,57.86
EXTREMADURA,2021-04-23,52.33
EXTREMADURA,2021-04-24,52.8
EXTREMADURA,2021-04-25,54.43
EXTREMADURA,2021-04-26,59.02
EXTREMADURA,2021-04-27,59.63
EXTREMADURA,2021-04-28,61.56
EXTREMADURA,2021-04-29,60.46
EXTREMADURA,2021-04-30,47.92
EXTREMADURA,2021-05-01,47.88
EXTREMADURA,2021-05-02,54.57
EXTREMADURA,2021-05-03,59.73
EXTREMADURA,2021-05-04,59.35
EXTREMADURA,2021-05-05,58.71
EXTREMADURA,2021-05-06,58.51
EXTREMADURA,2021-05-07,53.55
EXTREMADURA,2021-05-08,52.82
EXTREMADURA,2021-05-09,57.16
GALICIA,2020-08-19,59.84
GALICIA,2020-08-20,59.37
GALICIA,2020-08-21,54.5
GALICIA,2020-08-22,54.77
GALICIA,2020-08-23,57.58
GALICIA,2020-08-24,59.67
GALICIA,2020-08-25,60.11
GALICIA,2020-08-26,60.81
GALICIA,2020-08-27,60.64
GALICIA,2020-08-28,56.67
GALICIA,2020-08-29,55.63
GALICIA,2020-08-30,58.89
GALICIA,2020-08-31,60.7
GALICIA,2020-09-01,62.02
GALICIA,2020-09-02,62.26
GALICIA,2020-09-03,62.35
GALICIA,2020-09-04,58.64
GALICIA,2020-09-05,58.48
GALICIA,2020-09-06,61.28
GALICIA,2020-09-07,63.25
GALICIA,2020-09-08,64.57
GALICIA,2020-09-09,65.79
GALICIA,2020-09-10,64.56
GALICIA,2020-09-11,59.59
GALICIA,2020-09-12,59.03
GALICIA,2020-09-13,62.96
GALICIA,2020-09-14,64.57
GALICIA,2020-09-15,65.62
GALICIA,2020-09-16,66.05
GALICIA,2020-09-17,67.18
GALICIA,2020-09-18,62.2
GALICIA,2020-09-19,61.95
GALICIA,2020-09-20,63.97
GALICIA,2020-09-21,65.14
GALICIA,2020-09-22,64.59
GALICIA,2020-09-23,65.73
GALICIA,2020-09-24,65.06
GALICIA,2020-09-25,58.58
GALICIA,2020-09-26,58.36
GALICIA,2020-09-27,62.47
GALICIA,2020-09-28,65.15
GALICIA,2020-09-29,65.64
GALICIA,2020-09-30,66.13
GALICIA,2020-10-01,65.45
GALICIA,2020-10-02,60.19
GALICIA,2020-10-03,60.0
GALICIA,2020-10-04,64.31
GALICIA,2020-10-05,65.4
GALICIA,2020-10-06,66.02
GALICIA,2020-10-07,67.25
GALICIA,2020-10-08,67.14
GALICIA,2020-10-09,62.24
GALICIA,2020-10-10,61.49
GALICIA,2020-10-11,61.28
GALICIA,2020-10-12,65.56
GALICIA,2020-10-13,68.28
GALICIA,2020-10-14,69.09
GALICIA,2020-10-15,67.88
GALICIA,2020-10-16,64.48
GALICIA,2020-10-17,64.15
GALICIA,2020-10-18,65.96
GALICIA,2020-10-19,65.56
GALICIA,2020-10-20,69.84
GALICIA,2020-10-21,69.47
GALICIA,2020-10-22,68.77
GALICIA,2020-10-23,63.94
GALICIA,2020-10-24,63.26
GALICIA,2020-10-25,65.34
GALICIA,2020-10-26,67.54
GALICIA,2020-10-27,68.49
GALICIA,2020-10-28,68.83
GALICIA,2020-10-29,67.4
GALICIA,2020-10-30,62.47
GALICIA,2020-10-31,62.18
GALICIA,2020-11-01,65.39
GALICIA,2020-11-02,66.2
GALICIA,2020-11-03,67.83
GALICIA,2020-11-04,67.96
GALICIA,2020-11-05,67.19
GALICIA,2020-11-06,62.23
GALICIA,2020-11-07,62.09
GALICIA,2020-11-08,65.62
GALICIA,2020-11-09,67.15
GALICIA,2020-11-10,67.45
GALICIA,2020-11-11,67.77
GALICIA,2020-11-12,61.23
GALICIA,2020-11-13,63.03
GALICIA,2020-11-14,62.59
GALICIA,2020-11-15,65.48
GALICIA,2020-11-16,67.45
GALICIA,2020-11-17,67.6
GALICIA,2020-11-18,65.67
GALICIA,2020-11-19,65.41
GALICIA,2020-11-20,60.94
GALICIA,2020-11-21,60.21
GALICIA,2020-11-22,62.86
GALICIA,2020-11-23,63.75
GALICIA,2020-11-24,63.5
GALICIA,2020-11-25,63.57
GALICIA,2020-11-26,63.41
GALICIA,2020-11-27,58.59
GALICIA,2020-11-28,58.45
GALICIA,2020-11-29,62.31
GALICIA,2020-11-30,63.92
GALICIA,2020-12-01,64.67
GALICIA,2020-12-02,63.99
GALICIA,2020-12-03,63.78
GALICIA,2020-12-04,58.87
GALICIA,2020-12-05,58.45
GALICIA,2020-12-06,60.81
GALICIA,2020-12-07,60.92
GALICIA,2020-12-08,62.69
GALICIA,2020-12-09,65.13
GALICIA,2020-12-10,66.17
GALICIA,2020-12-11,61.89
GALICIA,2020-12-12,61.5
GALICIA,2020-12-13,64.85
GALICIA,2020-12-14,67.15
GALICIA,2020-12-15,68.4
GALICIA,2020-12-16,67.88
GALICIA,2020-12-17,66.57
GALICIA,2020-12-18,59.01
GALICIA,2020-12-19,58.94
GALICIA,2020-12-20,64.12
GALICIA,2020-12-21,64.95
GALICIA,2020-12-22,62.0
GALICIA,2020-12-23,57.72
GALICIA,2020-12-24,57.72
GALICIA,2020-12-25,50.92
GALICIA,2020-12-26,49.92
GALICIA,2020-12-27,54.4
GALICIA,2020-12-28,58.55
GALICIA,2020-12-29,59.05
GALICIA,2020-12-30,55.8
GALICIA,2020-12-31,55.71
GALICIA,2021-01-01,52.17
GALICIA,2021-01-02,51.45
GALICIA,2021-01-03,57.96
GALICIA,2021-01-04,60.53
GALICIA,2021-01-05,60.55
GALICIA,2021-01-06,61.1
GALICIA,2021-01-07,61.72
GALICIA,2021-01-08,58.33
GALICIA,2021-01-09,57.87
GALICIA,2021-01-10,64.54
GALICIA,2021-01-11,66.57
GALICIA,2021-01-12,67.48
GALICIA,2021-01-13,69.1
GALICIA,2021-01-14,69.13
GALICIA,2021-01-15,64.63
GALICIA,2021-01-16,64.5
GALICIA,2021-01-17,66.28
GALICIA,2021-01-18,68.37
GALICIA,2021-01-19,68.66
GALICIA,2021-01-20,68.03
GALICIA,2021-01-21,67.05
GALICIA,2021-01-22,64.07
GALICIA,2021-01-23,63.58
GALICIA,2021-01-24,67.85
GALICIA,2021-01-25,68.35
GALICIA,2021-01-26,68.82
GALICIA,2021-01-27,68.35
GALICIA,2021-01-28,67.79
GALICIA,2021-01-29,63.54
GALICIA,2021-01-30,63.56
GALICIA,2021-01-31,66.8
GALICIA,2021-02-01,67.56
GALICIA,2021-02-02,67.39
GALICIA,2021-02-03,67.75
GALICIA,2021-02-04,67.15
GALICIA,2021-02-05,62.7
GALICIA,2021-02-06,62.54
GALICIA,2021-02-07,65.7
GALICIA,2021-02-08,67.28
GALICIA,2021-02-09,66.3
GALICIA,2021-02-10,66.58
GALICIA,2021-02-11,65.21
GALICIA,2021-02-12,61.84
GALICIA,2021-02-13,61.29
GALICIA,2021-02-14,63.34
GALICIA,2021-02-15,62.76
GALICIA,2021-02-16,64.66
GALICIA,2021-02-17,64.17
GALICIA,2021-02-18,64.98
GALICIA,2021-02-19,60.77
GALICIA,2021-02-20,60.05
GALICIA,2021-02-21,62.54
GALICIA,2021-02-22,65.19
GALICIA,2021-02-23,65.73
GALICIA,2021-02-24,65.79
GALICIA,2021-02-25,65.71
GALICIA,2021-02-26,61.13
GALICIA,2021-02-27,60.67
GALICIA,2021-02-28,64.41
GALICIA,2021-03-01,66.92
GALICIA,2021-03-02,68.06
GALICIA,2021-03-03,68.09
GALICIA,2021-03-04,67.17
GALICIA,2021-03-05,61.87
GALICIA,2021-03-06,61.66
GALICIA,2021-03-07,64.99
GALICIA,2021-03-08,65.66
GALICIA,2021-03-09,66.61
GALICIA,2021-03-10,66.09
GALICIA,2021-03-11,66.73
GALICIA,2021-03-12,61.36
GALICIA,2021-03-13,61.12
GALICIA,2021-03-14,64.33
GALICIA,2021-03-15,66.93
GALICIA,2021-03-16,67.87
GALICIA,2021-03-17,67.24
GALICIA,2021-03-18,66.52
GALICIA,2021-03-19,62.13
GALICIA,2021-03-20,61.98
GALICIA,2021-03-21,65.45
GALICIA,2021-03-22,67.71
GALICIA,2021-03-23,69.01
GALICIA,2021-03-24,69.33
GALICIA,2021-03-25,68.65
GALICIA,2021-03-26,61.59
GALICIA,2021-03-27,61.93
GALICIA,2021-03-28,63.89
GALICIA,2021-03-29,65.69
GALICIA,2021-03-30,64.88
GALICIA,2021-03-31,60.28
GALICIA,2021-04-01,60.05
GALICIA,2021-04-02,59.76
GALICIA,2021-04-03,59.84
GALICIA,2021-04-04,63.42
GALICIA,2021-04-05,67.04
GALICIA,2021-04-06,68.61
GALICIA,2021-04-07,69.05
GALICIA,2021-04-08,68.87
GALICIA,2021-04-09,62.95
GALICIA,2021-04-10,61.65
GALICIA,2021-04-11,64.99
GALICIA,2021-04-12,67.12
GALICIA,2021-04-13,68.01
GALICIA,2021-04-14,68.7
GALICIA,2021-04-15,68.12
GALICIA,2021-04-16,63.01
GALICIA,2021-04-17,61.61
GALICIA,2021-04-18,64.26
GALICIA,2021-04-19,65.92
GALICIA,2021-04-20,67.74
GALICIA,2021-04-21,68.82
GALICIA,2021-04-22,67.43
GALICIA,2021-04-23,62.51
GALICIA,2021-04-24,62.29
GALICIA,2021-04-25,64.54
GALICIA,2021-04-26,68.2
GALICIA,2021-04-27,69.29
GALICIA,2021-04-28,68.96
GALICIA,2021-04-29,68.1
GALICIA,2021-04-30,64.73
GALICIA,2021-05-01,65.22
GALICIA,2021-05-02,64.64
GALICIA,2021-05-03,66.77
GALICIA,2021-05-04,66.78
GALICIA,2021-05-05,67.7
GALICIA,2021-05-06,66.82
GALICIA,2021-05-07,62.36
GALICIA,2021-05-08,61.33
GALICIA,2021-05-09,64.43
ISLAS BALEARES,2020-08-19,67.52
ISLAS BALEARES,2020-08-20,66.16
ISLAS BALEARES,2020-08-21,64.85
ISLAS BALEARES,2020-08-22,64.85
ISLAS BALEARES,2020-08-23,65.89
ISLAS BALEARES,2020-08-24,65.29
ISLAS BALEARES,2020-08-25,68.24
ISLAS BALEARES,2020-08-26,67.18
ISLAS BALEARES,2020-08-27,66.32
ISLAS BALEARES,2020-08-28,65.32
ISLAS BALEARES,2020-08-29,65.23
ISLAS BALEARES,2020-08-30,64.35
ISLAS BALEARES,2020-08-31,68.19
ISLAS BALEARES,2020-09-01,68.96
ISLAS BALEARES,2020-09-02,70.06
ISLAS BALEARES,2020-09-03,66.52
ISLAS BALEARES,2020-09-04,65.06
ISLAS BALEARES,2020-09-05,64.04
ISLAS BALEARES,2020-09-06,65.51
ISLAS BALEARES,2020-09-07,68.05
ISLAS BALEARES,2020-09-08,68.06
ISLAS BALEARES,2020-09-09,68.84
ISLAS BALEARES,2020-09-10,68.29
ISLAS BALEARES,2020-09-11,65.99
ISLAS BALEARES,2020-09-12,65.71
ISLAS BALEARES,2020-09-13,61.12
ISLAS BALEARES,2020-09-14,69.0
ISLAS BALEARES,2020-09-15,69.82
ISLAS BALEARES,2020-09-16,70.84
ISLAS BALEARES,2020-09-17,70.27
ISLAS BALEARES,2020-09-18,67.3
ISLAS BALEARES,2020-09-19,67.33
ISLAS BALEARES,2020-09-20,67.92
ISLAS BALEARES,2020-09-21,69.76
ISLAS BALEARES,2020-09-22,70.02
ISLAS BALEARES,2020-09-23,70.04
ISLAS BALEARES,2020-09-24,70.46
ISLAS BALEARES,2020-09-25,67.39
ISLAS BALEARES,2020-09-26,67.39
ISLAS BALEARES,2020-09-27,66.27
ISLAS BALEARES,2020-09-28,66.79
ISLAS BALEARES,2020-09-29,68.17
ISLAS BALEARES,2020-09-30,65.39
ISLAS BALEARES,2020-10-01,65.84
ISLAS BALEARES,2020-10-02,63.04
ISLAS BALEARES,2020-10-03,60.4
ISLAS BALEARES,2020-10-04,62.58
ISLAS BALEARES,2020-10-05,65.37
ISLAS BALEARES,2020-10-06,67.88
ISLAS BALEARES,2020-10-07,66.79
ISLAS BALEARES,2020-10-08,66.85
ISLAS BALEARES,2020-10-09,62.71
ISLAS BALEARES,2020-10-10,62.47
ISLAS BALEARES,2020-10-11,63.24
ISLAS BALEARES,2020-10-12,64.93
ISLAS BALEARES,2020-10-13,67.72
ISLAS BALEARES,2020-10-14,67.98
ISLAS BALEARES,2020-10-15,67.01
ISLAS BALEARES,2020-10-16,63.93
ISLAS BALEARES,2020-10-17,63.93
ISLAS BALEARES,2020-10-18,63.43
ISLAS BALEARES,2020-10-19,67.94
ISLAS BALEARES,2020-10-20,68.69
ISLAS BALEARES,2020-10-21,69.85
ISLAS BALEARES,2020-10-22,68.52
ISLAS BALEARES,2020-10-23,64.49
ISLAS BALEARES,2020-10-24,64.37
ISLAS BALEARES,2020-10-25,65.53
ISLAS BALEARES,2020-10-26,68.86
ISLAS BALEARES,2020-10-27,69.13
ISLAS BALEARES,2020-10-28,69.66
ISLAS BALEARES,2020-10-29,69.1
ISLAS BALEARES,2020-10-30,66.79
ISLAS BALEARES,2020-10-31,66.67
ISLAS BALEARES,2020-11-01,64.5
ISLAS BALEARES,2020-11-02,67.57
ISLAS BALEARES,2020-11-03,68.79
ISLAS BALEARES,2020-11-04,68.91
ISLAS BALEARES,2020-11-05,69.02
ISLAS BALEARES,2020-11-06,65.13
ISLAS BALEARES,2020-11-07,64.95
ISLAS BALEARES,2020-11-08,66.31
ISLAS BALEARES,2020-11-09,68.31
ISLAS BALEARES,2020-11-10,70.06
ISLAS BALEARES,2020-11-11,67.32
ISLAS BALEARES,2020-11-12,70.85
ISLAS BALEARES,2020-11-13,66.6
ISLAS BALEARES,2020-11-14,66.39
ISLAS BALEARES,2020-11-15,64.98
ISLAS BALEARES,2020-11-16,65.72
ISLAS BALEARES,2020-11-17,69.95
ISLAS BALEARES,2020-11-18,69.26
ISLAS BALEARES,2020-11-19,68.75
ISLAS BALEARES,2020-11-20,65.24
ISLAS BALEARES,2020-11-21,64.82
ISLAS BALEARES,2020-11-22,64.37
ISLAS BALEARES,2020-11-23,67.49
ISLAS BALEARES,2020-11-24,68.26
ISLAS BALEARES,2020-11-25,68.31
ISLAS BALEARES,2020-11-26,68.97
ISLAS BALEARES,2020-11-27,66.2
ISLAS BALEARES,2020-11-28,65.99
ISLAS BALEARES,2020-11-29,65.72
ISLAS BALEARES,2020-11-30,68.23
ISLAS BALEARES,2020-12-01,68.52
ISLAS BALEARES,2020-12-02,68.22
ISLAS BALEARES,2020-12-03,68.69
ISLAS BALEARES,2020-12-04,63.76
ISLAS BALEARES,2020-12-05,63.43
ISLAS BALEARES,2020-12-06,61.34
ISLAS BALEARES,2020-12-07,61.16
ISLAS BALEARES,2020-12-08,63.12
ISLAS BALEARES,2020-12-09,66.75
ISLAS BALEARES,2020-12-10,68.16
ISLAS BALEARES,2020-12-11,65.56
ISLAS BALEARES,2020-12-12,65.32
ISLAS BALEARES,2020-12-13,66.17
ISLAS BALEARES,2020-12-14,68.79
ISLAS BALEARES,2020-12-15,71.59
ISLAS BALEARES,2020-12-16,70.91
ISLAS BALEARES,2020-12-17,65.0
ISLAS BALEARES,2020-12-18,68.07
ISLAS BALEARES,2020-12-19,67.5
ISLAS BALEARES,2020-12-20,68.42
ISLAS BALEARES,2020-12-21,69.71
ISLAS BALEARES,2020-12-22,68.28
ISLAS BALEARES,2020-12-23,63.06
ISLAS BALEARES,2020-12-24,62.55
ISLAS BALEARES,2020-12-25,59.22
ISLAS BALEARES,2020-12-26,58.26
ISLAS BALEARES,2020-12-27,63.6
ISLAS BALEARES,2020-12-28,65.26
ISLAS BALEARES,2020-12-29,64.67
ISLAS BALEARES,2020-12-30,62.09
ISLAS BALEARES,2020-12-31,61.55
ISLAS BALEARES,2021-01-01,59.18
ISLAS BALEARES,2021-01-02,59.36
ISLAS BALEARES,2021-01-03,63.07
ISLAS BALEARES,2021-01-04,66.36
ISLAS BALEARES,2021-01-05,66.3
ISLAS BALEARES,2021-01-06,64.71
ISLAS BALEARES,2021-01-07,66.35
ISLAS BALEARES,2021-01-08,64.51
ISLAS BALEARES,2021-01-09,64.42
ISLAS BALEARES,2021-01-10,67.13
ISLAS BALEARES,2021-01-11,69.01
ISLAS BALEARES,2021-01-12,71.2
ISLAS BALEARES,2021-01-13,69.58
ISLAS BALEARES,2021-01-14,70.65
ISLAS BALEARES,2021-01-15,66.4
ISLAS BALEARES,2021-01-16,66.16
ISLAS BALEARES,2021-01-17,67.83
ISLAS BALEARES,2021-01-18,71.88
ISLAS BALEARES,2021-01-19,71.81
ISLAS BALEARES,2021-01-20,71.16
ISLAS BALEARES,2021-01-21,72.56
ISLAS BALEARES,2021-01-22,71.41
ISLAS BALEARES,2021-01-23,69.88
ISLAS BALEARES,2021-01-24,70.14
ISLAS BALEARES,2021-01-25,72.87
ISLAS BALEARES,2021-01-26,73.15
ISLAS BALEARES,2021-01-27,73.64
ISLAS BALEARES,2021-01-28,72.93
ISLAS BALEARES,2021-01-29,70.45
ISLAS BALEARES,2021-01-30,69.79
ISLAS BALEARES,2021-01-31,69.8
ISLAS BALEARES,2021-02-01,70.77
ISLAS BALEARES,2021-02-02,61.5
ISLAS BALEARES,2021-02-03,71.68
ISLAS BALEARES,2021-02-04,70.19
ISLAS BALEARES,2021-02-05,66.06
ISLAS BALEARES,2021-02-06,65.61
ISLAS BALEARES,2021-02-07,66.46
ISLAS BALEARES,2021-02-08,68.62
ISLAS BALEARES,2021-02-09,68.66
ISLAS BALEARES,2021-02-10,68.79
ISLAS BALEARES,2021-02-11,68.85
ISLAS BALEARES,2021-02-12,64.27
ISLAS BALEARES,2021-02-13,64.18
ISLAS BALEARES,2021-02-14,63.78
ISLAS BALEARES,2021-02-15,66.39
ISLAS BALEARES,2021-02-16,67.36
ISLAS BALEARES,2021-02-17,67.4
ISLAS BALEARES,2021-02-18,65.1
ISLAS BALEARES,2021-02-19,63.37
ISLAS BALEARES,2021-02-20,63.2
ISLAS BALEARES,2021-02-21,65.18
ISLAS BALEARES,2021-02-22,67.58
ISLAS BALEARES,2021-02-23,67.86
ISLAS BALEARES,2021-02-24,67.57
ISLAS BALEARES,2021-02-25,67.1
ISLAS BALEARES,2021-02-26,63.63
ISLAS BALEARES,2021-02-27,63.66
ISLAS BALEARES,2021-02-28,63.33
ISLAS BALEARES,2021-03-01,63.95
ISLAS BALEARES,2021-03-02,66.37
ISLAS BALEARES,2021-03-03,66.61
ISLAS BALEARES,2021-03-04,67.03
ISLAS BALEARES,2021-03-05,63.8
ISLAS BALEARES,2021-03-06,63.71
ISLAS BALEARES,2021-03-07,65.26
ISLAS BALEARES,2021-03-08,68.55
ISLAS BALEARES,2021-03-09,69.84
ISLAS BALEARES,2021-03-10,67.36
ISLAS BALEARES,2021-03-11,60.36
ISLAS BALEARES,2021-03-12,64.77
ISLAS BALEARES,2021-03-13,63.68
ISLAS BALEARES,2021-03-14,64.52
ISLAS BALEARES,2021-03-15,67.82
ISLAS BALEARES,2021-03-16,68.74
ISLAS BALEARES,2021-03-17,70.74
ISLAS BALEARES,2021-03-18,67.63
ISLAS BALEARES,2021-03-19,65.34
ISLAS BALEARES,2021-03-20,65.34
ISLAS BALEARES,2021-03-21,64.51
ISLAS BALEARES,2021-03-22,67.66
ISLAS BALEARES,2021-03-23,69.74
ISLAS BALEARES,2021-03-24,70.77
ISLAS BALEARES,2021-03-25,67.04
ISLAS BALEARES,2021-03-26,66.33
ISLAS BALEARES,2021-03-27,66.33
ISLAS BALEARES,2021-03-28,66.56
ISLAS BALEARES,2021-03-29,68.02
ISLAS BALEARES,2021-03-30,68.7
ISLAS BALEARES,2021-03-31,63.31
ISLAS BALEARES,2021-04-01,62.82
ISLAS BALEARES,2021-04-02,59.67
ISLAS BALEARES,2021-04-03,59.88
ISLAS BALEARES,2021-04-04,60.29
ISLAS BALEARES,2021-04-05,59.09
ISLAS BALEARES,2021-04-06,68.79
ISLAS BALEARES,2021-04-07,68.87
ISLAS BALEARES,2021-04-08,68.57
ISLAS BALEARES,2021-04-09,64.07
ISLAS BALEARES,2021-04-10,63.8
ISLAS BALEARES,2021-04-11,64.9
ISLAS BALEARES,2021-04-12,68.0
ISLAS BALEARES,2021-04-13,71.25
ISLAS BALEARES,2021-04-14,70.75
ISLAS BALEARES,2021-04-15,70.43
ISLAS BALEARES,2021-04-16,66.31
ISLAS BALEARES,2021-04-17,65.6
