Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Mujeres;Cáceres;50-54;15.439
Mujeres;Cáceres;55-59;16.206
Mujeres;Cáceres;60-64;14.191
Mujeres;Cáceres;65-69;11.135
Mujeres;Cáceres;70-74;9.893
Mujeres;Cáceres;75-79;9.228
Mujeres;Cáceres;80-84;8.182
Mujeres;Cáceres;85-89;7.625
Mujeres;Cáceres;90-94;3.639
Mujeres;Cáceres;95-99;988
Mujeres;Cáceres;100 y más;177
Mujeres;GALICIA;Total;1.397.643
Mujeres;GALICIA;0-4;42.331
Mujeres;GALICIA;5-9;51.128
Mujeres;GALICIA;10-14;56.974
Mujeres;GALICIA;15-19;54.527
Mujeres;GALICIA;20-24;53.503
Mujeres;GALICIA;25-29;58.806
Mujeres;GALICIA;30-34;68.100
Mujeres;GALICIA;35-39;86.427
Mujeres;GALICIA;40-44;110.912
Mujeres;GALICIA;45-49;111.639
Mujeres;GALICIA;50-54;107.584
Mujeres;GALICIA;55-59;101.548
Mujeres;GALICIA;60-64;97.441
Mujeres;GALICIA;65-69;86.627
Mujeres;GALICIA;70-74;84.729
Mujeres;GALICIA;75-79;75.017
Mujeres;GALICIA;80-84;59.749
Mujeres;GALICIA;85-89;54.732
Mujeres;GALICIA;90-94;26.756
Mujeres;GALICIA;95-99;7.616
Mujeres;GALICIA;100 y más;1.497
Mujeres;Coruña, A;Total;582.839
Mujeres;Coruña, A;0-4;18.053
Mujeres;Coruña, A;5-9;21.775
Mujeres;Coruña, A;10-14;23.957
Mujeres;Coruña, A;15-19;22.620
Mujeres;Coruña, A;20-24;22.053
Mujeres;Coruña, A;25-29;24.243
Mujeres;Coruña, A;30-34;28.128
Mujeres;Coruña, A;35-39;36.655
Mujeres;Coruña, A;40-44;46.768
Mujeres;Coruña, A;45-49;47.555
Mujeres;Coruña, A;50-54;45.467
Mujeres;Coruña, A;55-59;42.602
Mujeres;Coruña, A;60-64;40.628
Mujeres;Coruña, A;65-69;36.186
Mujeres;Coruña, A;70-74;35.735
Mujeres;Coruña, A;75-79;31.017
Mujeres;Coruña, A;80-84;23.964
Mujeres;Coruña, A;85-89;21.774
Mujeres;Coruña, A;90-94;10.316
Mujeres;Coruña, A;95-99;2.836
Mujeres;Coruña, A;100 y más;507
Mujeres;Lugo;Total;168.025
Mujeres;Lugo;0-4;4.783
Mujeres;Lugo;5-9;5.496
Mujeres;Lugo;10-14;5.735
Mujeres;Lugo;15-19;5.520
Mujeres;Lugo;20-24;5.901
Mujeres;Lugo;25-29;6.764
Mujeres;Lugo;30-34;8.091
Mujeres;Lugo;35-39;9.984
Mujeres;Lugo;40-44;12.046
Mujeres;Lugo;45-49;12.154
Mujeres;Lugo;50-54;12.742
Mujeres;Lugo;55-59;12.774
Mujeres;Lugo;60-64;12.137
Mujeres;Lugo;65-69;10.583
Mujeres;Lugo;70-74;10.106
Mujeres;Lugo;75-79;9.870
Mujeres;Lugo;80-84;8.796
Mujeres;Lugo;85-89;8.539
Mujeres;Lugo;90-94;4.504
Mujeres;Lugo;95-99;1.276
Mujeres;Lugo;100 y más;224
Mujeres;Ourense;Total;158.584
Mujeres;Ourense;0-4;3.930
Mujeres;Ourense;5-9;4.910
Mujeres;Ourense;10-14;5.525
Mujeres;Ourense;15-19;5.378
Mujeres;Ourense;20-24;5.529
Mujeres;Ourense;25-29;6.335
Mujeres;Ourense;30-34;7.155
Mujeres;Ourense;35-39;8.737
Mujeres;Ourense;40-44;10.963
Mujeres;Ourense;45-49;11.172
Mujeres;Ourense;50-54;11.478
Mujeres;Ourense;55-59;11.527
Mujeres;Ourense;60-64;11.480
Mujeres;Ourense;65-69;10.398
Mujeres;Ourense;70-74;10.715
Mujeres;Ourense;75-79;10.485
Mujeres;Ourense;80-84;8.684
Mujeres;Ourense;85-89;8.311
Mujeres;Ourense;90-94;4.279
Mujeres;Ourense;95-99;1.307
Mujeres;Ourense;100 y más;286
Mujeres;Pontevedra;Total;488.195
Mujeres;Pontevedra;0-4;15.565
Mujeres;Pontevedra;5-9;18.947
Mujeres;Pontevedra;10-14;21.757
Mujeres;Pontevedra;15-19;21.009
Mujeres;Pontevedra;20-24;20.020
Mujeres;Pontevedra;25-29;21.464
Mujeres;Pontevedra;30-34;24.726
Mujeres;Pontevedra;35-39;31.051
Mujeres;Pontevedra;40-44;41.135
Mujeres;Pontevedra;45-49;40.758
Mujeres;Pontevedra;50-54;37.897
Mujeres;Pontevedra;55-59;34.645
Mujeres;Pontevedra;60-64;33.196
Mujeres;Pontevedra;65-69;29.460
Mujeres;Pontevedra;70-74;28.173
Mujeres;Pontevedra;75-79;23.645
Mujeres;Pontevedra;80-84;18.305
Mujeres;Pontevedra;85-89;16.108
Mujeres;Pontevedra;90-94;7.657
Mujeres;Pontevedra;95-99;2.197
Mujeres;Pontevedra;100 y más;480
Mujeres;MADRID, COMUNIDAD DE;Total;3.518.430
Mujeres;MADRID, COMUNIDAD DE;0-4;140.538
Mujeres;MADRID, COMUNIDAD DE;5-9;165.351
Mujeres;MADRID, COMUNIDAD DE;10-14;176.290
Mujeres;MADRID, COMUNIDAD DE;15-19;168.369
Mujeres;MADRID, COMUNIDAD DE;20-24;172.590
Mujeres;MADRID, COMUNIDAD DE;25-29;200.332
Mujeres;MADRID, COMUNIDAD DE;30-34;219.692
Mujeres;MADRID, COMUNIDAD DE;35-39;250.998
Mujeres;MADRID, COMUNIDAD DE;40-44;293.516
Mujeres;MADRID, COMUNIDAD DE;45-49;295.517
Mujeres;MADRID, COMUNIDAD DE;50-54;268.511
Mujeres;MADRID, COMUNIDAD DE;55-59;244.599
Mujeres;MADRID, COMUNIDAD DE;60-64;212.097
Mujeres;MADRID, COMUNIDAD DE;65-69;177.588
Mujeres;MADRID, COMUNIDAD DE;70-74;163.277
Mujeres;MADRID, COMUNIDAD DE;75-79;132.582
Mujeres;MADRID, COMUNIDAD DE;80-84;101.286
Mujeres;MADRID, COMUNIDAD DE;85-89;80.201
Mujeres;MADRID, COMUNIDAD DE;90-94;41.291
Mujeres;MADRID, COMUNIDAD DE;95-99;11.808
Mujeres;MADRID, COMUNIDAD DE;100 y más;1.997
Mujeres;MURCIA, REGIÓN DE;Total;757.765
Mujeres;MURCIA, REGIÓN DE;0-4;35.853
Mujeres;MURCIA, REGIÓN DE;5-9;41.402
Mujeres;MURCIA, REGIÓN DE;10-14;45.202
Mujeres;MURCIA, REGIÓN DE;15-19;42.430
Mujeres;MURCIA, REGIÓN DE;20-24;41.111
Mujeres;MURCIA, REGIÓN DE;25-29;42.077
Mujeres;MURCIA, REGIÓN DE;30-34;45.897
Mujeres;MURCIA, REGIÓN DE;35-39;53.825
Mujeres;MURCIA, REGIÓN DE;40-44;62.181
Mujeres;MURCIA, REGIÓN DE;45-49;60.113
Mujeres;MURCIA, REGIÓN DE;50-54;57.231
Mujeres;MURCIA, REGIÓN DE;55-59;51.137
Mujeres;MURCIA, REGIÓN DE;60-64;43.815
Mujeres;MURCIA, REGIÓN DE;65-69;35.010
Mujeres;MURCIA, REGIÓN DE;70-74;31.198
Mujeres;MURCIA, REGIÓN DE;75-79;24.874
Mujeres;MURCIA, REGIÓN DE;80-84;20.652
Mujeres;MURCIA, REGIÓN DE;85-89;15.218
Mujeres;MURCIA, REGIÓN DE;90-94;6.769
Mujeres;MURCIA, REGIÓN DE;95-99;1.585
Mujeres;MURCIA, REGIÓN DE;100 y más;185
Mujeres;NAVARRA, COMUNIDAD FORAL DE;Total;333.820
Mujeres;NAVARRA, COMUNIDAD FORAL DE;0-4;13.869
Mujeres;NAVARRA, COMUNIDAD FORAL DE;5-9;16.858
Mujeres;NAVARRA, COMUNIDAD FORAL DE;10-14;17.897
Mujeres;NAVARRA, COMUNIDAD FORAL DE;15-19;17.152
Mujeres;NAVARRA, COMUNIDAD FORAL DE;20-24;17.223
Mujeres;NAVARRA, COMUNIDAD FORAL DE;25-29;16.545
Mujeres;NAVARRA, COMUNIDAD FORAL DE;30-34;17.701
Mujeres;NAVARRA, COMUNIDAD FORAL DE;35-39;21.474
Mujeres;NAVARRA, COMUNIDAD FORAL DE;40-44;25.970
Mujeres;NAVARRA, COMUNIDAD FORAL DE;45-49;26.515
Mujeres;NAVARRA, COMUNIDAD FORAL DE;50-54;25.077
Mujeres;NAVARRA, COMUNIDAD FORAL DE;55-59;23.350
Mujeres;NAVARRA, COMUNIDAD FORAL DE;60-64;20.753
Mujeres;NAVARRA, COMUNIDAD FORAL DE;65-69;17.548
Mujeres;NAVARRA, COMUNIDAD FORAL DE;70-74;16.332
Mujeres;NAVARRA, COMUNIDAD FORAL DE;75-79;13.707
Mujeres;NAVARRA, COMUNIDAD FORAL DE;80-84;10.243
Mujeres;NAVARRA, COMUNIDAD FORAL DE;85-89;9.044
Mujeres;NAVARRA, COMUNIDAD FORAL DE;90-94;4.875
Mujeres;NAVARRA, COMUNIDAD FORAL DE;95-99;1.473
Mujeres;NAVARRA, COMUNIDAD FORAL DE;100 y más;214
Mujeres;PAÍS VASCO;Total;1.136.896
Mujeres;PAÍS VASCO;0-4;40.060
Mujeres;PAÍS VASCO;5-9;49.821
Mujeres;PAÍS VASCO;10-14;53.006
Mujeres;PAÍS VASCO;15-19;50.881
Mujeres;PAÍS VASCO;20-24;49.301
Mujeres;PAÍS VASCO;25-29;50.229
Mujeres;PAÍS VASCO;30-34;56.216
Mujeres;PAÍS VASCO;35-39;68.663
Mujeres;PAÍS VASCO;40-44;86.563
Mujeres;PAÍS VASCO;45-49;90.183
Mujeres;PAÍS VASCO;50-54;86.169
Mujeres;PAÍS VASCO;55-59;86.081
Mujeres;PAÍS VASCO;60-64;80.197
Mujeres;PAÍS VASCO;65-69;68.564
Mujeres;PAÍS VASCO;70-74;64.521
Mujeres;PAÍS VASCO;75-79;53.892
Mujeres;PAÍS VASCO;80-84;41.571
Mujeres;PAÍS VASCO;85-89;36.489
Mujeres;PAÍS VASCO;90-94;18.541
Mujeres;PAÍS VASCO;95-99;5.264
Mujeres;PAÍS VASCO;100 y más;684
Mujeres;Araba/Álava;Total;169.320
Mujeres;Araba/Álava;0-4;6.812
Mujeres;Araba/Álava;5-9;8.233
Mujeres;Araba/Álava;10-14;8.310
Mujeres;Araba/Álava;15-19;7.543
Mujeres;Araba/Álava;20-24;7.267
Mujeres;Araba/Álava;25-29;7.421
Mujeres;Araba/Álava;30-34;8.721
Mujeres;Araba/Álava;35-39;11.151
Mujeres;Araba/Álava;40-44;13.582
Mujeres;Araba/Álava;45-49;13.613
Mujeres;Araba/Álava;50-54;12.886
Mujeres;Araba/Álava;55-59;12.551
Mujeres;Araba/Álava;60-64;11.449
Mujeres;Araba/Álava;65-69;9.891
Mujeres;Araba/Álava;70-74;9.108
Mujeres;Araba/Álava;75-79;7.423
Mujeres;Araba/Álava;80-84;5.500
Mujeres;Araba/Álava;85-89;4.577
Mujeres;Araba/Álava;90-94;2.438
Mujeres;Araba/Álava;95-99;740
Mujeres;Araba/Álava;100 y más;104
Mujeres;Bizkaia;Total;596.457
Mujeres;Bizkaia;0-4;19.804
Mujeres;Bizkaia;5-9;24.847
Mujeres;Bizkaia;10-14;26.264
Mujeres;Bizkaia;15-19;25.664
Mujeres;Bizkaia;20-24;24.922
Mujeres;Bizkaia;25-29;26.059
Mujeres;Bizkaia;30-34;29.295
Mujeres;Bizkaia;35-39;35.752
Mujeres;Bizkaia;40-44;45.202
Mujeres;Bizkaia;45-49;47.429
Mujeres;Bizkaia;50-54;45.688
Mujeres;Bizkaia;55-59;46.243
Mujeres;Bizkaia;60-64;43.555
Mujeres;Bizkaia;65-69;36.467
Mujeres;Bizkaia;70-74;34.132
Mujeres;Bizkaia;75-79;28.753
Mujeres;Bizkaia;80-84;22.769
Mujeres;Bizkaia;85-89;20.208
Mujeres;Bizkaia;90-94;10.160
Mujeres;Bizkaia;95-99;2.883
Mujeres;Bizkaia;100 y más;361
Mujeres;Gipuzkoa;Total;371.119
Mujeres;Gipuzkoa;0-4;13.444
Mujeres;Gipuzkoa;5-9;16.741
Mujeres;Gipuzkoa;10-14;18.432
Mujeres;Gipuzkoa;15-19;17.674
Mujeres;Gipuzkoa;20-24;17.112
Mujeres;Gipuzkoa;25-29;16.749
Mujeres;Gipuzkoa;30-34;18.200
Mujeres;Gipuzkoa;35-39;21.760
Mujeres;Gipuzkoa;40-44;27.779
Mujeres;Gipuzkoa;45-49;29.141
Mujeres;Gipuzkoa;50-54;27.595
Mujeres;Gipuzkoa;55-59;27.287
Mujeres;Gipuzkoa;60-64;25.193
Mujeres;Gipuzkoa;65-69;22.206
Mujeres;Gipuzkoa;70-74;21.281
Mujeres;Gipuzkoa;75-79;17.716
Mujeres;Gipuzkoa;80-84;13.302
Mujeres;Gipuzkoa;85-89;11.704
Mujeres;Gipuzkoa;90-94;5.943
Mujeres;Gipuzkoa;95-99;1.641
Mujeres;Gipuzkoa;100 y más;219
Mujeres;RIOJA, LA;Total;161.656
Mujeres;RIOJA, LA;0-4;6.191
Mujeres;RIOJA, LA;5-9;7.481
Mujeres;RIOJA, LA;10-14;8.108
Mujeres;RIOJA, LA;15-19;7.807
Mujeres;RIOJA, LA;20-24;7.544
Mujeres;RIOJA, LA;25-29;7.505
Mujeres;RIOJA, LA;30-34;8.654
Mujeres;RIOJA, LA;35-39;10.295
Mujeres;RIOJA, LA;40-44;13.060
Mujeres;RIOJA, LA;45-49;12.771
Mujeres;RIOJA, LA;50-54;12.208
Mujeres;RIOJA, LA;55-59;11.661
Mujeres;RIOJA, LA;60-64;10.724
Mujeres;RIOJA, LA;65-69;8.824
Mujeres;RIOJA, LA;70-74;7.968
Mujeres;RIOJA, LA;75-79;6.902
Mujeres;RIOJA, LA;80-84;5.387
Mujeres;RIOJA, LA;85-89;4.996
Mujeres;RIOJA, LA;90-94;2.648
Mujeres;RIOJA, LA;95-99;821
Mujeres;RIOJA, LA;100 y más;101
Mujeres;Ceuta;Total;41.303
Mujeres;Ceuta;0-4;2.116
Mujeres;Ceuta;5-9;2.734
Mujeres;Ceuta;10-14;3.069
Mujeres;Ceuta;15-19;2.771
Mujeres;Ceuta;20-24;2.766
Mujeres;Ceuta;25-29;2.678
Mujeres;Ceuta;30-34;2.730
Mujeres;Ceuta;35-39;2.915
Mujeres;Ceuta;40-44;3.017
Mujeres;Ceuta;45-49;2.906
Mujeres;Ceuta;50-54;2.795
Mujeres;Ceuta;55-59;2.757
Mujeres;Ceuta;60-64;2.383
Mujeres;Ceuta;65-69;1.661
Mujeres;Ceuta;70-74;1.245
Mujeres;Ceuta;75-79;1.063
Mujeres;Ceuta;80-84;835
Mujeres;Ceuta;85-89;543
Mujeres;Ceuta;90-94;246
Mujeres;Ceuta;95-99;58
Mujeres;Ceuta;100 y más;15
Mujeres;Melilla;Total;42.623
Mujeres;Melilla;0-4;2.853
Mujeres;Melilla;5-9;3.360
Mujeres;Melilla;10-14;3.147
Mujeres;Melilla;15-19;2.913
Mujeres;Melilla;20-24;2.884
Mujeres;Melilla;25-29;2.853
Mujeres;Melilla;30-34;2.902
Mujeres;Melilla;35-39;3.012
Mujeres;Melilla;40-44;3.140
Mujeres;Melilla;45-49;2.748
Mujeres;Melilla;50-54;2.802
Mujeres;Melilla;55-59;2.545
Mujeres;Melilla;60-64;2.342
Mujeres;Melilla;65-69;1.544
Mujeres;Melilla;70-74;1.097
Mujeres;Melilla;75-79;930
Mujeres;Melilla;80-84;761
Mujeres;Melilla;85-89;481
Mujeres;Melilla;90-94;241
Mujeres;Melilla;95-99;55
Mujeres;Melilla;100 y más;13
